#/home/enes/bim/BIM.py trees/r8060070.trees,trees/r8060071.trees,trees/r8060072.trees,trees/r8060073.trees,trees/r8060074.trees,trees/r8060075.trees,trees/r8060076.trees 250 --stats=all --eta=etas/BC.json --out=outs/839949925.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,FayH,ZngE,TajD,FerL,btree,Colless,path
0,2501.0,250,6,-1.9642299758823034,2.567095444013658,-0.0010786530984158676,0.9089109108192182,1.183723626942665,-0.5757757520319282,0.38564157583676983,0.030739085373753083,r8060070.trees
0,2501.0,250,4,-1.7193945226261713,2.2631869685559547,0.0218363576375442,1.6677562288485497,2.3013995550116637,-1.0215624423198801,0.18370642589559913,0.03429848425961912,r8060071.trees
0,2501.0,250,10,-0.8809206284569866,1.3636688237198835,0.1394107826808494,0.3276901870356439,1.0669938369549012,0.1185734141793459,0.041080030947498826,0.03444191512594156,r8060072.trees
0,2501.0,250,7,-2.0558699516774643,3.264856750533351,0.015428389416158986,1.3134661166760735,1.764556020742632,-0.7969036032873771,0.5374118943586048,0.027574005700220235,r8060073.trees
0,2501.0,250,9,-2.200729241468039,1.5306380823868353,0.1960609152627624,1.132315266498065,2.3308022069454966,-0.27324115374841923,0.6251598425030918,0.029704840868851747,r8060074.trees
0,2501.0,250,9,-0.7089587510095278,1.1085547122109732e-08,0.06513518222175663,-0.7449680683233345,-0.6532659860324098,0.6148022352547359,0.46509165319493273,0.03180463790646457,r8060075.trees
0,2501.0,250,4,3.5253392814715427,5.056170714293956e-07,0.1489404393579663,-0.6242928633557405,-0.3474227111253331,0.6256942535231347,0.35501050057788297,0.03279650861510558,r8060076.trees
