#/home/enes/bim/BIM.py trees/r8070238.trees,trees/r8070239.trees,trees/r8070240.trees,trees/r8070241.trees,trees/r8070242.trees,trees/r8070243.trees,trees/r8070244.trees,trees/r8070245.trees,trees/r8070246.trees,trees/r8070247.trees,trees/r8070248.trees,trees/r8070249.trees,trees/ir8070000.trees,trees/ir8070001.trees,trees/ir8070002.trees,trees/ir8070003.trees,trees/ir8070004.trees 250 --stats=all --eta=etas/BC.json --out=outs/619812571.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,ZngE,TajD,bsfs,FulD,FerL,btree,Colless,path
0,10001.0,250,94,0.07902321384117225,1.2830000467074663,1.9509662471828615,1.5283877438376325,-1.0528317125810833,-0.5101844551930471,-0.6768248025435246,0.04630781189273222,ir8070000.trees
0,10001.0,250,94,0.13919847803520616,0.7379410938459126,1.7315096317583492,2.45292614474161,-0.07945308871926085,0.0431584897584313,-0.23610415106504917,0.03830707445165276,ir8070001.trees
0,10001.0,250,99,0.12241769388677412,1.051795527040615,1.9743484872739414,1.9950442387880956,-0.7832640185924592,-0.20949308565255068,-0.4388707225464361,0.042604288120222836,ir8070002.trees
0,10001.0,250,114,-0.032705288650874034,2.42804270848209,2.4915885976628966,0.6975511295602566,-1.2437948841862274,-1.6203327218592456,-0.6315334985221224,0.04454646543161894,ir8070003.trees
0,10001.0,250,107,0.15948324194799227,0.8815172224105846,2.0271296518836075,1.9514934885859951,-1.1245516980622308,0.03271444641964378,-0.04931039993413154,0.037386103554000946,ir8070004.trees
0,10001.0,250,109,0.02964639778936064,1.0362801383187479,1.3503110574125523,0.8147677180607495,-1.6669549778795272,-0.5333090932434575,0.25648840848466514,0.03229320852386897,r8070238.trees
0,10001.0,250,79,0.08023101631351469,1.1208372145915282,1.7789253135035012,1.68764689451952,-0.677378638854879,-0.4100666455657057,0.6773868732971936,0.028581579494910234,r8070239.trees
0,10001.0,250,103,0.07637142524077163,1.6399159691280183,2.3311194493065623,3.836597342788686,-0.5143206798988205,-0.7383730994328653,0.10324363581386709,0.03353159180500805,r8070240.trees
0,10001.0,250,102,0.14836166392510625,1.330648560742293,2.4555147278111247,3.1410668362611602,-2.650230930454664,-0.28727357266705955,0.2640088832414144,0.030818128661113504,r8070241.trees
0,10001.0,250,89,0.08694494151419434,1.0485632555698048,1.7401148271205638,1.418432776911306,-0.9410655566014476,-0.3381323105154344,0.4148274606163421,0.033332439881885716,r8070242.trees
0,10001.0,250,108,0.12963627484267917,0.6084234311643743,1.5272504713111195,3.728897989263608,-0.29026296062070756,0.09376623264693851,0.02909544566232123,0.03304307861245288,r8070243.trees
0,10001.0,250,102,0.15673457448239372,0.8823234374662506,2.0090557019504596,2.142520194113752,-1.56993417771779,0.020298227365033436,0.6858405845022546,0.030097000906853223,r8070244.trees
0,10001.0,250,86,-0.05772932462465015,1.5734847573802044,1.3938782353335935,0.15872810940158016,-0.020511174408765778,-1.1798946469182665,0.3194750078556842,0.0327208231504476,r8070245.trees
0,10001.0,250,105,0.13933205450672828,0.8755330678159386,1.8883580738499393,3.5393773577115155,-0.7374510251309682,-0.03728755326553962,0.5155180986070567,0.030724510947013856,r8070246.trees
0,10001.0,250,91,0.055934448226089915,1.8782941115685379,2.4691511096472607,2.695013630202725,-0.585589680003019,-0.9621085748635717,0.5244138563013003,0.02991193728493833,r8070247.trees
0,10001.0,250,101,0.09145876616031298,1.5954533295056654,2.380336922910114,1.55205411871414,-2.4638054809662697,-0.656869512585692,1.0825849560089693,0.02477112752083603,r8070248.trees
0,10001.0,250,121,0.01754208044835226,1.2209262113897406,1.4741151829398398,0.8701050811142855,0.3309670176206219,-0.6907095110890517,0.06267583278267956,0.03510007773027593,r8070249.trees
