#/home/enes/bim/BIM.py trees/ir8040138.trees,trees/ir8040139.trees,trees/ir8040140.trees,trees/ir8040141.trees,trees/ir8040142.trees,trees/ir8040143.trees,trees/ir8040144.trees,trees/ir8040145.trees,trees/ir8040146.trees,trees/ir8040147.trees,trees/ir8040148.trees,trees/ir8040149.trees,trees/ir8040150.trees,trees/ir8040151.trees,trees/ir8040152.trees,trees/ir8040153.trees 250 --stats=all --eta=etas/BC.json --out=outs/726544228.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,ZngE,TajD,FayH,FerL,Colless,btree,path
0,10001.0,250,99,-1.1538020531338198,2.115525769274853,0.42722324128465006,1.4364463094843969,0.14708646768062006,0.26581990273056094,0.042243166213240056,-0.5326397346049421,ir8040138.trees
0,10001.0,250,92,-0.8108030710186579,1.6872694046132652,0.49479146526501416,1.2395892052916049,0.10548850201540602,0.0719386005875695,0.04926696031437578,-0.8227626209405674,ir8040139.trees
0,10001.0,250,86,-0.4442949488248583,2.332623027520898,0.4703996843797743,1.1520661924860491,0.09640073280861673,0.05254177928914622,0.044287364511810694,-0.47642051893555365,ir8040140.trees
0,10001.0,250,97,-1.3035275694393582,2.916759759199922,0.9503265278008003,1.8604526944623674,0.12238661662760482,-0.14752935419191723,0.04725162509621026,-0.7602116497176937,ir8040141.trees
0,10001.0,250,74,-0.7646441268550346,1.0908934573382676,0.4395742061923507,1.464495744840096,0.15099532250121273,0.2591518540139563,0.042073216465181605,-0.4709659430530129,ir8040142.trees
0,10001.0,250,84,-0.8166717838310519,1.9908368975083377,1.253031337124863,1.9504469023911535,0.08387943548137235,-0.4772429726539032,0.04743933288331594,-0.8112494875020635,ir8040143.trees
0,10001.0,250,84,-0.3833054803283783,1.26351925693245,0.3503374162437462,0.6629765296269687,0.04165958809436809,-0.06863511753976878,0.04288691768973427,-0.47784019475001877,ir8040144.trees
0,10001.0,250,93,-0.6380493375782194,1.1320391032028003,0.9622430407463748,1.1723722480308978,0.014480349263007826,-0.5435120089119795,0.036039318564580904,-0.016460002816463554,ir8040145.trees
0,10001.0,250,85,-0.4141410602434155,1.5188719752769488,1.074972086704571,1.7165499546763454,0.07867307870618352,-0.3852258946392334,0.05101454203912424,-0.8116353543656096,ir8040146.trees
0,10001.0,250,102,-0.8497363425598742,1.6290516168785654,0.3052584880258036,1.4210040462812785,0.16546027123508672,0.4087816667285696,0.03786964496355542,-0.31140576784012775,ir8040147.trees
0,10001.0,250,89,-1.5563355799977918,1.69926580270017,1.662968136089813,2.527350762919562,0.10203892818058148,-0.6644466480753823,0.04271337549611937,-0.31247003030286646,ir8040148.trees
0,10001.0,250,79,-0.44771097629129203,2.1942814947386515,0.7629497022389207,1.699462146976681,0.13049115017600896,-0.010493769192361104,0.060682245109470144,-1.6447268691730526,ir8040149.trees
0,10001.0,250,91,-1.1879693698838145,1.7244173309197592,0.7664864052945494,1.9621393336139386,0.1699168170581913,0.13422075359118799,0.05041037013328456,-0.9590989718307036,ir8040150.trees
0,10001.0,250,61,-0.2925590550937997,3.959805279264311,0.38004056290871596,0.8622618814480155,0.06798523534358672,-0.0009519746851085095,0.05040808394869802,-1.1237625562699223,ir8040151.trees
0,10001.0,250,75,-0.07085556480438232,1.9294930588392272,0.3253386517005063,1.1092813801479737,0.11564112304486703,0.20599580395860273,0.045931035971844364,-1.0314053874111078,ir8040152.trees
0,10001.0,250,88,-0.5026462318554936,1.3213596318996401,0.8561695038526911,1.56755835113669,0.09363445052002074,-0.19545812108068084,0.04714112617452733,-0.701799230557256,ir8040153.trees
