#/home/enes/bim/BIM.py trees/ir8020005.trees,trees/ir8020006.trees,trees/ir8020007.trees,trees/ir8020008.trees,trees/ir8020009.trees,trees/ir8020010.trees,trees/ir8020011.trees,trees/ir8020012.trees,trees/ir8020013.trees,trees/ir8020014.trees,trees/ir8020015.trees,trees/ir8020016.trees,trees/ir8020017.trees,trees/ir8020018.trees,trees/ir8020019.trees,trees/ir8020020.trees,trees/ir8020021.trees 250 --stats=all --eta=etas/BC.json --out=outs/271645981.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FayH,bsfs,FerL,ZngE,btree,Colless,path
0,10001.0,250,70,-0.37950862974468086,1.0933448258409222,0.09522511121593108,4.20643769113312,0.0677568418534959,0.428718924118341,-1.1880425962618506,0.0517284190525543,ir8020005.trees
0,10001.0,250,77,-0.8521828352628038,1.8232592962292047,0.08645088784202822,3.062252990353283,-0.3910593249566923,1.124450124095628,-0.8944818410181018,0.04882109081487239,ir8020006.trees
0,10001.0,250,79,-0.4477109762912926,1.1644637788960281,0.11071761064519274,1.1032083360112592,0.14366968376487527,0.4009673670905167,-1.2146601963381958,0.050754991291330195,ir8020007.trees
0,10001.0,250,63,-0.945414692651699,0.9813188952934063,0.11787283468780553,2.5048479183770063,0.2808009259455008,0.2057272316265061,-0.20516483312793224,0.03996091894459559,ir8020008.trees
0,10001.0,250,61,-0.29255905509379965,1.5926867825039244,0.08024886540906444,2.669738623023066,-0.3147357218905455,0.9543300339817905,-2.7048126878876046,0.07677484130068661,ir8020009.trees
0,10001.0,250,60,0.9413859705329131,0.669371090268132,0.17977297655001123,1.197423735064719,0.8741299697222236,-0.4105143279352055,-1.3732936056704206,0.053222105009901356,ir8020010.trees
0,10001.0,250,65,-0.7326443908444591,2.388531387814956,0.09534349943321734,1.6965939790919098,-0.6429558740803948,1.5717705962147792,-0.9661450348052584,0.05085444416964044,ir8020011.trees
0,10001.0,250,57,-0.419059677810877,0.6106582734630448,0.11280863352453399,2.2099992639060773,0.44073082059477,-0.08735000423555,-0.1337946561139259,0.0388651379712398,ir8020012.trees
0,10001.0,250,71,-1.940294215553656,2.702269634659389,0.1391891673316472,3.761965481132688,-0.5052582814088656,1.6030581951927432,-0.06770238083806324,0.03700285011011789,ir8020013.trees
0,10001.0,250,72,0.049646567213155336,1.3418108669990791,0.13830250010905717,2.061104104603372,0.2352510229024396,0.4039816799335009,-0.09834186401986529,0.03872864730812652,ir8020014.trees
0,10001.0,250,59,-0.20274694930037968,1.4672772434649306,0.08041112487941376,2.2686134190292058,-0.2463229715378204,0.8431197912722828,-1.9403505964526668,0.06721149832304125,ir8020015.trees
0,10001.0,250,77,1.9715207444253622,0.30679061177809414,0.07664557861076846,0.7683125941714504,0.37291341504589676,-0.16496350564754578,-1.2677582576888793,0.050385603133597,ir8020016.trees
0,10001.0,250,55,-0.3274609709916461,1.0055224708613815,0.13146103478812393,3.836866154406456,0.3506220925281415,0.15790166524000648,-0.5501262228196193,0.041146665515107025,ir8020017.trees
0,10001.0,250,67,-0.531800272367815,0.9999955428733365,0.06320882417296808,0.9002023350302575,-0.10645215902029875,0.527298181018627,-0.8677516264585851,0.05192949216219717,ir8020018.trees
0,10001.0,250,85,-1.485444564057036,1.8461733762140835,0.03643742990825271,1.1942384571302502,-0.7575566063546356,1.4333696567078118,-0.7636529723162117,0.04518955587746882,ir8020019.trees
0,10001.0,250,68,-0.3032627326936763,1.354036714819989,0.08876721409021072,1.7634314010591468,-0.12140029341733681,0.6959699428269224,-0.8309914106516954,0.04446639605015043,ir8020020.trees
0,10001.0,250,67,1.0777721508920626,1.4980450853124008,0.06731578796591274,1.4761319924097107,-0.35034043758908806,0.9438980829570865,-0.548440812951821,0.04389020100252125,ir8020021.trees
