#/home/enes/bim/BIM.py trees/ir8000056.trees,trees/ir8000057.trees,trees/ir8000058.trees,trees/ir8000059.trees,trees/ir8000060.trees,trees/ir8000061.trees,trees/ir8000062.trees,trees/ir8000063.trees,trees/ir8000064.trees,trees/ir8000065.trees,trees/ir8000066.trees,trees/ir8000067.trees,trees/ir8000068.trees,trees/ir8000069.trees,trees/ir8000070.trees,trees/ir8000071.trees,trees/ir8000072.trees 250 --stats=all --eta=etas/BC.json --out=outs/830141806.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,FayH,TajD,FulD,ZngE,btree,Colless,path
0,10001.0,250,80,0.7080283915946824,-0.1846928157960131,0.07073500906533109,-0.3756467992739017,1.7898666941991517,-0.738523559037649,-1.2131519719241428,0.05142181629744785,ir8000056.trees
0,10001.0,250,59,0.4719236008593963,2.4944753036756513,0.14659261443481147,0.9847442715370307,-0.2027469493003792,0.052134573553086754,-0.37956639507399487,0.042086233497038,ir8000057.trees
0,10001.0,250,48,0.7997936248079446,0.8424842283735777,0.11288879758210482,-0.07812381590158084,0.04827373565142454,-0.6779720968313223,-0.1047597537174052,0.03914942925825164,ir8000058.trees
0,10001.0,250,67,-0.5362584427277123,-2.0483730314716775,-0.1770891403604685,-1.2765561122279814,0.8095100803487496,-0.13089161839099403,-1.5881974441782396,0.06323913164177447,ir8000059.trees
0,10001.0,250,44,0.8659774780838336,0.3331903970905365,0.09086433179440973,-0.48867487027049,0.31189638286892546,-0.9087753670669264,-2.035204597813014,0.059548678585308976,ir8000060.trees
0,10001.0,250,56,0.8955308214237082,0.9380266852512147,0.1102115077104572,-0.2606601791928847,-1.0083198550251768,-0.8359792183324462,-1.6431410636107517,0.055794606999426274,ir8000061.trees
0,10001.0,250,70,0.1393450880333581,8.509974083019055e-06,-0.007295138196131307,-0.347548335068587,-0.37950862974468114,-0.26609688558947786,-1.6428336576834401,0.059099300427516516,ir8000062.trees
0,10001.0,250,71,-0.17119473886186518,-0.5911117758534572,-0.09123602369098621,-0.8548011999280123,-0.670144963247334,-0.23996893412265174,-1.306525296537471,0.06237854644383989,ir8000063.trees
0,10001.0,250,70,0.02953807254260821,3.0928380394855957,0.0941792503815673,1.1497302629027586,-0.8943969174224434,0.48448703516067915,-0.6740013859872448,0.04640335535691151,ir8000064.trees
0,10001.0,250,54,0.9001147643370182,-0.9888961286885412,0.029803095610413725,-1.2833969377788987,1.0327951491496918,-1.2869810381311608,-1.2203705747103453,0.05784428034719524,ir8000065.trees
0,10001.0,250,60,0.10895336655279965,-0.6060218491865468,-0.028652404773154595,-0.5620493032214238,0.3465176657205948,-0.3349033460363595,-1.0249451830701766,0.05719652804767457,ir8000066.trees
0,10001.0,250,46,0.2536668249920953,-0.6751968815285063,-0.04121615761617296,-0.9792197256788004,0.9352528642313028,-0.6297405162693589,-2.0836743095703967,0.07456554327910722,ir8000067.trees
0,10001.0,250,76,0.14615936288452558,0.3485162106142311,0.02713396610430888,0.0824963911480811,-1.0619630068483568,-0.08140772412208318,-0.4692969578222465,0.04896712951512796,ir8000068.trees
0,10001.0,250,48,0.9525195962073895,-1.6775168284472708,0.054259185552832,-1.088011939946516,3.3392035738134895,-1.2406816007437607,-2.0078815393816423,0.06784125750313082,ir8000069.trees
0,10001.0,250,70,-0.6266301114853233,3.3906693529106784,0.08895771250307308,2.280549012110035,-1.6667293489390875,1.5139115111225268,-0.8945710026384976,0.049702033942220496,ir8000070.trees
0,10001.0,250,70,0.8369407320720598,2.5948524378854945,0.0953493719091228,-0.30888001788154223,-0.12206448590580042,-0.8118929887415408,-1.695413739795842,0.059807779505117245,ir8000071.trees
0,10001.0,250,60,-0.38972803652733723,-0.23257834493413332,-0.06355778264370089,-0.08866791823366844,0.6439518181267535,0.27523527178627444,-0.7425633173374044,0.04947060971157357,ir8000072.trees
