#/home/enes/bim/BIM.py trees/r8000068.trees,trees/r8000069.trees,trees/r8000070.trees,trees/r8000071.trees,trees/r8000072.trees,trees/r8000073.trees,trees/r8000074.trees,trees/r8000075.trees,trees/r8000076.trees,trees/r8000077.trees,trees/r8000078.trees,trees/r8000079.trees,trees/r8000080.trees,trees/r8000081.trees,trees/r8000082.trees,trees/r8000083.trees,trees/r8000084.trees 250 --stats=all --eta=etas/BC.json --out=outs/329803917.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,FulD,FerL,FayH,ZngE,btree,Colless,path
0,10001.0,250,76,0.0824963911480811,0.3485162106142311,-1.0619630068483568,0.14615936288452558,0.02713396610430888,-0.08140772412208318,0.32253351239608885,0.032839190864841855,r8000068.trees
0,10001.0,250,48,-1.088011939946516,-1.6775168284472708,3.3392035738134895,0.9525195962073895,0.054259185552832,-1.2406816007437607,-0.3940025086082307,0.043264671589584136,r8000069.trees
0,10001.0,250,70,2.280549012110035,3.3906693529106784,-1.6667293489390875,-0.6266301114853233,0.08895771250307308,1.5139115111225268,0.862500276429153,0.02622137294698507,r8000070.trees
0,10001.0,250,70,-0.30888001788154223,2.5948524378854945,-0.12206448590580042,0.8369407320720598,0.0953493719091228,-0.8118929887415408,-0.3918148754246711,0.03837025521440601,r8000071.trees
0,10001.0,250,60,-0.08866791823366844,-0.23257834493413332,0.6439518181267535,-0.38972803652733723,-0.06355778264370089,0.27523527178627444,0.02978871885550035,0.03857526881720431,r8000072.trees
0,10001.0,250,81,1.7967983024961243,1.0110893110892467,-1.4079250326216994,-0.6151905136516275,0.052632706313805136,1.2950907205825113,0.7040597444702291,0.029598330378950904,r8000073.trees
0,10001.0,250,51,-0.5652367999666281,0.4732031640621206,-1.5076720617645416,0.8448030046369056,0.07961416430807715,-0.9272421655178518,0.11257440210038896,0.035148959038063844,r8000074.trees
0,10001.0,250,54,-0.6646749550174998,-0.3443338622642316,0.7047696379170048,0.7753579474783858,0.06083691817483979,-0.9156538943817032,0.2828970943908604,0.032863065163881336,r8000075.trees
0,10001.0,250,65,-0.2678203083717357,0.1817705081400514,0.3713349732885837,0.4510153934210845,0.04382102267621909,-0.4818732114301899,0.005655527975358372,0.0353366872507953,r8000076.trees
0,10001.0,250,76,-0.35242604108900516,-0.8994511694417685,0.6056784862996342,-1.3770762289893632,-0.22258145390325382,0.955366322306071,-0.06303513406401366,0.03710406140691799,r8000077.trees
0,10001.0,250,52,-0.29503489128819205,5.194758406141622e-06,1.5205081136020577,0.6811727855358046,0.07687426189631796,-0.6776457215913222,0.08113500854685095,0.03735764171053717,r8000078.trees
0,10001.0,250,57,0.6095657185702774,1.778108452703041,1.1408380761972032,0.34875934630790156,0.0993014012954758,-0.013700722763568398,0.3172324019021501,0.03316491773545796,r8000079.trees
0,10001.0,250,63,1.0299572290278856,1.9224670227858527,0.19133630226902254,-0.25732739591727166,0.044039672215706205,0.6611221893074141,0.20691221559693732,0.03412467072591441,r8000080.trees
0,10001.0,250,53,0.07296472920445685,2.0586486685062784e-06,-0.5632217466162425,-0.6207579269511316,-0.08552955552651383,0.532021941809001,0.6488201975423821,0.02916581841960777,r8000081.trees
0,10001.0,250,55,-0.9628065727871059,-0.4810078087232501,-0.972452958985047,0.08749578522420888,-0.06386382021458466,-0.49223781368952274,0.23019287325409854,0.03297928140571729,r8000082.trees
0,10001.0,250,66,-0.013793975092831635,1.3342237408631334,0.3214616444662299,0.863523708465304,0.12294953962316149,-0.7026508699026819,0.16913199778641239,0.03269182721670091,r8000083.trees
0,10001.0,250,78,0.5816779989055305,0.4585736596931318,-0.6474932795033659,-0.44733131421679234,-0.018041298087593954,0.6192756691886319,0.5381664411812332,0.029299224547961435,r8000084.trees
