#/home/enes/bim/BIM.py trees/r8070221.trees,trees/r8070222.trees,trees/r8070223.trees,trees/r8070224.trees,trees/r8070225.trees,trees/r8070226.trees,trees/r8070227.trees,trees/r8070228.trees,trees/r8070229.trees,trees/r8070230.trees,trees/r8070231.trees,trees/r8070232.trees,trees/r8070233.trees,trees/r8070234.trees,trees/r8070235.trees,trees/r8070236.trees,trees/r8070237.trees 250 --stats=all --eta=etas/BC.json --out=outs/150536412.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,TajD,ZngE,FulD,bsfs,Colless,btree,path
0,10001.0,250,104,-0.39484282503615237,0.10045493517811664,2.025456744297527,1.2257089070648979,-0.8920095459334805,1.5960575199814648,0.03567187336134091,-0.1842630101461523,r8070221.trees
0,10001.0,250,107,-0.006062207547747572,0.1372719666423699,1.8065762166366393,0.8140784057914876,-0.9525767081566293,1.5446764628338092,0.02950436404281793,0.4506250655403331,r8070222.trees
0,10001.0,250,87,-0.4140221739039284,0.13635250517571276,2.516483041188653,1.4550232810675776,-1.102514374325225,1.9504713535843239,0.03489830288897526,0.10802775931506385,r8070223.trees
0,10001.0,250,78,-0.5166215532308954,0.09600357206513764,2.175217458299178,1.3823732964035962,-1.8097626524178498,3.267825403364641,0.033634538152610444,0.14123160411536306,r8070224.trees
0,10001.0,250,84,-0.26550799874711933,0.13017624664402164,2.16431056252934,1.1771616936888856,-1.0333549355823883,1.7777467675478298,0.0316777864144751,0.23562530594326922,r8070225.trees
0,10001.0,250,89,0.15270039879870373,0.16627782940784006,1.8787523777739408,0.71383371492808,-0.7359755488026657,2.576085136242573,0.02887550200803213,0.5463133499762169,r8070226.trees
0,10001.0,250,89,-1.313629607789252,0.012219135218882907,2.539830778173245,2.1929565754392115,-1.35124557219901,1.1806510856279475,0.03173901037085524,0.2899444150372818,r8070227.trees
0,10001.0,250,98,0.07873571328915345,0.05786217407627545,0.6113903565928773,0.209568841252884,0.1751421746969132,0.3896792685904537,0.03919897954099276,-0.407249129412215,r8070228.trees
0,10001.0,250,114,-1.1729008354860062,0.03754711091757476,2.6066095361735973,2.117837077002861,-1.8910606066858733,1.674054442199037,0.028261138395223116,0.6044929209505218,r8070229.trees
0,10001.0,250,102,0.18629306722163935,0.14563155969935504,1.5642048286855694,0.5491525305583691,-0.8497363425598745,1.9310499733647095,0.03069360189706934,0.39888688659134686,r8070230.trees
0,10001.0,250,75,-0.26841345595838145,0.13316975055483188,2.1983500031953076,1.190931157233689,-1.5182605959331479,2.4511363252997804,0.026651081353763047,0.9055651468163499,r8070231.trees
0,10001.0,250,92,-0.6762904403573399,0.08480494471626093,2.326288620600048,1.5840354832682302,-1.406938276726918,2.9979164781381185,0.028014361593840808,0.5309549958937491,r8070232.trees
0,10001.0,250,114,-1.2362267364769841,0.0636428524073894,3.06304884626883,2.37381503230245,-1.4056113148111389,4.669079081006979,0.026882645790535425,0.7306590394745467,r8070233.trees
0,10001.0,250,99,-0.8388664359228156,0.11505944293582544,3.0164323936052098,2.0262347162125947,-1.8948781222165407,2.3218401821786983,0.028327503562637645,0.5945370811547593,r8070234.trees
0,10001.0,250,97,-0.2259423457585342,0.09919998767757336,1.7003939160144774,0.9421920860997861,-0.5478461922394227,1.2566053836164197,0.030754353820813207,0.5737213120859574,r8070235.trees
0,10001.0,250,96,-0.5315111443113562,0.08957231411584331,2.12745339530776,1.3796102795304526,-1.6668267647372605,1.2611857858046251,0.02516793322914168,1.0553934204398956,r8070236.trees
0,10001.0,250,92,-0.47958098813187333,0.10551209991306623,2.238887378660063,1.3861205571212407,-1.8043617471990916,1.7307959249130507,0.030122851753196893,0.39830726633233576,r8070237.trees
