#/home/enes/bim/BIM.py trees/ir8060186.trees,trees/ir8060187.trees,trees/ir8060188.trees,trees/ir8060189.trees,trees/ir8060190.trees,trees/ir8060191.trees,trees/ir8060192.trees,trees/ir8060193.trees,trees/ir8060194.trees,trees/ir8060195.trees,trees/ir8060196.trees,trees/ir8060197.trees,trees/ir8060198.trees,trees/ir8060199.trees,trees/ir8060200.trees,trees/ir8060201.trees 250 --stats=all --eta=etas/BC.json --out=outs/945683976.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,bsfs,FerL,FulD,FayH,TajD,Colless,btree,path
0,10001.0,250,46,1.430034582986291,5.101356305872639,-0.8120967767232719,0.5550457539365068,0.022839879381163646,1.786415956222664,0.05980373105324524,-1.789082815969402,ir8060186.trees
0,10001.0,250,59,3.70537762088959,4.8963571000666235,-2.2847965578813723,-1.109134321132358,0.0038903152549989942,4.242118480404809,0.0456989247311828,-1.0073355214181192,ir8060187.trees
0,10001.0,250,55,2.8798643353132,3.9766748051284098,-1.7966911055629842,-0.3274609709916466,-0.002868540846977521,3.2693355548889174,0.0402416116077212,-0.8042239367047597,ir8060188.trees
0,10001.0,250,62,3.060910539478105,5.490848054855121,-1.8051259544480422,-1.4893146806158999,0.026834575060906196,3.6472645659563208,0.05478365073196009,-1.3988652198701361,ir8060189.trees
0,10001.0,250,50,3.086582779041081,6.372135385895981,-1.885218022570215,-1.4777107260146094,0.009209184603663056,3.5951157582567337,0.03084920326467159,0.1468452355151601,ir8060190.trees
0,10001.0,250,43,3.453989356246419,6.068163255690032,-2.0612152201649785,-0.4239195416448746,0.02579722999292496,4.144931988710867,0.040678844409897656,-0.83394931135881,ir8060191.trees
0,10001.0,250,52,4.181858550917652,3.136491737757937,-2.6615333289253607,-2.2159237201768884,-0.019439508676921385,4.66347616316516,0.05962559917087706,-1.648256752557372,ir8060192.trees
0,10001.0,250,52,2.6176609048107395,4.703696779634872,-1.5708991203710299,-0.5175456139137313,0.015890444738780898,3.0944530814387887,0.04480826531934188,-0.7753395546081556,ir8060193.trees
0,10001.0,250,65,3.053600207061888,6.447943375460301,-1.7867727504390662,-2.1126185960107624,0.03053803668104687,3.6568573666856845,0.07167379194196138,-2.6049505876025685,ir8060194.trees
0,10001.0,250,58,3.8497008002165027,6.511957041810153,-2.3495980803637835,-2.3045064844089733,0.01116359807639507,4.455218681287969,0.03970721596061666,-0.47770591087048553,ir8060195.trees
0,10001.0,250,42,3.0204687771830283,5.808643724725105,-1.864718759145493,0.047719259819079804,0.0038403310675195995,3.513703092942051,0.048451872004145614,-1.1792599002819044,ir8060196.trees
0,10001.0,250,65,3.4269899902700636,6.511962669014356,-2.037033286671597,-1.00863923187772,0.025129445785490586,4.045883733458735,0.03458997279440342,0.09762722494911923,ir8060197.trees
0,10001.0,250,47,2.6177743530865283,5.432574553816954,-1.4809135191731941,-1.380840408366428,0.04332063575801149,3.2770469184884656,0.033909832879906725,-0.27836412155540935,ir8060198.trees
0,10001.0,250,55,3.495965098068408,6.332521189362681,-2.1116890986964343,-1.2949489529817473,0.016848138645538798,4.096386245228214,0.045974219458479085,-0.9550863719932721,ir8060199.trees
0,10001.0,250,56,2.9561674948478758,6.296569239945935,-1.7216319493160066,-2.5940716376677746,0.03287544444704284,3.5786066460036348,0.04459774582199767,-0.7749506653352721,ir8060200.trees
0,10001.0,250,32,2.204296845646211,5.718702862253599,-1.2545450532915547,-0.6567095383381396,0.03748914342204056,2.806073623629388,0.052565099106101826,-1.3219886159517886,ir8060201.trees
