#/home/enes/bim/BIM.py trees/r2200000.trees,trees/r2200001.trees,trees/r2200002.trees,trees/r2200003.trees,trees/r2200004.trees,trees/r2200005.trees,trees/r2200006.trees,trees/r2200007.trees,trees/r2200008.trees,trees/r2200009.trees,trees/r2200010.trees,trees/r2200011.trees,trees/r2200012.trees,trees/r2200013.trees,trees/r2200014.trees,trees/r2200015.trees,trees/r2200016.trees,trees/r2200017.trees,trees/r2200018.trees,trees/r2200019.trees,trees/r2200020.trees,trees/r2200021.trees,trees/r2200022.trees,trees/r2200023.trees,trees/r2200024.trees,trees/r2200025.trees,trees/r2200026.trees,trees/r2200027.trees,trees/r2200028.trees,trees/r2200029.trees,trees/r2200030.trees,trees/r2200031.trees,trees/r2200032.trees,trees/r2200033.trees,trees/r2200034.trees,trees/r2200035.trees,trees/r2200036.trees,trees/r2200037.trees,trees/r2200038.trees,trees/r2200039.trees,trees/r2200040.trees,trees/r2200041.trees,trees/r2200042.trees,trees/r2200043.trees,trees/r2200044.trees,trees/r2200045.trees,trees/r2200046.trees,trees/r2200047.trees,trees/r2200048.trees,trees/r2200049.trees,trees/r2200050.trees,trees/r2200051.trees,trees/r2200052.trees,trees/r2200053.trees,trees/r2200054.trees,trees/r2200055.trees,trees/r2200056.trees,trees/r2200057.trees,trees/r2200058.trees,trees/r2200059.trees,trees/r2200060.trees,trees/r2200061.trees,trees/r2200062.trees,trees/r2200063.trees,trees/r2200064.trees,trees/r2200065.trees,trees/r2200066.trees,trees/r2200067.trees,trees/r2200068.trees,trees/r2200069.trees,trees/r2200070.trees,trees/r2200071.trees,trees/r2200072.trees,trees/r2200073.trees,trees/r2200074.trees,trees/r2200075.trees,trees/r2200076.trees,trees/r2200077.trees,trees/r2200078.trees,trees/r2200079.trees,trees/r2200080.trees,trees/r2200081.trees,trees/r2200082.trees,trees/r2200083.trees,trees/r2200084.trees,trees/r2200085.trees,trees/r2200086.trees,trees/r2200087.trees,trees/r2200088.trees,trees/r2200089.trees,trees/r2200090.trees,trees/r2200091.trees,trees/r2200092.trees,trees/r2200093.trees,trees/r2200094.trees,trees/r2200095.trees,trees/r2200096.trees,trees/r2200097.trees,trees/r2200098.trees,trees/r2200099.trees,trees/r2200100.trees,trees/r2200101.trees,trees/r2200102.trees,trees/r2200103.trees,trees/r2200104.trees,trees/r2200105.trees,trees/r2200106.trees,trees/r2200107.trees,trees/r2200108.trees,trees/r2200109.trees,trees/r2200110.trees,trees/r2200111.trees,trees/r2200112.trees,trees/r2200113.trees,trees/r2200114.trees,trees/r2200115.trees,trees/r2200116.trees,trees/r2200117.trees,trees/r2200118.trees,trees/r2200119.trees,trees/r2200120.trees,trees/r2200121.trees,trees/r2200122.trees,trees/r2200123.trees,trees/r2200124.trees,trees/r2200125.trees,trees/r2200126.trees,trees/r2200127.trees,trees/r2200128.trees,trees/r2200129.trees,trees/r2200130.trees,trees/r2200131.trees,trees/r2200132.trees,trees/r2200133.trees,trees/r2200134.trees,trees/r2200135.trees,trees/r2200136.trees,trees/r2200137.trees,trees/r2200138.trees,trees/r2200139.trees,trees/r2200140.trees,trees/r2200141.trees,trees/r2200142.trees,trees/r2200143.trees,trees/r2200144.trees,trees/r2200145.trees,trees/r2200146.trees,trees/r2200147.trees,trees/r2200148.trees,trees/r2200149.trees,trees/r2200150.trees,trees/r2200151.trees,trees/r2200152.trees,trees/r2200153.trees,trees/r2200154.trees,trees/r2200155.trees,trees/r2200156.trees,trees/r2200157.trees,trees/r2200158.trees,trees/r2200159.trees,trees/r2200160.trees,trees/r2200161.trees,trees/r2200162.trees,trees/r2200163.trees,trees/r2200164.trees,trees/r2200165.trees,trees/r2200166.trees,trees/r2200167.trees,trees/r2200168.trees,trees/r2200169.trees,trees/r2200170.trees,trees/r2200171.trees,trees/r2200172.trees,trees/r2200173.trees,trees/r2200174.trees,trees/r2200175.trees,trees/r2200176.trees,trees/r2200177.trees,trees/r2200178.trees,trees/r2200179.trees,trees/r2200180.trees,trees/r2200181.trees,trees/r2200182.trees,trees/r2200183.trees,trees/r2200184.trees,trees/r2200185.trees,trees/r2200186.trees,trees/r2200187.trees,trees/r2200188.trees,trees/r2200189.trees,trees/r2200190.trees,trees/r2200191.trees,trees/r2200192.trees,trees/r2200193.trees,trees/r2200194.trees,trees/r2200195.trees,trees/r2200196.trees,trees/r2200197.trees,trees/r2200198.trees,trees/r2200199.trees,trees/r2200200.trees,trees/r2200201.trees,trees/r2200202.trees,trees/r2200203.trees,trees/r2200204.trees,trees/r2200205.trees,trees/r2200206.trees,trees/r2200207.trees,trees/r2200208.trees,trees/r2200209.trees,trees/r2200210.trees,trees/r2200211.trees,trees/r2200212.trees,trees/r2200213.trees,trees/r2200214.trees,trees/r2200215.trees,trees/r2200216.trees,trees/r2200217.trees,trees/r2200218.trees,trees/r2200219.trees,trees/r2200220.trees,trees/r2200221.trees,trees/r2200222.trees,trees/r2200223.trees,trees/r2200224.trees,trees/r2200225.trees,trees/r2200226.trees,trees/r2200227.trees,trees/r2200228.trees,trees/r2200229.trees,trees/r2200230.trees,trees/r2200231.trees,trees/r2200232.trees,trees/r2200233.trees,trees/r2200234.trees,trees/r2200235.trees,trees/r2200236.trees,trees/r2200237.trees,trees/r2200238.trees,trees/r2200239.trees,trees/r2200240.trees,trees/r2200241.trees,trees/r2200242.trees,trees/r2200243.trees,trees/r2200244.trees,trees/r2200245.trees,trees/r2200246.trees,trees/r2200247.trees,trees/r2200248.trees,trees/r2200249.trees 100 --stats=btree --eta=etas/bcn.json --out=outs/extrabcs.csv --r2t=0.005 --r2s=0.005
start,end,N,btree,path
0.0,29.0,100,0.5160087959629771,r2200000.trees
4908.0,5356.0,100,0.22381614056709484,r2200000.trees
5356.0,5460.0,100,0.6508858635851388,r2200000.trees
5460.0,5564.0,100,0.6508858635851363,r2200000.trees
5564.0,5798.0,100,0.22381614056709176,r2200000.trees
6200.0,6288.0,100,-0.01795972848286035,r2200000.trees
6288.0,6696.0,100,-0.23592507178347746,r2200000.trees
6696.0,6830.0,100,-0.29690091187185896,r2200000.trees
6830.0,7383.0,100,-0.2830966907706314,r2200000.trees
7383.0,7719.0,100,-0.4089887700524289,r2200000.trees
7719.0,8139.0,100,-0.38216858213815097,r2200000.trees
8139.0,8487.0,100,-0.363915294770525,r2200000.trees
8487.0,8942.0,100,-0.3754899637744689,r2200000.trees
8942.0,8988.0,100,-0.0694304108236722,r2200000.trees
8988.0,9159.0,100,-0.25425374802762307,r2200000.trees
9159.0,9188.0,100,-0.24293247360622502,r2200000.trees
9188.0,9976.0,100,-0.24907851148245871,r2200000.trees
9976.0,10001.0,100,-0.0694304108236722,r2200000.trees
4780.0,4908.0,100,0.0,r2200000.trees
4659.0,4780.0,100,0.0,r2200000.trees
5798.0,6200.0,100,0.03298886987619736,r2200000.trees
4333.0,4647.0,100,-0.24548637513438976,r2200000.trees
29.0,67.0,100,0.5758010483256581,r2200000.trees
67.0,601.0,100,0.6003867963867908,r2200000.trees
601.0,912.0,100,0.03368465056877336,r2200000.trees
4647.0,4659.0,100,-0.1949335459484963,r2200000.trees
1258.0,1512.0,100,0.14593949570577985,r2200000.trees
1512.0,1525.0,100,0.14593949570576362,r2200000.trees
1525.0,1676.0,100,0.4478930498762753,r2200000.trees
1676.0,1713.0,100,0.4478930498762753,r2200000.trees
1713.0,1901.0,100,0.10024397040924306,r2200000.trees
912.0,1258.0,100,0.04084853665541128,r2200000.trees
2001.0,2629.0,100,0.19783859152016808,r2200000.trees
2629.0,3106.0,100,0.2189518767724055,r2200000.trees
3106.0,3261.0,100,0.1793279333007782,r2200000.trees
3261.0,3650.0,100,0.2097484054547608,r2200000.trees
3650.0,3887.0,100,0.24651545160216135,r2200000.trees
3887.0,3891.0,100,0.2166959723122589,r2200000.trees
3891.0,4095.0,100,-0.1684399981801255,r2200000.trees
4095.0,4333.0,100,-0.1684399981801255,r2200000.trees
1901.0,2001.0,100,0.06808293259498112,r2200000.trees
5820.0,6776.0,100,-0.5596206290771951,r2200001.trees
6776.0,7118.0,100,-0.9304329864090194,r2200001.trees
7118.0,7158.0,100,-0.9633501720768398,r2200001.trees
7158.0,7665.0,100,-0.3241583294425826,r2200001.trees
7665.0,7816.0,100,-0.32415832944261613,r2200001.trees
7816.0,8062.0,100,-0.49572289749925214,r2200001.trees
9087.0,9114.0,100,-0.0791664502729223,r2200001.trees
8419.0,9043.0,100,-0.4449839794925643,r2200001.trees
9043.0,9087.0,100,-0.5515421487413934,r2200001.trees
9114.0,9592.0,100,-0.07288257895862296,r2200001.trees
9592.0,10001.0,100,-0.1361050497857232,r2200001.trees
5144.0,5231.0,100,-0.1637437907015048,r2200001.trees
8062.0,8419.0,100,-0.4449839794925643,r2200001.trees
5071.0,5144.0,100,-0.1637437907015048,r2200001.trees
5231.0,5820.0,100,-0.5596206290771951,r2200001.trees
4598.0,4775.0,100,-0.0548843192781879,r2200001.trees
0.0,19.0,100,0.42228521708836636,r2200001.trees
19.0,420.0,100,0.4435429681273199,r2200001.trees
420.0,627.0,100,0.4435429681273199,r2200001.trees
627.0,647.0,100,1.0087433807182702,r2200001.trees
647.0,1177.0,100,0.7566139426999163,r2200001.trees
1177.0,1808.0,100,0.7566139426999163,r2200001.trees
1808.0,1963.0,100,0.7706092599334503,r2200001.trees
4775.0,5071.0,100,-0.18302999388180047,r2200001.trees
2637.0,2659.0,100,0.6753855299119934,r2200001.trees
2659.0,2792.0,100,0.7070779879411433,r2200001.trees
2792.0,2872.0,100,0.7070779879411433,r2200001.trees
2872.0,4210.0,100,-0.008593506577958682,r2200001.trees
4210.0,4598.0,100,-0.472448500710013,r2200001.trees
1963.0,2637.0,100,0.7706092599334425,r2200001.trees
5707.0,5844.0,100,-0.06770639663549374,r2200002.trees
5844.0,6153.0,100,-0.06770639663549584,r2200002.trees
6153.0,6635.0,100,-0.06770639663549584,r2200002.trees
6635.0,6864.0,100,-0.4767553125196697,r2200002.trees
6864.0,7131.0,100,-0.5113250887346437,r2200002.trees
7131.0,7215.0,100,-0.5001862491419039,r2200002.trees
7215.0,7289.0,100,0.07556043874675336,r2200002.trees
7411.0,7564.0,100,0.1586632002664789,r2200002.trees
7376.0,7411.0,100,0.16100670725005733,r2200002.trees
7564.0,7711.0,100,-1.1030824275265456,r2200002.trees
7711.0,7998.0,100,-1.0463989513066179,r2200002.trees
7998.0,9330.0,100,-0.4425691377830614,r2200002.trees
5649.0,5707.0,100,-0.06296357910081035,r2200002.trees
9908.0,10001.0,100,-0.4071442952979702,r2200002.trees
7289.0,7376.0,100,0.13379001793183895,r2200002.trees
9330.0,9908.0,100,-0.4425691377830515,r2200002.trees
5235.0,5606.0,100,0.5555378265696342,r2200002.trees
4522.0,5235.0,100,0.3642474492972709,r2200002.trees
5606.0,5649.0,100,-0.06770639663549584,r2200002.trees
52.0,572.0,100,-0.6184348974032534,r2200002.trees
572.0,651.0,100,-0.6675176851331475,r2200002.trees
651.0,696.0,100,-2.2387261639577485,r2200002.trees
696.0,1648.0,100,-2.2461387356862192,r2200002.trees
1648.0,1772.0,100,-2.292414626732909,r2200002.trees
1772.0,2184.0,100,-1.0101363346964196,r2200002.trees
