#/home/enes/bim/BIM.py trees/r8050051.trees,trees/r8050052.trees,trees/r8050053.trees,trees/r8050054.trees,trees/r8050055.trees,trees/r8050056.trees,trees/r8050057.trees,trees/r8050058.trees,trees/r8050059.trees,trees/r8050060.trees,trees/r8050061.trees,trees/r8050062.trees,trees/r8050063.trees,trees/r8050064.trees,trees/r8050065.trees,trees/r8050066.trees,trees/r8050067.trees 250 --stats=all --eta=etas/BC.json --out=outs/143357382.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,FerL,ZngE,TajD,FayH,Colless,btree,path
0,10001.0,250,88,-0.917262616013629,6.0159571418283155,-1.4736289884285554,2.538443508024985,3.026248725898725,0.02732290033951587,0.037118006074477114,-0.10512438948287663,r8050051.trees
0,10001.0,250,69,-1.1247599363515055,1.4543945657052768,-0.5596788433488796,1.3075815589230908,1.9371315173823027,0.07168100400960503,0.03531638073029445,0.058864088075722173,r8050052.trees
0,10001.0,250,78,-0.8799471540862625,2.949980252988438,-0.08341695919805905,0.7278161568815311,1.4883339963509632,0.10387153747742124,0.039967562557924,-0.2989223104840385,r8050053.trees
0,10001.0,250,97,-0.9256868808393908,1.849710157595706,-0.31091827320466814,1.26892549442385,2.2780743930717198,0.131760093405394,0.028124734756601488,0.5364054883720839,r8050054.trees
0,10001.0,250,78,-0.647493279503366,3.4720873966068293,-0.5167159708798867,1.321888902498393,2.0387474293753782,0.08538448861993696,0.035367275553828216,-0.208444717610487,r8050055.trees
0,10001.0,250,71,-1.9402942155536562,2.506786177596994,-0.21701607008948537,1.0579120707527343,1.995703459104928,0.12506098195672974,0.02578889961510976,0.5353350410374601,r8050056.trees
0,10001.0,250,83,-1.8858923928269262,1.6040143995516636,-0.8641849867177165,2.0056456216612792,2.941052179473977,0.10620379226636889,0.039734205639763355,-0.1932727119285594,r8050057.trees
0,10001.0,250,71,-0.16208526232480555,4.194131550799067,-0.1124797270447123,0.888230826721738,1.8028121663884138,0.12488999416407809,0.033191907414604656,-0.1511310428321934,r8050058.trees
0,10001.0,250,82,-0.7628873683952674,1.5376265490282908,-0.7953744323344215,1.49208408417254,1.9118720811197112,0.036175494752483,0.030200928584264222,0.40382807845789265,r8050059.trees
0,10001.0,250,88,-0.917262616013629,4.302824253995891,-1.1775951040325483,2.315920491600078,3.063534228204223,0.07163547499265259,0.042636495804004554,-0.6482410373826781,r8050060.trees
0,10001.0,250,73,-1.971289871527501,2.818098852283683,-0.36285114797045165,1.3566578010180967,2.4026044631223282,0.13587186545860944,0.029368626580052935,0.47049951615696844,r8050061.trees
0,10001.0,250,53,-0.5632217466162426,5.343622222924329,-0.7441474466729475,1.4511671825230676,1.9473397224019944,0.046057802717623095,0.028969249431744573,0.4246424202863803,r8050062.trees
0,10001.0,250,87,-1.3120893211746039,1.7248745153468414,-0.05129359315261932,0.8980748775425903,1.9237276581849165,0.14138849930279745,0.03133958497347537,0.27319588253282934,r8050063.trees
0,10001.0,250,78,-1.1124010286691595,1.7012691415839822,0.705844799411364,-0.038595683698101894,1.1971635800180027,0.19283364034944703,0.027630044797185345,0.7586121150749459,r8050064.trees
0,10001.0,250,66,-0.7668319605999474,2.9806512346047738,-0.7326003996331515,1.6719768719187678,2.4503037970012223,0.08726310681817245,0.03025999780760759,0.48705505847670744,r8050065.trees
0,10001.0,250,89,-1.761425587796573,4.308234024768407,-0.33012865511029715,1.0470951435494464,1.7513297088321629,0.08892928027852544,0.02895144325381403,0.4529474857672454,r8050066.trees
0,10001.0,250,84,-0.38330548032837813,4.114010375306689,-0.2604734456732403,0.9147146618032097,1.5834465582666484,0.0859351561166606,0.04751522217903873,-0.8534577550272308,r8050067.trees
