#/home/enes/bim/BIM.py trees/ir3100020.trees,trees/ir3100021.trees,trees/ir3100022.trees,trees/ir3100023.trees,trees/ir3100024.trees,trees/ir3100025.trees,trees/ir3100026.trees,trees/ir3100027.trees,trees/ir3100028.trees,trees/ir3100029.trees 50 --stats=all --eta=etas/Fn.json --out=outs/756619320.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,FulD,TajD,FayH,ZngE,FerL,btree,Colless,path
0,100001.0,50,428,-0.8258705855800147,1.206911723494469,-0.41742629674483894,-0.03380118035858962,-0.18117521837369485,-0.03931347072601305,-0.2276387990015082,0.13857507288629745,ir3100020.trees
0,100001.0,50,436,0.5710113913355707,-0.9821780893664317,0.4731490873219735,0.004329547644041285,0.4568977045968145,-0.24230944089752904,0.2605214952216483,0.1186985988425221,ir3100021.trees
0,100001.0,50,386,0.3172071540458486,0.16134406412959879,0.6111270868917543,-0.022565419059713987,0.7973410228844152,-0.5499492020289438,-0.1153156901843172,0.13148995230276017,ir3100022.trees
0,100001.0,50,495,0.9005400507851169,-0.9889074128316824,0.5801648216231883,0.035312867752633946,0.33835704239382,-0.043590265272139314,0.5473051970596674,0.11910383988306066,ir3100023.trees
0,100001.0,50,422,0.40696824700715767,0.4284038305969455,0.09429202477389617,0.04286889790338121,-0.2197112926119627,0.3061954384423568,-0.3401308327306743,0.13034499514091352,ir3100024.trees
0,100001.0,50,467,-0.42939221226472435,0.60943803659679,-0.11650630617215837,-0.029363070313392383,0.0971048463044711,-0.17945317199267338,-0.35933340724468465,0.1358750983386552,ir3100025.trees
0,100001.0,50,488,0.5431819554518452,-0.2570954562117703,0.3695306975935622,0.029821091194139043,0.1611549063359709,0.03419810161829985,0.028498460291334203,0.11453589700342946,ir3100026.trees
0,100001.0,50,405,-0.47119478873949877,0.2553584860181739,-0.4114278316483125,4.1693553902278816e-05,-0.4251370460306406,0.2426865156382349,0.06958710668733348,0.12920654987658778,ir3100027.trees
0,100001.0,50,420,0.2062122256904965,0.6929619282143119,0.0651889253226684,0.014545369574568456,-0.04024989536174252,0.0843246874487878,0.20884116889507987,0.13386289475139654,ir3100028.trees
0,100001.0,50,473,0.5319104109527004,0.05860611227501708,0.04558620813644898,0.041639979817015685,-0.2614722498893943,0.32509098486322613,-0.14964679570225323,0.12498164733519307,ir3100029.trees
