start,end,N,SS,FayH,ZngE,FulD,FerL,bsfs,TajD,btree,Colless,path,iColless,ibtree
0,10001.0,250,70,0.07110818167896901,2.554306763027129,-1.9241734927779688,-1.3338110391825722,2.905227235060293,3.3430799267298807,0.23375652703071165,0.03739689942565963,5110000,0.07818694131364168,-2.6054151492234534
0,10001.0,250,61,0.12099777976096575,1.6579639805217747,-1.7569752104449945,-0.6103834902506803,1.1628843456494846,2.650416339827017,0.1842615733042382,0.02949791999539376,5110001,0.0441443192123332,-0.7280267669732656
0,10001.0,250,71,0.13253595575787375,1.329582573164063,-0.670144963247334,-0.3591373578367807,1.143052003888567,2.3505943824015447,-0.07591279233279451,0.03578831454851665,5110002,0.052322191993781575,-1.2414839356430785
0,10001.0,250,73,0.12752598265427512,1.9119964582556492,-1.9712898715275011,-0.7362331170769449,1.8082693071699565,2.9762415498765216,0.2171614427388111,0.032850757870190435,5110003,0.044014768752429066,-0.490412997621052
0,10001.0,250,52,0.07106162174566258,1.4755104894369429,1.180832492349426,-0.6749745060116746,3.0841926276638167,2.1323171096837847,-0.5386105814580218,0.03404586086280606,5110004,0.05502655784428034,-1.6784303027725866
0,10001.0,250,44,0.022082352513637108,2.516028119645291,-0.8760033257215958,-1.4901201005824882,3.5385012432876053,3.036655253936317,0.20537706293844832,0.031312346158828865,5110005,0.03319730535043399,0.28278014585018235
0,10001.0,250,68,0.14095923340079586,1.8644140988811992,-1.8906003287834332,-0.6633143988387632,1.2758353018162127,3.009687201189657,-0.5561849633764363,0.04414863756099667,5110006,0.0506825689856199,-1.2724681158164588
0,10001.0,250,65,0.1765755696036089,1.6626743916031574,-1.2846340729109802,-0.4169758644223723,1.6233806763520335,3.008081060044768,0.16835503937084867,0.03412215168919405,5110007,0.061730794144319215,-1.998255823198352
0,10001.0,250,53,0.0059007169317570815,3.414902231242533,-1.5644675274987263,-2.099307568146442,3.5862141164937014,3.941113610058717,0.5775791004387902,0.02629064645679492,5110008,0.0313512112968001,0.2702719487447985
0,10001.0,250,64,0.16358805604818294,1.490561854336245,-0.9774888166508428,-0.35641030644146793,1.6734549151256006,2.7301788170026384,0.17455226118530318,0.033388932072375525,5110009,0.048881007902578065,-0.9294423668489884
0,10001.0,250,67,0.1576662859009497,1.5307522827197113,-1.0683244134544412,-0.3990813077404674,1.5518879611764969,2.7384285674727513,0.2065578561045772,0.03161436066848036,5110010,0.035043399404067886,0.10394266252306393
0,10001.0,250,46,0.021922646904717392,2.8846180293678576,-0.9657826872426792,-1.7187041664247569,2.8968661200602686,3.4542700288719916,-0.581422012241815,0.049693397244893564,5110011,0.07465345251975644,-2.5280247182425533
0,10001.0,250,53,0.017582217524300604,3.0186380840979488,-0.5632217466162424,-1.8136920877374376,3.8409344291034015,3.5611817170656432,-0.15293985464081292,0.037637352930784726,5110012,0.04012825495530509,-0.4950285601450564
0,10001.0,250,54,0.21417339113375505,2.4101457409395253,-1.9194344519444837,-0.7663551022659993,1.7067194605219345,4.095778809602719,0.4752225718764474,0.027717320896489185,5110013,0.04197434900893898,-0.520302676021448
0,10001.0,250,43,0.012041529012284098,3.1754132774011943,-0.8282685532241705,-1.9335602614295069,4.149473532489084,3.738959085518802,-0.15651416185203726,0.038405822704306966,5110014,0.03824977328669517,-0.2702750010656477
0,10001.0,250,42,0.013900611437398628,3.116663717878183,-0.3653766088141127,-1.8913689760927384,3.978004983687343,3.6864667530865742,-0.8619862703337174,0.049080191734680666,5110015,0.05476745692447208,-1.5444718078701862
0,10001.0,250,39,0.002817230897226558,2.394425990249269,1.1518338773479466,-1.4798374995177002,2.5689962131537225,2.7941289421919717,-0.5958253289879788,0.041744037080220515,5110016,0.04056548775748153,-0.17863938863866954
0,10001.0,250,42,0.011221915500912087,1.7512698581603883,-0.36537660881411305,-1.0515337573793853,2.226199146467597,2.0923347730897395,-0.4110577893175276,0.04034282290452131,5110017,0.03928617696592823,-0.6010334607050847
0,10001.0,250,80,0.03425173184855447,1.8311345332461115,-1.6143465919002444,-1.0125249866460015,4.3585704631253925,2.2821733558341912,-0.2098267986232296,0.03881295792488952,5110018,0.038865137971239784,-0.4814184347099356
0,10001.0,250,73,0.12478869192183956,2.507819391615115,-1.228890628631926,-1.114980208343238,1.2975287047403496,3.631532614939015,-0.2444436198631928,0.03873117101838439,5110019,0.030071900505246794,0.4216177330585656
0,10001.0,250,41,0.001359076686449554,2.823903646031093,-1.570941028580249,-1.7510224637225105,3.368177226187917,3.2752191447311048,-0.03520162910705022,0.033391631040290186,5110020,0.04199054281642701,-0.6097775468116291
0,10001.0,250,66,0.17279023568585594,1.4463727746446229,-0.4947585593334027,-0.2950394446503501,1.2992576959358404,2.7389769537378115,-0.5603356879061103,0.04259854667938616,5110021,0.049277756186034465,-0.9495857874262856
0,10001.0,250,55,0.1872671930838684,0.847752979706243,-0.004964976994946271,0.11301485237877368,1.3422213768638092,2.143319421632968,0.23391721212553704,0.032461643810264104,5110022,0.04019303018525715,-0.38970510856635376
0,10001.0,250,46,0.21265165176988926,0.8049353099518768,-2.106404018127068,0.20947215498111296,1.2048582855244079,2.240160313231507,0.6527919120247221,0.028530789825970543,5110023,0.032063738826272836,0.14431343544430528
0,10001.0,250,73,0.16392723420764285,1.2299244148973238,-1.4763570429304511,-0.18571487893837596,1.411188302829854,2.439257319987106,-0.5966153168413485,0.04168717882281815,5110024,0.03871399576801831,-0.5460532641142617
