#/home/enes/bim/BIM.py trees/ir8000122.trees,trees/ir8000123.trees,trees/ir8000124.trees,trees/ir8000125.trees,trees/ir8000126.trees,trees/ir8000127.trees,trees/ir8000128.trees,trees/ir8000129.trees,trees/ir8000130.trees,trees/ir8000131.trees,trees/ir8000132.trees,trees/ir8000133.trees,trees/ir8000134.trees,trees/ir8000135.trees,trees/ir8000136.trees,trees/ir8000137.trees 250 --stats=all --eta=etas/BC.json --out=outs/558121476.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,TajD,FayH,ZngE,FerL,btree,Colless,path
0,10001.0,250,67,-0.6303428198357061,-0.531800272367815,-0.945772818882381,-0.09016922878212046,-0.3277778734167045,-0.11120126944530492,-2.967085009375062,0.08682039987908624,ir8000122.trees
0,10001.0,250,72,-1.6284209787289106,2.055287381108352,-0.9441202643335649,-0.13195368535359145,-0.08795192764762558,-0.4087626439070477,-2.093867955671774,0.06570367491471261,ir8000123.trees
0,10001.0,250,57,1.7211306850729706,-0.7310392286124936,0.015807239828580157,0.12857662362314223,-0.6963306301382055,0.8725423204288514,-0.48245024569979983,0.04184884700090685,ir8000124.trees
0,10001.0,250,64,-0.11904152776560921,-1.2575200592284255,-0.1381058509474467,-0.15470288261358006,0.7442055704937651,-0.9981947375920459,-1.317700780316628,0.06242388910480632,ir8000125.trees
0,10001.0,250,50,-0.9818920442116295,-0.42115004148078133,-1.1452123515564938,-0.005433200861277154,-0.9696406428314795,0.5836677199177635,-1.8667070725878738,0.07189402772379842,ir8000126.trees
0,10001.0,250,53,-1.4371056399006086,-0.8969703402437365,-0.5510084245875928,-0.29466919344517234,1.1311076790601333,-1.703085065671491,-1.2375817692579623,0.05694822299952498,ir8000127.trees
0,10001.0,250,55,-0.62901088446582,0.9625230049951544,-0.5309261544169706,-0.006209120061179185,-0.4309681245757451,0.24621976459961134,-0.625206031821149,0.04844303901824307,ir8000128.trees
0,10001.0,250,42,-0.6702259814471058,0.4608151284522734,-1.0785028455219074,-0.024069253293381533,-0.8057926698705207,0.4215528794037555,-1.1829200718498531,0.05876408861251457,ir8000129.trees
0,10001.0,250,59,0.32382074037504205,-1.109134321132358,0.12038803566256223,0.004480782076311097,0.08091705452130536,-0.034773728861432665,-0.4552554481459673,0.048267262598782223,ir8000130.trees
0,10001.0,250,75,0.8103772413973922,-0.07085556480438307,0.4916908982177752,0.02092905566290369,0.31675142446307364,-0.12245316017465863,-0.8858249738786422,0.054084372681341204,ir8000131.trees
0,10001.0,250,71,1.2628245711939938,0.34597443859772364,0.8301777779813518,0.10297803613860097,0.15174202284252078,0.2670293420215384,-0.6481708627933388,0.0455045990413266,ir8000132.trees
0,10001.0,250,64,-0.23519154394174613,0.14263615365948998,-0.009143029064488217,-0.0738353379163748,0.40522303520275826,-0.5074291070188255,-0.7244092847658155,0.048805976594550236,ir8000133.trees
0,10001.0,250,68,-0.20801902168653802,-1.0969315307385548,0.0415656417950276,-0.1623334125975469,0.9512444893705074,-1.1563058000159157,-1.0216717453821103,0.04905428164269984,ir8000134.trees
0,10001.0,250,54,-0.5422442977275603,1.6888461716150633,-0.6867224849612354,0.06992950200994741,-0.9848452876269439,0.8492548358783137,-1.1092905426958215,0.0543010752688172,ir8000135.trees
0,10001.0,250,48,-0.6993086022651566,1.1452503483721128,-0.4638836451417043,-0.054857562834701695,-0.10758928150189602,-0.11724838400769194,-2.7675866443273347,0.08140627024225935,ir8000136.trees
0,10001.0,250,52,-1.3605965281710377,2.1998593561073205,-1.0092867807578216,-0.27715534545270404,0.6314160279707122,-1.3313275831900546,-3.1768418757532397,0.10768522117142405,ir8000137.trees
