#/home/enes/bim/BIM.py trees/ir3100040.trees,trees/ir3100041.trees,trees/ir3100042.trees,trees/ir3100043.trees,trees/ir3100044.trees,trees/ir3100045.trees,trees/ir3100046.trees,trees/ir3100047.trees,trees/ir3100048.trees,trees/ir3100049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/947608417.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,TajD,FayH,bsfs,FerL,ZngE,btree,Colless,path
0,100001.0,50,477,-0.43560906189089,-0.0024081096078373537,0.019388741464466938,0.1133896584673567,0.1653291655942792,-0.14621104232074006,-0.09442848926824529,0.12375965423763478,ir3100040.trees
0,100001.0,50,489,-0.11173616550067952,0.10670375284479146,-0.05039874369016787,-0.25829469790277104,-0.4891509751606593,0.4841171178070296,-0.06353753959030455,0.13608300463042358,ir3100041.trees
0,100001.0,50,405,-0.32964651963371244,0.18330735930166106,0.06936139627181889,0.8786456643118828,0.476961347388585,-0.32343310362306904,0.6657387830253804,0.10526603498542278,ir3100042.trees
0,100001.0,50,511,0.15739509448647446,-0.14562871983186088,0.011172992323962046,-0.0766990228569144,0.18047481179617095,-0.2336247803437431,-0.24193680819644806,0.12853717876039308,ir3100043.trees
0,100001.0,50,441,1.108064310976566,-0.48534151202880943,0.018086439014825217,-0.556473378737967,0.43880253807980685,-0.6354958158665712,-1.0174243243535992,0.15753475303164743,ir3100044.trees
0,100001.0,50,441,-0.773274038762144,0.39543199293049663,0.05509395796429613,0.7330479898915941,0.23214902612131713,0.000816192685024023,0.08072678471384463,0.12551578008252479,ir3100045.trees
0,100001.0,50,453,-0.21865085921663063,0.12743842022470872,0.04728198581300618,0.6183964940930055,0.32428831914224676,-0.21844546559871397,-0.30356612667256155,0.1385681465568683,ir3100046.trees
0,100001.0,50,401,-0.5954874123152941,0.1872367206841423,0.0008085110282590894,0.39960021695802395,-0.10345743700386938,0.1873388730270834,-0.07073530034561977,0.12485957685826618,ir3100047.trees
0,100001.0,50,491,0.11683140137253407,0.4305815025558351,0.015403875159968454,0.5499924112038622,-0.12373431412353107,0.3312336068087611,0.5536128384137761,0.11882422460509628,ir3100048.trees
0,100001.0,50,435,0.04482654215777289,0.457557444079253,0.030842360966282515,0.6024826238993133,-0.009280677857640066,0.24454610540797747,-0.18804039472210993,0.1456136621315193,ir3100049.trees
