#/home/enes/bim/BIM.py trees/r8000068.trees,trees/r8000069.trees,trees/r8000070.trees,trees/r8000071.trees,trees/r8000072.trees,trees/r8000073.trees,trees/r8000074.trees,trees/r8000075.trees,trees/r8000076.trees,trees/r8000077.trees,trees/r8000078.trees,trees/r8000079.trees,trees/r8000080.trees,trees/r8000081.trees,trees/r8000082.trees,trees/r8000083.trees,trees/r8000084.trees 250 --stats=all --eta=etas/BC.json --out=outs/854331348.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,FerL,FayH,ZngE,bsfs,FulD,TajD,Colless,btree,path
0,2501.0,250,18,0.733943963748205,0.0691673690988781,-0.8651004396877244,7.942844380620404e-07,-1.6858798410735367,-0.6766973171073122,0.035982640238372846,-1.8250996439221023,r8000068.trees
0,2501.0,250,24,0.7449420910843967,0.12864133830249563,-0.5791128788066424,1.0112778775106381,-0.6332035598380017,0.042006799329734806,0.04144966964632725,0.20814090465173957,r8000069.trees
0,2501.0,250,11,0.06244127962325445,0.049514257190206405,0.09027738515963944,0.339774648369171,1.5338211835684221,0.3516139435300454,0.025937081659973226,1.137993009119705,r8000070.trees
0,2501.0,250,15,1.102343361231599,0.14217514757561522,-1.157645967844196,-3.1232848154354443e-06,0.5430819992150967,-0.6839195320853287,0.037472470527270374,0.1314531030786052,r8000071.trees
0,2501.0,250,25,-0.8506418722442979,-0.06105130404139575,1.0690611538334809,0.43718480742839494,-2.682196731888612,0.9214213588772644,0.02999093146780671,0.5681256293060885,r8000072.trees
0,2501.0,250,6,0.9285532145094716,0.0711257315803912,-1.2573678925464942,-0.7526801152359757,2.0301464234706033,-1.364143098986747,0.033301665443134544,-0.24229601897349184,r8000073.trees
0,2501.0,250,11,1.1455015619240552,0.05240672503159765,-1.622400121555264,-1.1665622927291273,0.2523487190495646,-1.785696854160009,0.040112061147817075,-0.1496336699078609,r8000074.trees
0,2501.0,250,18,-0.8787124478528527,-0.06486302814351944,1.1156347273022744,0.20005081300804894,-1.6858798410735365,1.0042368167414957,0.036128384505765,0.14166139123575844,r8000075.trees
0,2501.0,250,17,0.7387307928031172,0.0977170750132946,-0.7517498471378435,2.7626589002131874e-06,0.1933801796093993,-0.3942887321460014,0.03372846223604094,0.08225579203853636,r8000076.trees
0,2501.0,250,21,-1.0225670199587176,-0.17922777439281967,0.8066948173868711,-0.7975472409614068,3.4625082711692303,-0.027697565986227374,0.03374789480502656,0.25973374904215357,r8000077.trees
0,2501.0,250,26,0.879725558407826,0.06093660489771989,-1.1141878120126105,-0.42901086853313786,0.4670334705804735,-0.9704679749472842,0.0338234659066373,0.3801384637911843,r8000078.trees
0,2501.0,250,25,-2.157203990252783,-0.3313563563660559,1.860432444542985,-0.1660573667552332,-1.3731398345812673,0.3135563199444754,0.04493961509118913,-0.4601174913175765,r8000079.trees
0,2501.0,250,18,-1.287574262903865,-0.37601859663244264,0.38393457903468453,-1.6486732633089571,0.9071258047630174,-1.5666362936226967,0.040198428121086496,-0.9716642990119815,r8000080.trees
0,2501.0,250,11,1.0377680802035965,0.17130598002653852,-0.9955109863222968,0.36202015509337543,-2.3105962099881507,-0.4262449889086623,0.03852830677548905,0.1378542140312362,r8000081.trees
0,2501.0,250,7,-1.2945768497940309,-0.33190391855120654,0.9855080367575205,-1.013002556738139,-0.26412781878448416,-0.1062818130529967,0.05658764088612515,-1.2973698163770186,r8000082.trees
0,2501.0,250,8,0.349684997861201,-0.03069303408461202,-0.6594921631890638,-0.7798774915735307,1.1205475573559283,-0.9803047068981164,0.03722416547912078,-1.951034671628772,r8000083.trees
0,2501.0,250,16,0.4621877168659132,0.026952140881911744,-0.6217802787739857,-0.41283960463531294,1.3114872764575405,-0.618955103196921,0.034751910869283587,0.20303261573074707,r8000084.trees
