start,end,N,SS,ZngE,FulD,TajD,bsfs,FerL,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,34,0.09668684616067548,5.209948498852014,-1.2740162462493196,-2.017990787875008,-0.7992611494616891,-0.23192646355406574,-1.2583816696383372,0.0519865385294845,9050000,0.06506024096385543,-1.9707551365845053
0,10001.0,250,64,0.187164094372286,-0.9774888166508426,-1.6343049076752243,-1.8205309408973172,-1.1250228048716209,-0.2907712672426629,-1.5485166131237946,0.06812869758604308,9050001,0.06614476338533859,-1.5964307098548214
0,10001.0,250,72,0.6936165032376063,1.553877177634552,-1.6487606821663583,-2.1498492925693844,-1.7636437536214522,-0.3799500153557369,-1.716889956920825,0.0684596003591675,9050002,0.06629495650094172,-1.7244674193534724
0,10001.0,250,55,0.2781717957226067,1.930010986985256,-1.7197525917888383,-2.1297083510845147,-1.280007437124972,-0.3245247269828008,-2.017638029896139,0.07706280944253872,9050003,0.05354077600725482,-0.8232905533967867
0,10001.0,250,70,2.091705710774292,-0.37950862974468097,-0.24558804716169896,-1.00683943131121,-2.726826943734631,-0.4086157569743637,-1.8217038651568611,0.0724570924078632,9050004,0.08389317639220475,-2.59985003770609
0,10001.0,250,78,1.2290909282876692,-0.6474932795033654,0.27935726499016805,-0.0729644344773209,-1.368847568372003,-0.17182531369977028,-0.4653916708902196,0.046765753139635775,9050005,0.07539620848987348,-1.9724766663765507
0,10001.0,250,53,0.2729261532913877,1.4392698151487258,-1.6558261786700117,-1.0810900162971682,-1.237618213417753,-0.3144307698362543,-1.4693592313262307,0.05839657441310232,9050006,0.06937427127866304,-1.9174077976854151
0,10001.0,250,59,0.3570156682534775,1.3078986704195839,-1.4767077680845566,-2.2533005228139094,-1.2475308712563529,-0.2982964572916059,-1.44400463074755,0.060988963534630077,9050007,0.05217182092425,-0.7421078461926709
0,10001.0,250,76,1.2828579605395145,-0.3472595097849327,0.8263238165255764,0.44191709049616573,-1.1353324403043474,-0.0965727070447051,-0.15599122177113994,0.03505345073285356,9050008,0.06480761756704237,-1.5046736211165062
0,10001.0,250,87,2.057696923643741,-1.102514374325225,-1.0490315212224268,-1.2817218914889692,-3.125779959687522,-0.5189216484540711,-1.9291013709180127,0.07064112529522558,9050009,0.055951404183040405,-1.3050560284664552
0,10001.0,250,62,-0.2636604567791423,0.5299740207269263,0.22003000351381435,0.972107995034034,0.4470640814025296,0.08199567255882911,-0.1458334632842165,0.03705910228349732,9050010,0.049313880833507726,-0.8060132466496314
0,10001.0,250,53,1.1498657451971552,-0.5632217466162424,1.2163954531070396,1.549232891096133,-0.7669475574735115,-0.01569412517273369,0.3300124654844948,0.032899928158381324,9050011,0.06599516344949691,-1.6805627764913535
0,10001.0,250,55,0.7513099505456673,-0.6499569649883468,0.2813182138204378,-0.12865170678117274,-0.7794315886079609,-0.09179990903848656,-0.7239962874757495,0.05383901196182581,9050012,0.055162585827179686,-1.330091498034707
0,10001.0,250,57,-0.7545905095115643,-0.10708012700926088,-0.4636639830660482,0.28591010392135713,0.683869597360381,0.06296688291598902,-0.10687582706371704,0.04185657586357159,9050013,0.0685784613106805,-1.7473671634710997
0,10001.0,250,67,0.5453698662625324,1.0777721508920624,-0.2781902667216469,-0.5550071510113985,-0.8282556343506107,-0.14061886899756093,0.07769217884239463,0.035577304329733404,9050014,0.04931886354350405,-0.6029633319327833
0,10001.0,250,67,-0.2583445564269614,2.1508204330653147,-1.8181826194434951,-2.630092013811188,-0.6746381826388658,-0.23944031794426435,-1.226138510902102,0.05658203870407524,9050015,0.0699942627653471,-1.5904403575294288
0,10001.0,250,55,-1.3250517360879066,3.219994962972057,-1.757498869897432,-2.0410596030218966,0.6890158492811153,-0.03902073803466196,-1.7129648687268355,0.07090426221013084,9050016,0.0911954268687654,-2.5014513277200807
0,10001.0,250,39,-0.2888087766495638,1.151833877347947,-1.2424144824445411,-1.4034873669057548,-0.3069731342692093,-0.14935061375064745,-1.7303271329345942,0.05745802805007365,9050017,0.06473821553495086,-1.8040713593272155
0,10001.0,250,58,-0.4505693066113393,-0.1556806833622326,-0.42272191062163217,0.21123033672134695,0.3287572909303439,0.014351856607742285,-1.2248739823396249,0.05525536067265943,9050018,0.050764347713434375,-0.8865132595019452
0,10001.0,250,53,-0.22767973674038075,0.10427544063874776,-0.8446964641334063,-0.7037342122393607,-0.1759316651744934,-0.09337661811288066,-0.4167801858731727,0.04570334122413408,9050019,0.054494475598245516,-0.9686951082544504
0,10001.0,250,43,1.0579536881988525,1.1934765046723068,-1.4800596731906417,-1.7507328044282344,-2.11183653174682,-0.44001736296874056,-1.3570591336071132,0.05573301269594506,9050020,0.05383284289230656,-0.8772046968008912
0,10001.0,250,80,0.05730942921532412,-0.7065563822737388,-0.926613478872357,-1.075421834963067,-0.5806640432468033,-0.1538204674961678,-0.4506898539292496,0.040925271915150094,9050021,0.05879566653711621,-1.5131365111087287
