start,end,N,SS,FulD,FayH,ZngE,TajD,bsfs,FerL,Colless,btree,path,iColless,ibtree
0,50001.0,250,216,2.4871219234395943,-0.1406243743324806,-0.3906070095993972,-1.3712067889287731,-2.145575253640742,-0.286544407031907,0.06611167738513395,-1.2464295926145723,9110000,0.10151842073522123,-2.6443895029665234
0,50001.0,250,234,1.7405444158878045,-0.28132625893703683,0.4188613113823835,-1.4255714557010375,-2.2314353770877964,-1.3168890051308977,0.07934066013156565,-2.3058190748944103,9110001,0.07543899939935696,-2.1430523748168246
0,50001.0,250,281,1.2052636691536665,-0.2392273802589949,0.4763060528519393,-1.0870671143953838,-1.6191550708696074,-1.1988077351168764,0.06792222654057088,-1.5568216755606081,9110002,0.07323251952089885,-1.9966096988585216
0,50001.0,250,294,0.37326157779917096,-0.1849095155964612,0.3940055723314864,-0.8130825578061445,-1.5845850521857932,-0.943389333629556,0.055952843632594916,-1.045556894096213,9110003,0.08838841317402805,-2.4954381374747783
0,50001.0,250,275,1.229993623093155,-0.1271870360174757,-0.280041695193772,-1.1628198149464366,-1.6657403111040658,-0.3080946360166201,0.0531558270578869,-1.071039719980884,9110004,0.0821255887232593,-2.338915535906956
0,50001.0,250,225,1.0963510257636704,-0.2277851205295296,0.021837065425081487,-1.5018978303896933,-1.9770372194671961,-0.8693376170905538,0.05138789453228875,-0.9591404480395712,9110005,0.06709530429409948,-1.7201386123638345
0,50001.0,250,221,0.9163984548917355,-0.11004493052712176,0.3208645588802044,-0.3837531939269541,-0.322716876153792,-0.6112467353432035,0.057742893030748525,-0.8590518311894852,9110006,0.0719235691544281,-1.7441386464819686
0,50001.0,250,286,0.93232464826286,-0.0496565219112511,-0.25698444871966875,-0.6161463779429108,-0.8012854308871479,-0.029414311997601705,0.06157341057779502,-1.4095702982818827,9110007,0.0659087964762275,-1.7768145115475762
0,50001.0,250,306,-0.19511700091939474,0.042221619575498685,0.14995462586918545,0.44889550022421504,1.1499684988897807,0.06759073347766376,0.03797657163655721,-0.06184712127823225,9110008,0.039882540916353584,-0.10573569757764692
0,50001.0,250,291,2.031773304383753,-0.3395994453623583,0.7505456576170368,-1.4632586647235335,-2.871428646098815,-1.7488696719850392,0.05898889380979783,-1.3130513778464863,9110009,0.08927038800362744,-2.386703601321586
0,50001.0,250,305,1.115929734784896,0.012837160826339,-0.4669524981892158,-0.4254019424670074,-0.4886243028234011,0.3366820514722199,0.04831700072178114,-0.7355226448356869,9110010,0.05713022869466481,-1.2570809922625492
0,50001.0,250,251,0.8901053404192343,-0.006690681831524716,-0.4337123325265919,-0.5214532199314601,-0.6245552962514582,0.2423757179359394,0.04763138575808611,-0.6877513080555511,9110011,0.055329234827874565,-1.0381792393170477
0,50001.0,250,307,-0.14300544406849466,-0.1241883049295831,1.1665546200218702,0.44186608400060495,-0.7619643540210606,-1.1904129489597584,0.043842994438926544,-0.6692257892542395,9110012,0.05873967333353265,-1.520498059228257
0,50001.0,250,302,-0.34437886497336795,-0.29031727175575395,0.7468422526027962,-1.1370700590038962,-1.727896453821263,-1.5610146012295196,0.058485555123720674,-1.1324674226746143,9110013,0.07854806322062442,-2.117034213063874
0,50001.0,250,275,1.7103788531274486,-0.13488332158939034,-0.3342837833397911,-1.2741170525444678,-1.4324957887156045,-0.3037296866285298,0.06501009524162041,-1.625799819218291,9110014,0.08892658920912849,-2.786450679058852
0,50001.0,250,266,0.3827848555955317,-0.00431851182607428,-0.1166731372835766,-0.15712907860783126,0.15074090140969512,0.05566891000774343,0.04355802687508988,-0.3641374360296464,9110015,0.051417895691424464,-0.9918662203009946
0,50001.0,250,276,0.3938186666193307,-0.15239764574995027,0.4989757146305396,-0.4774975286479071,-0.5739317638925606,-0.884042999353452,0.052982121032266113,-0.7489939676562795,9110016,0.0778726786305488,-2.1111320844300847
0,50001.0,250,326,-0.025346739773174545,-0.0394456596031672,-0.3193150069935816,-0.6158887167352605,-0.9070118461935552,0.04714220152526357,0.03735246284677881,-0.3082341422978993,9110017,0.04537035472417955,-0.7492666648927035
0,50001.0,250,258,0.4171942524343027,-0.2862425971082523,0.5062113363036396,-1.3669855643122324,-2.2273395637273903,-1.3925162741029478,0.0571262232249217,-1.2146023381035376,9110018,0.0771734179172465,-1.8079244994824055
0,50001.0,250,229,0.5308832571183338,0.06129309510519443,-0.6215475469797348,-0.2729699206940429,0.59748351997108,0.6140031227301762,0.032495662183371216,0.31680280425102075,9110019,0.04021167759994032,-0.24019845728942366
0,50001.0,250,307,0.34962874122012016,-0.04905127430098776,-0.922787760786606,-1.3420968355664171,-1.6730849878636198,0.38317454416845736,0.048657533359243416,-0.7306489365949813,9110020,0.05496261306599433,-0.9587278738668809
0,50001.0,250,291,0.4738820869683647,-0.18204806104501836,0.1375672320257096,-1.0748140268625723,-1.3248998780765922,-0.7741862484995401,0.050497137138852594,-1.0168915959569522,9110021,0.08620389878699862,-2.2224922177496382
0,50001.0,250,224,1.7024598147173264,-0.4111416759128699,0.7261582457802447,-1.954904223247776,-3.3081959575512796,-1.992703019209964,0.07195412474269842,-1.7953861262260262,9110022,0.09542758849016136,-3.0860087088849313
0,50001.0,250,218,1.4021311251695607,-0.27469623904450635,0.4982303177744266,-1.2904227407427389,-1.9107974615379903,-1.3384985387040302,0.06907264116747205,-1.4849456467587565,9110023,0.0643576923211591,-1.423794336464355
0,50001.0,250,309,0.08259387187289333,-0.09409416109444192,1.2186853192006564,0.7016546132562214,0.2091722435369016,-1.108506960904152,0.04155216692195727,-0.2992183064771144,9110024,0.05196437113217135,-0.9190336921509406
0,50001.0,250,336,-0.06061088239359257,0.00023441683314953725,0.6375472249457725,0.6998182365520617,0.6274787952803522,-0.3922873785177892,0.031343114393056086,0.3271518046837268,9110025,0.04906386297879691,-0.7462048209875237
0,50001.0,250,314,-0.028289088151378167,0.03673604905361207,0.2343943155849857,0.504530367668437,0.4580929762192214,-0.0051935350654510075,0.03689223394819973,0.023100847216736633,9110026,0.04521348710671645,-0.5161154105083541
0,50001.0,250,263,0.35063245868564963,-0.06434831300998717,-0.050451756223054194,-0.4878529292128347,-0.6276671203025649,-0.2118431954514088,0.043895774255924544,-0.3528793268417379,9110027,0.07712885592549408,-2.240096188849782
0,50001.0,250,250,1.3581435652242468,0.09046943660103902,-0.2291248895536625,0.3556405353228144,1.3307549404216272,0.4824530488830216,0.03614482744875284,-0.043203309869683085,9110028,0.049655196468255135,-0.8540042042329653
0,50001.0,250,217,2.375117287511048,-0.2077695772556194,-0.3926022319642849,-1.822911486706849,-3.1128920025642324,-0.537372117538846,0.06669458919297612,-1.5117070490296685,9110029,0.07478889163692895,-2.135225878533061
0,50001.0,250,239,0.8525841124062307,-0.15697410611779206,-0.2048140368589135,-1.2781063735885176,-1.6096556885386382,-0.46459247998613,0.0634382593914269,-1.4254695605279806,9110030,0.08402343866782268,-2.507645876938016
0,50001.0,250,306,0.4844356838641859,-0.04483955792511244,-0.4255901758327482,-0.7686942012235305,-0.8936563856899262,0.09249349417803857,0.052717570031988986,-0.7902851313810564,9110031,0.06593038821954485,-1.4156129074039834
0,50001.0,250,311,0.3053341060508439,0.028839055189572926,-0.2999726060741827,-0.13439647138061306,0.3049426291082984,0.2944029445997923,0.03009982525989148,0.28602128830797185,9110032,0.0448007527282392,-0.6246907155633943
0,50001.0,250,291,1.7721247681478554,-0.0995379607300982,-0.045446877204737016,-0.7200194221917017,-1.7621095274358252,-0.3488689498592661,0.05103711354476678,-0.7083968334860729,9110033,0.062409672203686976,-1.5556344008983791
0,50001.0,250,298,0.2633410919413085,-0.20757009141241908,1.0081855422550106,-0.2925965197131417,-0.5962405139198598,-1.4083278500624006,0.06827865143772004,-1.8286193480897923,9110034,0.09989959839357436,-2.952199209975048
0,50001.0,250,327,-0.4976794053872144,-0.04364467520994775,-0.05527330328514452,-0.35496309696305617,0.016742814792302604,-0.13165825303846376,0.04419585570915639,-0.6679070771008866,9110035,0.05473746839208685,-1.1258373725786062
0,50001.0,250,288,0.051944759112060465,-0.1868651874798298,0.1642780976199667,-1.0777033316489866,-1.8335345255170592,-0.8087087995854491,0.0534218987386496,-0.7678710889012932,9110036,0.08795378342237188,-2.505640541805916
0,50001.0,250,242,1.5042362440757182,0.024331349214209888,-0.8767898413660942,-0.8005491291713619,-0.6000533864870203,0.6326626819099345,0.05276567503744463,-0.6223348074898153,9110037,0.0613426121503311,-1.3671090431653972
0,50001.0,250,273,0.5703062083396312,-0.299638258352284,1.327633664554944,-0.5579038999127077,-0.9865582595834608,-1.9516357357311869,0.061530042340380474,-1.1750652115047429,9110038,0.08750040484518717,-2.3185815037998188
0,50001.0,250,241,1.6794199451561198,-0.3010202346533272,0.6012514113321811,-1.3585430804681526,-2.3901069193650946,-1.504588036133727,0.06740567890709558,-1.9011561544739328,9110039,0.09321976684566526,-2.7720938816070992
0,50001.0,250,223,0.627792344472533,-0.13643934934683527,-0.1885339777028694,-1.1212930821962013,-1.7435417857427322,-0.3961357238021907,0.05197564451353806,-0.8054516946124722,9110040,0.08412583844264485,-2.346214361657955
0,50001.0,250,276,1.2144015299456543,-0.3151112147119711,0.7029183630759961,-1.3481743942947222,-2.2792443963317672,-1.6250853885166003,0.05064820421972964,-0.9144957166367969,9110041,0.07863874854255731,-2.3033549247848777
0,50001.0,250,297,0.6563678883720646,-0.02721432850694957,-0.056410527486616076,-0.24515158618178576,-0.4999256397939722,-0.06830768980732795,0.04549466999147996,-0.6062259508300482,9110042,0.06531363051930232,-1.90637315876997
0,50001.0,250,300,0.8709036840141131,-0.34855309003298823,0.8192123634327816,-1.4497400792249615,-2.4772485110501017,-1.8261573815800816,0.06980648829975915,-1.7549386950595849,9110043,0.10298437150360973,-2.7952456805755066
0,50001.0,250,342,-0.33545534567509666,-0.022013273948775572,0.2292814254973861,0.10247009403375572,-0.028376068870624837,-0.2250810657273216,0.04182357153111135,-0.3101736700377791,9110044,0.04854572999040272,-0.7385200192481585
0,50001.0,250,260,0.31775103115154185,-0.0625379529792666,-0.2850518603666777,-0.733249881543922,-0.7032725314187636,-0.06018693512153814,0.05283600485753686,-1.0693883895879,9110045,0.05249620181606192,-1.0206254730915716
0,50001.0,250,265,0.3958708289007688,-0.20582210336345086,0.5815538047075199,-0.7448835803693773,-1.1993978481070011,-1.1361113262839997,0.05276099701027725,-0.9086828100660412,9110046,0.06398918767748928,-1.4675027790319648
0,50001.0,250,286,2.120845239326028,-0.2568662066221458,0.3383804494829116,-1.357704734554156,-2.231633338549995,-1.1809115884972048,0.06309012834951766,-1.5377476798134242,9110047,0.0914885347842985,-2.4747658180204515
0,50001.0,250,329,0.34922676737910985,-0.21986095058204505,1.2209413318450573,-0.14580845764040404,-0.48707997662589,-1.5880576090962593,0.05247826274710808,-0.6472443020065366,9110048,0.07485297622189274,-2.2229803036980846
0,50001.0,250,297,0.14740093209777047,0.008703413695716616,-0.04988640565950827,0.003915175352442296,0.15619060817960873,0.06374443164126041,0.033509007432153695,0.23317699331691644,9110049,0.0420985650381412,-0.3750502806862901
0,50001.0,250,279,0.1534062035288875,0.02300993488781536,-0.05433479437446628,0.09518395274420292,0.5558049778063513,0.12054664773208645,0.04541611145040992,-0.6178539754011112,9110050,0.05713091158096986,-1.2606915265871408
0,50001.0,250,255,0.6061885947769406,-0.0502489075791797,-0.22424767385160768,-0.5838331078396362,-0.659803881003557,-0.05120019022572117,0.04575486697523232,-0.5510534155122339,9110051,0.05479066804853825,-0.9336840182446776
0,50001.0,250,283,0.1742459394840942,0.06334402707835063,-0.08173626598919354,0.3365996859069153,0.4352294383732805,0.2900943595631124,0.03185174716461153,0.1380447712677155,9110052,0.04248985188064085,-0.467377788853906
0,50001.0,250,298,0.13651981700648524,-0.0669003519951471,0.3776463301621145,-0.036511259664428836,-0.16198665518745795,-0.4864173972022817,0.04840163815234606,-0.7103803479263227,9110053,0.05479845649880631,-1.0733171948111084
0,50001.0,250,327,1.8748060904478556,-0.1557659606918304,0.1014955685629355,-0.9395580243705268,-2.054288734050768,-0.6541388884049147,0.04254691577369386,-0.7121073314507065,9110054,0.051821888572967566,-1.238072900249571
0,50001.0,250,240,1.5422526403871932,0.04932074847421385,-0.022535117139777648,0.306082164737911,1.9151540998046197,0.19961310337982627,0.04062831973053504,-0.4210116895708413,9110055,0.05729788928713661,-1.4746133258875869
0,50001.0,250,344,0.529125449430302,-0.09820087273785624,-0.006543885696223123,-0.6701000302400331,-0.7513937491305172,-0.3693352043325092,0.05488476328603165,-0.8507227525610188,9110056,0.0664786434316166,-1.5297136439242087
