#/home/enes/bim/BIM.py trees/r3090040.trees,trees/r3090041.trees,trees/r3090042.trees,trees/r3090043.trees,trees/r3090044.trees,trees/r3090045.trees,trees/r3090046.trees,trees/r3090047.trees,trees/r3090048.trees,trees/r3090049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/186149853.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,FulD,TajD,FayH,ZngE,FerL,Colless,btree,path
0,100001.0,50,302,-1.5765316893619177,0.189696305828344,-0.7404983561940515,-0.11195079037609902,0.06058057783202745,-0.5040357704703481,0.1819090136054421,-0.47822506198935094,r3090040.trees
0,100001.0,50,488,-0.7668774058359225,0.04667068482959534,0.11392078887075378,-0.12969061098444135,1.0795345559166851,-1.1639236228738108,0.15389107450208997,-0.3078221079831083,r3090041.trees
0,100001.0,50,440,-0.6642876901482387,0.4446271060968007,-0.3703543043219147,-0.03165804696356216,-0.1483957962504864,-0.049026036156830086,0.14639508653202216,-0.4867487857368015,r3090042.trees
0,100001.0,50,392,-1.9812179868106643,1.0527121670538095,-0.9113821431597092,-0.08338167570479364,-0.32475460603210055,-0.1661302915900598,0.20203109815354703,-1.0000512611418666,r3090043.trees
0,100001.0,50,366,-0.3209789103248664,-0.8631257129049171,-0.23516222224080136,-0.051559248405286355,0.137833495960565,-0.2956699643753207,0.1338863359913502,-0.2859162034544596,r3090044.trees
0,100001.0,50,408,0.09163688219416286,-0.38773478144577184,0.4026510438259551,-0.04686621035468028,0.7622762940383903,-0.6324548581123085,0.10771683673469379,0.3832286801630206,r3090045.trees
0,100001.0,50,542,-0.9642384148534543,0.09671355497015968,-0.2633127426232383,-0.14262107849076278,0.7865406937805726,-1.0522584512090114,0.16245545837382563,-0.8733943238575518,r3090046.trees
0,100001.0,50,469,-1.3441850031146019,0.1819991640645809,-0.5286646150594221,-0.13453961762285388,0.4503092316414238,-0.8253432472954106,0.14796358958091013,-0.881513985853457,r3090047.trees
0,100001.0,50,324,-0.561702439567854,-0.6394269040647631,-0.2608870055660106,-0.11150088118772934,0.5517701015001485,-0.783172862055749,0.15505226480836226,-0.48975253484735315,r3090048.trees
0,100001.0,50,424,-0.8262936082292138,0.7602083418798972,-0.4188857937808319,-0.07305943706155986,0.10775093128279942,-0.3697408746634697,0.1318750904617166,-0.4021302558555175,r3090049.trees
