#/home/enes/bim/BIM.py trees/ir8020234.trees,trees/ir8020235.trees,trees/ir8020236.trees,trees/ir8020237.trees,trees/ir8020238.trees,trees/ir8020239.trees,trees/ir8020240.trees,trees/ir8020241.trees,trees/ir8020242.trees,trees/ir8020243.trees,trees/ir8020244.trees,trees/ir8020245.trees,trees/ir8020246.trees,trees/ir8020247.trees,trees/ir8020248.trees,trees/ir8020249.trees 250 --stats=all --eta=etas/BC.json --out=outs/502034465.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FerL,FulD,bsfs,ZngE,FayH,btree,Colless,path
0,10001.0,250,66,1.5905955555694269,-0.20360123363464877,0.5935350457327743,4.082676802408582,0.865972490204301,0.0957095185234789,-0.9693966839727511,0.04640425501288307,ir8020234.trees
0,10001.0,250,71,1.7476805474369006,-0.5397562588640674,-0.9241748137085982,0.6605423338723168,1.2086395588015446,0.05964666701274768,-1.4778767977331673,0.058532517165435935,ir8020235.trees
0,10001.0,250,65,0.712096603684316,0.602539645805308,-1.00863923187772,2.6628578630950197,-0.17201833897733143,0.14268191928287444,-1.110916987830859,0.04784946236559139,ir8020236.trees
0,10001.0,250,69,0.9726541961517956,0.1358003363429114,-0.34190496782024987,2.007204626625569,0.3202412895325376,0.09559831090607133,-0.4805531134535325,0.04198298570626593,ir8020237.trees
0,10001.0,250,83,1.6694742807162868,-0.19186769386981548,-1.6667313073792043,1.5576358845396594,0.8972869554404582,0.10229115871688094,-0.2795097495879106,0.03922140173597616,ir8020238.trees
0,10001.0,250,74,2.1771366699088524,-0.6098116506761089,-1.253265093762514,4.875959053677133,1.4566269735548512,0.08311437810877675,-0.42703545877967686,0.0407241870708641,ir8020239.trees
0,10001.0,250,84,0.7841659370386082,0.4026419953348233,-1.9000875425877362,2.781308878432836,0.023633441448007556,0.11724934088815785,-0.17046825219838838,0.03999018143882832,ir8020240.trees
0,10001.0,250,56,1.820916064451407,-0.5147905663655267,-0.05686878543961886,3.445528201282505,1.2130753219166386,0.06954670288023114,-1.0873803142706844,0.05054627110592909,ir8020241.trees
0,10001.0,250,81,1.4930089117577463,0.10088229034451651,-1.4079250326216999,0.9615294779685657,0.5818982433932212,0.12998812217988642,-0.7750866357724422,0.04645895409595371,ir8020242.trees
0,10001.0,250,67,0.8874332090164476,0.2516883034176066,-0.2635382018245023,1.255313735339604,0.18869186802755028,0.10573943736472674,-0.1816535693020104,0.040811093837716465,ir8020243.trees
0,10001.0,250,64,1.5213165568756728,-0.41841350072818423,0.14263615365948942,1.625829647598211,1.0078586534978815,0.05948192955550164,-1.4148473069574612,0.05513631587281024,ir8020244.trees
0,10001.0,250,89,1.4925110609179992,-0.26117436505995284,-0.5308855410038842,1.270549628787628,0.8760600931776877,0.07860705906284016,-0.30177786669952295,0.039436337726271656,ir8020245.trees
0,10001.0,250,76,2.131091113236835,-0.6204739166860532,-0.8237285078272152,2.37737026615939,1.4457553557229883,0.07794878774862452,-1.4560862731623259,0.059183739566561165,ir8020246.trees
0,10001.0,250,55,1.3789754222388293,0.09037942291635995,-0.9724529589850468,1.7373749613773926,0.531192919285059,0.12307327610898713,-0.9823901739821391,0.05067852053374789,ir8020247.trees
0,10001.0,250,65,1.7908130183521773,0.25547208297674595,-0.7326443908444591,2.711136749902721,0.5835583689282188,0.17758532200391386,-0.7872554828210987,0.04597961739430842,ir8020248.trees
0,10001.0,250,87,0.12336944810984166,0.3184989835172073,-1.1025143743252253,0.37469119049236976,-0.20232923601687308,0.05414785754735288,-0.6249050385084602,0.0465160891705781,ir8020249.trees
