start,end,N,SS,TajD,bsfs,FulD,ZngE,FerL,FayH,Colless,btree,path,iColless,ibtree
0,100001,50,344,-0.10989999472688483,0.07236638489681095,-0.6646678628328169,0.27994934408642896,-0.38414115628779977,-0.053368705780926035,0.13292387018501664,-0.1214663885963312,3120000,0.15731292517006798,-0.765244899605229
0,100001,50,424,-0.2596142621292773,-0.6350706380099573,0.09645813611625666,0.5017936986235545,-0.7253935738373919,-0.10408162253575322,0.1491880288700846,-0.5289480740875726,3120001,0.16971938775510215,-0.983003558553836
0,100001,50,435,0.4892503733659623,1.0984255688325115,-0.6022374307792098,0.2201271702569234,0.03725229386067348,0.03856653644110032,0.10766347355268624,0.985399013418574,3120002,0.1197318771258503,0.4322096058492331
0,100001,50,354,-0.15590104046557818,0.19561190164926065,0.01335016362699112,-0.21573406922926688,0.15448952013587836,0.0074615983500663655,0.114021501457726,0.4744537269742293,3120003,0.14145746794292938,-0.21179208980087674
0,100001,50,456,-0.059641043252442176,-0.5844622542967947,0.5410249326547252,0.3748998859008808,-0.4627638861211708,-0.058937243914580675,0.13757227891156462,-0.28821065855424033,3120004,0.15990230678737655,-0.9634199893074524
0,100001,50,449,-0.26810571729859073,-0.3734095591609896,-0.1252487702698383,-0.15383375628781604,0.017411291044147573,-0.016650780215386175,0.1167664892043773,0.22248401676669602,3120005,0.13285314125650252,-0.23595991270807326
0,100001,50,453,-0.3548862965833237,-0.13745327723223838,-0.18594046902176603,-0.2467399113666755,0.07220248365522769,-0.016220337557796224,0.132843030829353,-0.07319877734280532,3120006,0.14803953077293902,-0.30955403369584544
0,100001,50,483,-0.09047880632825726,-0.4168881412198075,0.08125663701869315,0.12227730267516945,-0.19281891816075825,-0.029116448093671945,0.1296768707482993,0.0958964555291907,3120007,0.12937861711848922,0.039711033083005255
0,100001,50,488,0.29528777299945186,0.2958856715347048,0.2896835976626881,0.4766875792366071,-0.3694373291776578,-0.023088858773745242,0.11436871399277405,0.19305739339200303,3120008,0.15679860653938996,-0.723523852249168
0,100001,50,388,-0.4936036923684105,-1.1029640934142284,0.6014088738940687,0.35469607497038136,-0.6953237971649165,-0.11699745822052547,0.12866300366300365,-0.07838314141553443,3120009,0.16234955520669805,-0.7427723332528489
