start,end,N,SS,ZngE,bsfs,FerL,TajD,FulD,FayH,btree,Colless,path,iColless,ibtree
0,100001.0,250,288,2.2472984690985736,3.8452220267812836,-1.2544321463851718,2.699567940550708,-0.4070986246622084,0.03482356983873861,0.059274985792422616,0.031638962799087164,8080000,0.05009026287478102,-0.9934564857767312
0,100001.0,250,351,1.8569846440569904,5.692820201180706,-0.995783523683196,2.2980598797754306,-0.4065708647192485,0.03926437714879756,0.2749334365134664,0.03227416362298846,8080001,0.04743829893874811,-0.8397434614974987
0,100001.0,250,329,2.0562269463795677,7.175212401942622,-1.0899572847609775,2.5688797976399464,-0.11092214753685543,0.046908242201208684,0.19910837521086705,0.029511718540486138,8080002,0.04409492809949474,-0.8631309578656257
0,100001.0,250,326,1.7083990423169153,6.984979668056289,-0.8842649082895722,2.172413130015898,0.20681532653787196,0.044599255515325655,0.02008804034727915,0.034455632616791576,8080003,0.052484460554528836,-1.3937135411928454
0,100001.0,250,364,1.9530192339778318,3.5944622811709035,-0.9590947825024152,2.572521494802023,-1.440197439043368,0.0644112914934811,0.4875417912798193,0.029622306017965,8080004,0.03850116286960438,-0.2357215512208318
0,100001.0,250,306,2.2823899863236177,5.731949564582673,-1.2568778773118212,2.7701700634720683,-1.2453347864940183,0.03979572620832739,0.3333710183182824,0.029405010069603933,8080005,0.053867081228138367,-1.252974470388907
0,100001.0,250,328,1.6887898887672992,6.284994343945298,-0.8007506870578864,2.2776464146959685,-0.04410750108525406,0.06339544596246288,0.8054145139538538,0.0264538753424169,8080006,0.03928355094309234,-0.250247654885864
0,100001.0,250,301,2.1026948948397224,4.0802652613705375,-1.115303241973949,2.628328705164145,-0.5863664537512696,0.047932649848055016,0.6388283985627842,0.02721562131783664,8080007,0.047184128217940886,-0.9503818545235058
0,100001.0,250,334,1.996017795243349,5.1951253603046155,-1.0419391895568508,2.5218485337481833,-1.4024547028084697,0.049749378183305534,-0.007058267299361124,0.036190878917761016,8080008,0.05230137138415413,-1.1616571437451737
0,100001.0,250,307,2.7430932829189256,7.512651075930559,-1.5412602648080131,3.2746788392557824,-1.0666945414846485,0.039731074188708575,0.4932907923699919,0.0279938781918269,8080009,0.042972339470409765,-0.6262658185856798
0,100001.0,250,308,2.797648124783912,6.715981426524308,-1.6066708889446153,3.277906550348445,-1.0119617377115475,0.0313496580762081,0.03442372105478976,0.033285315173738464,8080010,0.05252108516780106,-1.2743756450793378
0,100001.0,250,313,1.6200946692717109,2.9281140084327317,-0.8168600433582149,2.0996207103986437,-0.5622192363662101,0.048072134539613565,0.13104887249186706,0.03177185771433732,8080011,0.04234410761324869,-0.4829860608693791
0,100001.0,250,296,1.8240476538952464,4.635859865594791,-0.9294843698151508,2.3480747868363587,-0.799133068011373,0.05164320804731574,0.3484470734783077,0.030260705578913888,8080012,0.05285409628588796,-1.139607790319609
0,100001.0,250,294,1.6748483469488602,6.223424554447829,-0.901581871097604,2.070624061964085,0.05196150348270809,0.03472430226996242,-0.4421368102732985,0.04015836975519512,8080013,0.054460786695167775,-1.3956727537783888
0,100001.0,250,361,1.8062450717428595,4.352247650439377,-0.9589670383106116,2.251681588275773,-0.1665744481750972,0.04068090532492218,0.4600844760133942,0.02793623560455744,8080014,0.04317497158100827,-0.7475657462664015
0,100001.0,250,284,2.6315385966433684,5.6606903046576855,-1.5030303042639426,3.1010145929998822,-1.2999583962390833,0.03178724883459835,0.6881155506049441,0.02639332458398342,8080015,0.05426724820428669,-1.3941208587649137
0,100001.0,250,306,1.9911095459813484,5.591321436934228,-0.9952140652170492,2.596607494590286,0.3608806502671701,0.06142435053462544,-0.042948537491837316,0.033731324397364384,8080016,0.06059419128125405,-1.9920579298183343
0,100001.0,250,321,1.6488424081706394,2.206842943789896,-0.8980361924752718,2.0178089344504784,-0.9203442046396308,0.031318018671632364,-0.2398318813867881,0.038773607755003166,8080017,0.051278552783543235,-1.1636222994568508
0,100001.0,250,287,1.7716197824550242,3.756745452383424,-0.9071975314192932,2.2735643252075017,-0.20030101517215024,0.04904476148201895,0.16992117448471292,0.03217789942657842,8080018,0.04738762634010859,-1.1162078307123158
0,100001.0,250,324,1.9812557485917728,4.189151058836298,-1.061976823215388,2.4547441075750203,-0.8238700656555673,0.04212451889350748,-0.15440577896543642,0.03670362364761763,8080019,0.06330139354710755,-1.7562447611858143
0,100001.0,250,278,2.167640838309656,6.199395433947911,-1.2065239202458875,2.6111730617493345,-0.4460032764475216,0.034553662838677154,0.3312539239296818,0.03201947575247225,8080020,0.056007439897840204,-1.6561228748542498
0,100001.0,250,339,1.6868688471735191,2.12635003576224,-0.9037956115953608,2.0896595486993985,-0.7576804595485224,0.03591053323201093,0.4345786758710744,0.030528136244781626,8080021,0.03835625983896485,-0.3763364585449391
0,100001.0,250,362,1.908381269066893,3.1439525593773068,-0.9799359746645724,2.4379651072745534,-1.3262116085687752,0.051714627796293634,-0.3367716828820649,0.04053588345316751,8080022,0.06277461998531761,-1.4567496762081114
0,100001.0,250,380,2.520490988591414,4.51032335981507,-1.4384318941168328,2.9626074471368558,-1.0621102754982494,0.030365155808766617,0.07706909162116142,0.03441385190773636,8080023,0.06049520663298355,-1.8307943701687792
0,100001.0,250,281,1.848708772728008,3.2484018118897318,-1.0876373584459036,2.122385503112127,-0.6087263402674634,0.01395595706583004,0.3755927592187322,0.030023753815869674,8080024,0.04695364492618022,-1.0564674617937533
0,100001.0,250,317,1.3667817174200514,1.6181769184202588,-0.7061261322259321,1.7408936479695047,-0.4750177624674409,0.036062047858091535,0.1438424955466685,0.033519914945418734,8080025,0.04780643310569467,-0.6934883570828693
0,100001.0,250,308,2.6746319012574316,4.106934284085348,-1.4530870963493188,3.2811664680501216,-1.318873227320507,0.05184208648805076,-0.17467033112240285,0.03641344692646676,8080026,0.050315193512554,-1.2647850222610486
0,100001.0,250,388,1.6996022927715126,2.9935985082151326,-0.9255114275446646,2.0761665129758584,-0.4203053021606751,0.03211857640344787,0.027525353564335005,0.03283403373918235,8080027,0.06370416584277121,-1.9842595791786752
0,100001.0,250,275,1.6832205507579756,3.3291333215895667,-0.8711904578160913,2.1448058514470665,-0.6915472970440162,0.044223319761679585,0.29108709160285906,0.03196305079876228,8080028,0.039115348173211516,-0.2986968729388205
0,100001.0,250,330,1.3161869156712014,3.8035878905939393,-0.5318720566214994,1.9387779447905344,0.10939617495529214,0.07367394843731966,-0.2976875254494174,0.039184046695390315,8080029,0.053500160893313095,-1.3251557691931848
0,100001.0,250,388,2.269921756539378,4.480669036174719,-1.1667093315930024,2.8958985582044283,-1.2511880171921048,0.06109380055328378,1.1328338902239652,0.023533122673020258,8080030,0.039144899955774144,-0.5037686218290868
0,100001.0,250,327,2.3499303083705136,7.3568420263439,-1.2535333790193954,2.9219885140552964,-0.9606034045745452,0.051541836888817666,0.7268912372568741,0.026224308666471213,8080031,0.03759072298195031,-0.27888904132605946
0,100001.0,250,325,2.1110742976263577,6.2809165818402,-1.1873206452860794,2.5164483218166307,-0.5398303442940101,0.030194932648273026,0.013057318727567024,0.03372042117301241,8080032,0.04784222278106735,-0.8185775451535652
0,100001.0,250,326,2.4122477385518697,6.561781523018774,-1.3163795399729148,2.9469915619849703,-1.6504812039504928,0.045118430127654464,0.13992191455005348,0.0323423793815625,8080033,0.04732886665878098,-0.8002887678018495
