#/home/enes/bim/BIM.py trees/ir3030080.trees,trees/ir3030081.trees,trees/ir3030082.trees,trees/ir3030083.trees,trees/ir3030084.trees,trees/ir3030085.trees,trees/ir3030086.trees,trees/ir3030087.trees,trees/ir3030088.trees,trees/ir3030089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/150657251.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FerL,bsfs,FayH,FulD,TajD,Colless,btree,path
0,100001.0,50,329,0.5884783648658691,-1.3288703622623461,-3.134288116222848,-0.23638529778458464,0.9831884838790257,-1.1179412062084846,0.2353316326530612,-1.9406445706844275,ir3030080.trees
0,100001.0,50,352,1.2179235360909229,-2.059052096346214,-3.3374761386484053,-0.3242959488631959,1.461069213783,-1.137478740872118,0.23147153598281414,-1.8572425000843915,ir3030081.trees
0,100001.0,50,438,0.15253446206097074,-0.8899638600425502,-2.972594321990539,-0.19019979853872562,1.307283513155249,-1.2147514285872494,0.27597651964011405,-2.276151977251476,ir3030082.trees
0,100001.0,50,384,0.78256837611228,-1.2223434822770654,-1.7240202429359266,-0.18417371238294894,0.25641299106700105,-0.559569168316908,0.2787239895958384,-2.7235313445552007,ir3030083.trees
0,100001.0,50,320,-0.06994844752939663,-0.3876635972176124,-2.1037730845869445,-0.10184354490402944,1.0106378136280811,-0.7955633491894405,0.21268573218761186,-1.7898669292421276,ir3030084.trees
0,100001.0,50,259,-0.2490543502957254,-0.5483133780389199,-3.3534866008059008,-0.1652665940027618,2.7594024829629293,-1.4208147562104014,0.2426183239253148,-2.539864169725814,ir3030085.trees
0,100001.0,50,210,0.8219061703540771,-0.6329809979271577,0.5734184404930017,-0.03928300696074965,-0.2576338918222468,0.5246940172346437,0.16110675039246466,-0.9823350060176183,ir3030086.trees
0,100001.0,50,336,1.0537760403290894,-2.0102317955514035,-3.488423406284539,-0.33523665461390373,1.0264244963608142,-1.3733537218811414,0.290945165945166,-3.262412656628553,ir3030087.trees
0,100001.0,50,347,0.839194446553024,-1.0983868482879675,-1.2006556445974657,-0.147320966481203,-0.005317198373451771,-0.23910049496424096,0.16917767106842735,-0.8078417414933562,ir3030088.trees
0,100001.0,50,382,0.7464271945896663,-1.5230082156557605,-3.4652545551914473,-0.26045918660763834,2.096202045384308,-1.1403529799082093,0.23450590762620838,-2.0777178801022287,ir3030089.trees
