#/home/enes/bim/BIM.py trees/r8010000.trees,trees/r8010001.trees,trees/r8010002.trees,trees/r8010003.trees,trees/r8010004.trees,trees/r8010005.trees,trees/r8010006.trees,trees/r8010007.trees,trees/r8010008.trees,trees/r8010009.trees,trees/r8010010.trees,trees/r8010011.trees,trees/r8010012.trees,trees/r8010013.trees,trees/r8010014.trees,trees/r8010015.trees,trees/r8010016.trees 250 --stats=all --eta=etas/BC.json --out=outs/582908853.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,TajD,FulD,bsfs,FerL,ZngE,btree,Colless,path
0,10001.0,250,79,0.05296704822274629,0.7529657375086045,-0.6773786388548786,0.7910886203741786,-0.038980494195328744,0.3657518910466675,0.42675718158859843,0.031855331564687915,r8010000.trees
0,10001.0,250,72,0.1788488545104916,0.7526115903098438,-0.20105853452374364,1.3736170438949686,0.8430571969696576,-0.347286492513763,0.45402505945675165,0.029253933295907638,r8010001.trees
0,10001.0,250,100,0.04177269969973864,0.42304896522620844,-0.9893412654493806,0.9159942223237576,0.06730461488653205,0.1347476204174429,-0.3595973904322981,0.04052438040001195,r8010002.trees
0,10001.0,250,86,-0.0027589364458630887,1.2159707433365528,-1.291862497657044,0.5047136111584333,-0.6898278279888532,1.098461171685651,0.48336322402752413,0.031575716355156706,r8010003.trees
0,10001.0,250,68,0.16021971711144845,1.1510104989153043,-1.626044062768474,3.1053203320578486,0.4886863952153184,0.11409413820551527,0.3137431837985547,0.03128519038934897,r8010004.trees
0,10001.0,250,61,0.06200508013949462,1.0008509329244002,-1.1712087483045164,1.9157292700318647,-0.11784767529796707,0.5352539334690066,0.21739033582917996,0.03323673375127438,r8010005.trees
0,10001.0,250,78,-0.11500137701312133,1.3955242196620745,-0.6474932795033659,1.2204613722462033e-06,-1.5804580453374026,1.895247814586075,0.13972953666389537,0.032006781296487395,r8010006.trees
0,10001.0,250,74,0.07038272315799925,0.5069791843558766,-0.5203336434012958,1.0132943077848127,0.21720501129338127,0.049269340768621675,0.7046706737145896,0.02689202558032717,r8010007.trees
0,10001.0,250,94,0.09453803618701963,1.739084002929412,-0.6634802630363548,2.1240145213299866,-0.28173438312913995,1.0038405317975796,0.5223283407955912,0.02866303925378935,r8010008.trees
0,10001.0,250,75,0.08879754426651779,1.427206704790019,-0.5533239085139712,1.3431486525513219,-0.15775597690415633,0.7598523499145838,0.8877874107396141,0.026794003972880773,r8010009.trees
0,10001.0,250,75,0.07255615269797086,1.0197244048618002,-0.7945580803687652,0.8444401698869114,-0.048498525176836,0.49107213738295086,-0.21700966932350407,0.039735717061795565,r8010010.trees
0,10001.0,250,84,0.09551343517730644,2.692202933003248,-0.5999886320797151,2.891792478864772,-0.8029820074842016,1.8460532439815827,-0.15808569229402422,0.03564138536838147,r8010011.trees
0,10001.0,250,57,0.1305762798795893,1.2938559018208973,-0.7310392286124934,2.7773149425915764,0.19065831443722517,0.4139048069767439,0.22181393242643752,0.03321055482928782,r8010012.trees
0,10001.0,250,78,0.10312629790901078,0.12522447579685636,0.5147760934111181,2.0921890355377295,0.6605653790472693,-0.47772895451670233,0.17112602143686328,0.034955490163418645,r8010013.trees
0,10001.0,250,92,0.04752419939612471,0.975744711087532,-1.6056500119630048,0.7095341795804322,-0.19796678774910026,0.5951727767280555,0.8860228594446098,0.024848921301905913,r8010014.trees
0,10001.0,250,73,0.12042838383762448,0.9897918701844761,-0.7339578000348769,1.650286855379912,0.303662776018154,0.19317490899267012,0.6194735869556711,0.02863759184202247,r8010015.trees
0,10001.0,250,78,0.11710940669572788,0.4868517548708629,-0.6474932795033657,1.8021128387399095,0.5606920319903284,-0.23661993223705538,0.2964044420914765,0.03177225029148853,r8010016.trees
