#/home/enes/bim/BIM.py trees/ir8110138.trees,trees/ir8110139.trees,trees/ir8110140.trees,trees/ir8110141.trees,trees/ir8110142.trees,trees/ir8110143.trees,trees/ir8110144.trees,trees/ir8110145.trees,trees/ir8110146.trees,trees/ir8110147.trees,trees/ir8110148.trees,trees/ir8110149.trees,trees/ir8110150.trees,trees/ir8110151.trees,trees/ir8110152.trees,trees/ir8110153.trees 250 --stats=all --eta=etas/BC.json --out=outs/857511222.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,FayH,FulD,ZngE,TajD,Colless,btree,path
0,10001.0,250,78,-1.7843016443944733,5.624082409604198,0.03456193599665559,-1.112401028669159,3.078421985772795,3.690891404555434,0.043226670121345595,-0.5878692512001131,ir8110138.trees
0,10001.0,250,113,-1.0118978457458307,4.252019565477754,0.09461640149710088,-1.0644360412864038,2.192901614830008,3.0648600195062854,0.05774711750226713,-1.6457510187399613,ir8110139.trees
0,10001.0,250,63,-1.0674742168108504,5.058562198894637,0.0460518122822974,-2.3663534363026018,1.979053291999843,2.538987326887585,0.04312410934058816,-0.4059429949469334,ir8110140.trees
0,10001.0,250,106,-0.9486535753287518,1.5713875514931355,0.11088247525583106,-2.147472532925438,2.183027363460724,3.1624312725281767,0.051935854015138894,-1.524965222039269,ir8110141.trees
0,10001.0,250,77,-1.322542617509438,4.236456146011625,0.05897767672896866,-1.3228000985441648,2.4717113093994514,3.1652782883073445,0.05799002461458738,-1.4920309699828498,ir8110142.trees
0,10001.0,250,84,-1.3418632370728556,6.1688423058686555,0.0406575858979226,-1.0333549355823883,2.401140329120315,2.961697599266574,0.045504599041326595,-0.5426115108062356,ir8110143.trees
0,10001.0,250,82,-1.7200502149235297,6.4627458363167625,0.04309886540693107,-2.3147623985215335,3.0252011161474073,3.681148509614372,0.03722956341495012,-0.1489232176666715,ir8110144.trees
0,10001.0,250,104,-2.1454612120843173,6.66495964277854,0.0186702471206416,-1.4222003839254316,3.577729418535631,4.118772251436918,0.046605777950511726,-0.5700873406727075,ir8110145.trees
0,10001.0,250,97,-0.7951294008021536,2.5691620769516255,0.11293855479488991,-1.3035275694393582,1.9420505451827617,2.9089439135699506,0.05297534222913158,-1.1017644962192048,ir8110146.trees
0,10001.0,250,90,-1.8169549376792427,6.7225308869256315,0.059293421219402745,-2.5877155647837187,3.2785514897000967,4.062063829572518,0.04181241093405882,-0.6430111035746237,ir8110147.trees
0,10001.0,250,89,-1.5819992248820347,5.7360987685424325,0.06918754933420716,-0.9410655566014473,2.9556407700154224,3.7648688119053078,0.036954268687653835,-0.3308901185202855,ir8110148.trees
0,10001.0,250,69,-1.6827669190594616,6.354823538257321,0.03069116308864583,-1.9076149048827615,2.888622684485637,3.4643840971151985,0.05725050740596796,-1.7081010931248342,ir8110149.trees
0,10001.0,250,75,-1.11054904240174,5.618804546605242,0.05027465401969377,-0.7945580803687651,2.0788504535841956,2.6680455303517494,0.04793367016452908,-1.4980538845790012,ir8110150.trees
0,10001.0,250,106,-1.1803157837906881,4.107095083620034,0.056185730105329665,-1.8004097934486367,2.2373285197396733,2.865473799552227,0.0428731053245239,-0.35162877615938065,ir8110151.trees
0,10001.0,250,69,-1.4590327611156702,6.365445374290831,0.025569402881298,-1.3857115925285908,2.498688112803251,2.9904791215197046,0.040948741201364595,-0.5170757576446489,ir8110152.trees
0,10001.0,250,85,-1.630385206529849,6.767128985355919,0.02524982724708163,0.2286410420447565,2.7788921577669874,3.2857092785883344,0.04999568165133653,-1.2019841519161787,ir8110153.trees
