#/home/enes/bim/BIM.py trees/ir8040033.trees,trees/ir8040034.trees,trees/ir8040035.trees,trees/ir8040036.trees,trees/ir8040037.trees,trees/ir8040038.trees,trees/ir8040039.trees 250 --stats=all --eta=etas/BC.json --out=outs/937265077.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FayH,TajD,FerL,bsfs,ZngE,Colless,btree,path
0,2501.0,250,6,2.0301464234706033,0.1504557640002485,0.8241976676563302,0.17253052395173954,0.6629228462089922,0.17863562016618756,0.03643606684803731,0.13493002747846314,ir8040033.trees
0,2501.0,250,9,-0.7089587510095278,0.1401220343284008,-0.3611905043021557,0.8065337615849005,1.1085547122109732e-08,-0.7826078344350419,0.059107397331260525,-1.3919057384108282,ir8040034.trees
0,2501.0,250,8,-2.133690217292945,0.13664510022212517,1.0764258435920142,0.056992622836168946,1.16235731599452,0.3741368936228571,0.05094571835730017,-1.2509488167067973,ir8040035.trees
0,2501.0,250,6,0.032958223794150206,0.13411253523637182,-0.5313236405578091,0.7652069445500599,-3.1178367348751664e-06,-0.8093838907173241,0.055220883534136546,-1.1221400923785443,ir8040036.trees
0,2501.0,250,7,-0.2641278187844844,0.0809575702697378,-1.3445843036766396,0.9833248276499971,-0.4950415446729851,-1.2990812996242667,0.0447272962819018,-0.23437172637951417,ir8040037.trees
0,2501.0,250,7,-2.0558699516774643,-0.050819676965771235,-0.0008208785161313247,-0.20574663353698075,0.22866179035450862,0.16283353119911534,0.045472211426350564,-0.3604575039239265,ir8040038.trees
0,2501.0,250,12,-1.1583576205662869,0.08507738804108606,0.6894967691793487,0.07471904769791363,0.40798646165513064,0.21661420182617028,0.06950382173856717,-1.522041106397693,ir8040039.trees
