start,end,N,SS,TajD,FayH,ZngE,FerL,FulD,bsfs,Colless,btree,path,iColless,ibtree
0,10001,250,37,0.2438725901920191,0.04658325799049971,-0.032251954204199164,0.17058609318216622,0.4331702844556118,0.31516938185641385,0.038321216555024656,-0.0285932662355705,2020000,0.06106684803731052,-1.203584147809705
0,10001,250,58,2.4297845479263493,0.028193717002913826,1.9771945619048577,-1.1296340453055116,-1.9975313699737247,1.1023829838636352,0.02861792793292987,0.3524566536020158,2020001,0.04985870902966706,-0.7555362978511337
0,10001,250,70,1.5534853934200643,0.025659833144092797,1.2286713366108952,-0.6715064607935662,-1.9241734927779688,2.4165724643712645,0.03784839820109933,-0.057784966441549186,2020002,0.05434410452871392,-0.80524206197879
0,10001,250,52,2.4279576744945093,0.07252875447599627,1.7258774907192989,-0.8254023195870568,-0.8572212351663625,2.4950679396242728,0.03671517188297785,-0.04367341404608016,2020003,0.054785450043903214,-0.8378609547593812
0,10001,250,65,-0.2391434468166651,-0.14518119594219284,0.6031075722375473,-0.8784561381189991,-0.7326443908444591,-0.5139260770696953,0.035769084402124625,0.005363800346868567,2020004,0.049437894948971516,-0.7364542207635356
0,10001,250,45,1.1188195881753005,0.030778754570199417,0.8066571939136555,-0.3987645786566239,-0.9218027515357812,0.7764043346977663,0.03145737070144377,0.18667761549823372,2020005,0.07005191983816159,-1.7428275426341036
0,10001,250,57,1.321570711715402,0.16463093539344534,0.2501175989271128,0.4089535006042008,-1.666977881017342,1.1675518023034746,0.029101428756500663,0.3984857416548041,2020006,0.040817227855704345,-0.21920225767455076
0,10001,250,51,1.3929970806626872,-0.2042595448235195,2.3290141823329518,-2.13644390404208,0.22141660071261998,-0.2081935349728574,0.045802385167911804,-0.464881614696717,2020007,0.0606060606060606,-1.3105974569963383
0,10001,250,43,0.7733692488827083,0.029441432621950137,0.5134640795468216,-0.22178071010555248,-0.4239195416448746,0.5154989613653819,0.03427473334197003,0.1209101933257727,2020008,0.06139972074678642,-1.1390111546611164
0,10001,250,55,1.4329578842058273,0.05286169519389873,0.9646192385714116,-0.4181433255686693,-1.294948952981747,0.7959966403371311,0.032403808783521185,0.2126494814285546,2020009,0.04074361963984972,-0.2179291469541327
0,10001,250,42,-0.6290147239797275,0.059351753168786825,-0.8589152490603822,0.7293689533695628,0.4608151284522729,-0.11668911001159925,0.033882072067070126,0.10005243092620034,2020010,0.08225914410329489,-2.1708114069827897
