#/home/enes/bim/BIM.py trees/ir8080202.trees,trees/ir8080203.trees,trees/ir8080204.trees,trees/ir8080205.trees,trees/ir8080206.trees,trees/ir8080207.trees,trees/ir8080208.trees,trees/ir8080209.trees,trees/ir8080210.trees,trees/ir8080211.trees,trees/ir8080212.trees,trees/ir8080213.trees,trees/ir8080214.trees,trees/ir8080215.trees,trees/ir8080216.trees,trees/ir8080217.trees 250 --stats=all --eta=etas/BC.json --out=outs/812403493.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FulD,FayH,bsfs,FerL,Colless,btree,path
0,10001.0,250,101,2.449232046684805,1.1123129165132843,-1.3732677317779676,0.1848279215671914,1.5971934962666037,-0.020991553991262173,0.047275121993349746,-0.7289395048166049,ir8080202.trees
0,10001.0,250,68,3.270979544115469,2.7437973713493577,-1.361487796753514,0.025833463620764593,6.4444050057571385,-1.6102623366405466,0.06741482057261303,-2.161072686484176,ir8080203.trees
0,10001.0,250,91,1.7651652070154875,0.6866606256073482,-0.38479645004275403,0.15335697561664213,3.8768036970535795,0.1243116751616257,0.04009586734032906,-0.28041362639517287,ir8080204.trees
0,10001.0,250,69,3.2013112917328828,2.3847642355658802,-1.1247599363515053,0.07878580470749007,3.5602384031110104,-1.2023664044900346,0.04854903484907371,-1.245611319993552,ir8080205.trees
0,10001.0,250,91,2.1971690188801998,0.9707253371068474,-0.7863829099632844,0.17084332517582382,1.526209989037761,0.011138819292552794,0.050643433950857186,-0.9809903809338789,ir8080206.trees
0,10001.0,250,76,3.4938689888422694,2.9466172936373956,-1.5384320048906401,0.026616833604340875,6.5663734954291515,-1.7312164593719541,0.05505431865711695,-1.7531270548315097,ir8080207.trees
0,10001.0,250,82,2.273153574076978,0.8588917116480724,-0.7628873683952673,0.2025505380847101,1.5378115781638106,0.18759615342156383,0.05745562896748283,-1.6046658991966902,ir8080208.trees
0,10001.0,250,94,2.48388048903924,1.4316524883969808,-2.22088606121527,0.1353880900117904,2.2025299098559272,-0.39979087415351505,0.0545208127796546,-1.4085745930390146,ir8080209.trees
0,10001.0,250,88,2.8583174344323936,1.6594775931466037,-1.1245708080926966,0.1536987687270591,1.7255951721675367,-0.47811872855808096,0.04004497251679529,-0.42211740602367637,ir8080210.trees
0,10001.0,250,82,2.070403727914985,1.4232244136605043,-0.3194945026449053,0.07274837685120351,4.655604147415163,-0.6228423586936414,0.039232197607634835,-0.38132833769040514,ir8080211.trees
0,10001.0,250,91,1.9791382142868796,1.132534349986309,0.21758323983804168,0.10928620536890783,3.8273378493425025,-0.3094802196390947,0.04516992701990758,-0.6330764544587569,ir8080212.trees
0,10001.0,250,65,3.288491818534561,2.666525981537181,-0.4566495498111984,0.04163694497058701,3.803522899853681,-1.508251988626701,0.05266226195102993,-1.2855730828057665,ir8080213.trees
0,10001.0,250,81,3.529919046593766,2.620620173136343,-1.8565074643285104,0.09007774321185072,2.1220604560482195,-1.3031149351768636,0.040646456794921626,-0.47361888269844105,ir8080214.trees
0,10001.0,250,72,1.3450811086474384,0.6178658571426864,-1.203878941471341,0.10106769553647445,4.719819043077089,-0.027985444400572736,0.0356999846894911,-0.2265432359911924,ir8080215.trees
0,10001.0,250,123,2.9398663526923485,1.828976648178779,-1.9794610563903583,0.13758611674643523,1.8523994902277168,-0.6276463415132935,0.04866778943731918,-0.9579597674121474,ir8080216.trees
0,10001.0,250,84,2.118154440565923,1.2344510162833988,-0.8166717838310514,0.11306678978428526,3.07364504108758,-0.3618662003819887,0.05234301260340903,-1.0409518346640756,ir8080217.trees
