#/home/enes/bim/BIM.py trees/ir8110154.trees,trees/ir8110155.trees,trees/ir8110156.trees,trees/ir8110157.trees,trees/ir8110158.trees,trees/ir8110159.trees,trees/ir8110160.trees,trees/ir8110161.trees,trees/ir8110162.trees,trees/ir8110163.trees,trees/ir8110164.trees,trees/ir8110165.trees,trees/ir8110166.trees,trees/ir8110167.trees,trees/ir8110168.trees,trees/ir8110169.trees 250 --stats=all --eta=etas/BC.json --out=outs/469749557.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FerL,FulD,ZngE,TajD,bsfs,btree,Colless,path
0,10001.0,250,69,0.020894155102283093,-1.7451461604276788,-1.6466632487056758,2.9340069933037762,3.453191471862303,6.320961767602869,-1.948522036613432,0.06137453037958285,ir8110154.trees
0,10001.0,250,74,0.025610185367243608,-2.021137449501145,-0.5203336434012956,3.408151300673495,4.011078333702653,6.398516925902134,-0.5381099043621776,0.04044133523340675,ir8110155.trees
0,10001.0,250,70,-0.0006627236970225552,-2.3578184491501313,-1.409285205100206,3.8013182951869515,4.294709280527503,4.6456606757414685,-1.7851053398793588,0.055901023448633236,ir8110156.trees
0,10001.0,250,98,0.007332198437311975,-2.0619533801381627,-1.882703146759537,3.375444840330085,3.82469441363688,3.9549693589547745,-2.130840297746566,0.06312346158828865,ir8110157.trees
0,10001.0,250,97,0.07867604518838987,-1.0635521361607063,-1.681368258039326,2.176593614228667,2.948397158162719,4.295004669895385,-2.4348320265506356,0.07554411193159735,ir8110158.trees
0,10001.0,250,104,0.1141859726824306,-0.6517102661323914,-1.2454701045947816,1.7212723859809356,2.6687606391423575,2.279837956524213,-1.193983540724806,0.05160966446430885,ir8110159.trees
0,10001.0,250,89,0.023324113016809454,-1.6460284681231327,-0.530885541003884,2.794148447775994,3.286384763509604,5.8496913683131,-1.342799923531153,0.05097810597227621,ir8110160.trees
0,10001.0,250,90,0.19519403111290923,-0.3175395851452141,-1.3702024794119316,1.6416864109010425,3.1074227394632516,1.7659065282076851,-1.396306340556485,0.05546379064645679,ir8110161.trees
0,10001.0,250,89,0.03399806641100827,-1.501093972537371,-1.5563355799977918,2.621645285383876,3.1620129113906636,6.256053319949497,-1.3579351976374738,0.05159347065682083,ir8110162.trees
0,10001.0,250,83,0.02234170461591675,-1.8834622314232996,-1.0092480510360406,3.170361508198414,3.709232027763282,6.780866233099231,-1.3396133499900917,0.05111845230383901,ir8110163.trees
0,10001.0,250,98,0.16583908476599332,-0.992577591325774,-1.8827031467595374,2.569707576514043,3.955579086057576,1.98091967558322,-1.139992339620731,0.047318305479984446,ir8110164.trees
0,10001.0,250,79,0.028024929621338814,-1.6792251027410767,-1.1367139639820532,2.871783442074079,3.414793654698586,6.648211419727039,-1.0727514774347613,0.048127995854385285,ir8110165.trees
0,10001.0,250,83,0.0689312686539111,-1.0582479240778857,-1.6667313073792045,2.105053496385887,2.8121608166106666,1.720777536749129,-0.8313054851683488,0.048626765125016194,ir8110166.trees
0,10001.0,250,101,0.05209436318469257,-1.0263383940346766,-1.5550240233093509,1.9630317788498686,2.534518814164833,1.3760569555175057,-1.6762014483009302,0.05858919549164401,ir8110167.trees
0,10001.0,250,107,0.19951456294419725,-0.20334956984635608,-0.6086267283454265,1.4977471430768272,2.976851519029446,2.0241177394796854,-0.5413651923196056,0.04341019993954312,ir8110168.trees
0,10001.0,250,72,0.03419753964596874,-1.2908437779408046,-1.7052891449451397,2.277250598657284,2.7917361345799874,4.829220355725741,-1.5931518353211909,0.058135768881979535,ir8110169.trees
