#/home/enes/bim/BIM.py trees/ir8030234.trees,trees/ir8030235.trees,trees/ir8030236.trees,trees/ir8030237.trees,trees/ir8030238.trees,trees/ir8030239.trees,trees/ir8030240.trees,trees/ir8030241.trees,trees/ir8030242.trees,trees/ir8030243.trees,trees/ir8030244.trees,trees/ir8030245.trees,trees/ir8030246.trees,trees/ir8030247.trees,trees/ir8030248.trees,trees/ir8030249.trees 250 --stats=all --eta=etas/BC.json --out=outs/492208514.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,ZngE,bsfs,FayH,TajD,Colless,btree,path
0,10001.0,250,62,-1.4984326817970073,0.5299740207269266,2.525511836093118,6.34158752161184,0.019524032917964434,2.992723081366834,0.03640367923306128,-0.29701641250129507,ir8030234.trees
0,10001.0,250,68,-1.161177596795805,-0.832375264723595,1.9338637916908508,1.6316683746835745,0.010691087761337871,2.2574889259363284,0.05736656302629875,-1.7099192650349744,ir8030235.trees
0,10001.0,250,31,-0.8717403834507836,-0.044151606450134995,1.5837712170198968,5.448250497047832,0.03661829858537246,2.076020310750994,0.04647622749060759,-0.681903790033183,ir8030236.trees
0,10001.0,250,61,-2.1668282866814654,-1.7569752104449947,3.552601857161055,6.252851897827783,0.010479396787280226,4.104669799931438,0.048937686228786116,-1.0741986668852324,ir8030237.trees
0,10001.0,250,59,-1.3241530072586072,-0.8070051971883655,2.3675252647742373,5.8888055709888345,0.04193544570526965,2.959508760433995,0.042697672410070386,-0.7322021176669802,ir8030238.trees
0,10001.0,250,44,-0.6568562961236076,1.4997960914594453,1.1767271991468762,5.007946535803294,0.022409039002134746,1.4945547026515285,0.04032258064516129,-0.42584255892078615,ir8030239.trees
0,10001.0,250,40,-1.8818117971767359,-1.967483378981538,3.141456435861371,6.160499766397654,0.02183551069346331,3.7717936595964625,0.043658504987692706,-0.6713228944956011,ir8030240.trees
0,10001.0,250,43,-1.8985932949243765,-1.6369665763827614,3.120542231568044,3.4803904447916154,0.012303945461760925,3.677238213100706,0.03892991320119186,-0.398120621904466,ir8030241.trees
0,10001.0,250,49,-1.3935625283526514,-0.3702407795860464,2.3652104692308646,6.1733634929877805,0.02230680925178998,2.852041108135021,0.057390853737530764,-1.5457055007637717,ir8030242.trees
0,10001.0,250,75,-1.3630135446832763,0.17037860705041177,2.3107055889948698,5.287568049323438,0.019388236656103286,2.731382579424757,0.05219264153387745,-1.3989942100410833,ir8030243.trees
0,10001.0,250,77,-2.2313657720792675,-1.322800098544165,3.6504600502439915,4.341475118771052,0.00837296734547488,4.168641853739885,0.04114846482705013,-0.7642950112784841,ir8030244.trees
0,10001.0,250,34,-1.3930807426399534,-0.7860525318473449,2.381381649506014,4.230645921459582,0.028020376250953036,2.9494159764026477,0.036889493457701775,-0.006884242501908143,ir8030245.trees
0,10001.0,250,52,-0.628727277375276,-1.876248098924257,1.9547844633203104,1.5882266962800704,0.17247193197022775,3.314355531824026,0.04181241093405882,-0.5581736604052224,ir8030246.trees
0,10001.0,250,40,-1.4902796693440477,-0.6721351477662791,2.394415183382512,4.054095710781844,-0.00046904225264375333,2.7705987231034337,0.03648464827050136,-0.26895600993939983,ir8030247.trees
0,10001.0,250,52,-1.3526692702400063,-1.1968968564189935,2.3279505176125843,5.659018033732594,0.027222298494024865,2.833767729957292,0.0606555253271149,-2.1107094368288246,ir8030248.trees
0,10001.0,250,35,-1.378077797188814,-1.3326743270789632,2.4267325546556164,4.7007636434495,0.04128480796874882,3.0781617113120388,0.04674828345640627,-1.0208374944346348,ir8030249.trees
