#/home/enes/bim/BIM.py trees/r8100136.trees,trees/r8100137.trees,trees/r8100138.trees,trees/r8100139.trees,trees/r8100140.trees,trees/r8100141.trees,trees/r8100142.trees,trees/r8100143.trees,trees/r8100144.trees,trees/r8100145.trees,trees/r8100146.trees,trees/r8100147.trees,trees/r8100148.trees,trees/r8100149.trees,trees/r8100150.trees,trees/r8100151.trees,trees/r8100152.trees 250 --stats=all --eta=etas/BC.json --out=outs/330911170.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,bsfs,FerL,FayH,FulD,Colless,btree,path
0,10001.0,250,115,2.3608839573758895,1.275963737592163,1.778889234375501,-0.267828556900002,0.14313769961611544,-0.9387649786710325,0.028151105984813334,0.8282349191820332,r8100136.trees
0,10001.0,250,119,2.0144283124206193,0.776258320283998,1.5293195566485294,0.15877458384681273,0.17506138257971648,-0.699633747005872,0.03332836221103468,-0.04706618730936272,r8100137.trees
0,10001.0,250,113,2.9653971910247794,2.218770402724715,2.981274431766263,-1.099061232582739,0.07504660617781513,-2.2067904827944664,0.030712938299223648,0.20392720528164973,r8100138.trees
0,10001.0,250,107,3.604813014700174,2.820537876394525,3.886411164969006,-1.4916638722754039,0.06975617771701849,-1.6404766677790346,0.03324536439201133,0.23460806697821646,r8100139.trees
0,10001.0,250,97,1.6459787871261449,0.7584892776852191,1.7678322857910498,-0.0287019645328778,0.12242390915506766,0.585675873560481,0.03190761391305503,0.21811299437644693,r8100140.trees
0,10001.0,250,138,2.148207882389296,1.1360027135178508,1.7589379967133734,-0.20766851214174498,0.13434622460751264,0.723915213329662,0.039156626506024084,-0.23889067715626222,r8100141.trees
0,10001.0,250,115,2.35021739437749,1.1897912870478529,2.0915759710985347,-0.16718490181180495,0.15614707464270972,-2.2224644405374665,0.028990725711193915,0.6906437907654502,r8100142.trees
0,10001.0,250,106,1.8173945040777522,0.6919300950651901,1.8298568804834323,0.15078222746086958,0.15981260169811437,-0.5856902052798308,0.026927265513667576,0.9381204492431263,r8100143.trees
0,10001.0,250,94,2.229491699386498,1.756873323266999,6.100444331063262,-0.942800291708842,0.04020344252382754,-0.8581559878087189,0.029498369823379545,0.11854371788607253,r8100144.trees
0,10001.0,250,126,2.5717868611295107,1.480394105190268,1.6521495849975592,-0.4003860883442791,0.14058955209974358,-2.3000992821214883,0.02701127089001165,0.5412389191104638,r8100145.trees
0,10001.0,250,125,2.5505047674207817,1.4593683423718304,1.737065861842697,-0.3864934622040784,0.14090626988028573,-1.405146135809209,0.03258949777605044,0.17654721987736302,r8100146.trees
0,10001.0,250,82,2.4809249779956617,1.3923562854999365,2.3512248007841277,-0.3586554388335291,0.14175027411037947,-0.7628873683952669,0.036215831066200285,-0.14089421294307478,r8100147.trees
0,10001.0,250,103,2.209681574513282,1.3655323503466077,3.613756206433838,-0.46614692636037297,0.10473158464599105,-0.6926950948559154,0.026245179228078563,0.5269386843756257,r8100148.trees
0,10001.0,250,85,2.065948063203665,1.3705735012798934,4.164134187744184,-0.5587197937602414,0.08134115372225646,0.014380341282032097,0.03438190690425436,0.15031423706193114,r8100149.trees
0,10001.0,250,107,2.4741375437179203,1.9506390124821378,2.8779449397779375,-1.0420787685991608,0.04535351156464483,-2.156401637495839,0.03398401096581957,0.05689533188327454,r8100150.trees
0,10001.0,250,107,2.6940942464697946,1.7000635929341177,3.0529515919051287,-0.6102641296170599,0.12175144519421481,-1.2965266879678317,0.027188666690221297,0.4623142468117656,r8100151.trees
0,10001.0,250,104,2.9625672760479054,2.005903717460917,2.4509317300825373,-0.8411478032259854,0.1104863464721014,-2.305851780578683,0.030979148695490066,0.4319261889506402,r8100152.trees
