#/home/enes/bim/BIM.py trees/ir8060106.trees,trees/ir8060107.trees,trees/ir8060108.trees,trees/ir8060109.trees,trees/ir8060110.trees,trees/ir8060111.trees,trees/ir8060112.trees,trees/ir8060113.trees,trees/ir8060114.trees,trees/ir8060115.trees,trees/ir8060116.trees,trees/ir8060117.trees,trees/ir8060118.trees,trees/ir8060119.trees,trees/ir8060120.trees,trees/ir8060121.trees 250 --stats=all --eta=etas/BC.json --out=outs/276200332.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,FerL,FayH,bsfs,FulD,btree,Colless,path
0,10001.0,250,72,3.506193433538396,4.089949575937137,-2.101733480898906,0.020103321871349847,6.229103720297784,-1.955994246682039,-1.6501370818496257,0.04934253141598653,ir8060106.trees
0,10001.0,250,59,3.346129617693675,3.959461517830509,-1.99318707424612,0.02388930347891871,6.219722510399801,-1.4112634450763506,-0.9543586821367366,0.05606296152351341,ir8060107.trees
0,10001.0,250,49,2.3438576539335028,2.716511328814393,-1.4404005764578234,0.0044435579454014705,3.4453354052634824,-0.011444795801529836,-0.32594556159431154,0.04093794532970592,ir8060108.trees
0,10001.0,250,40,2.8270703376237742,3.40669620579059,-1.6868462373350608,0.021680681212007998,5.7988935393144585,-1.5357006352431182,-1.021878763834411,0.050281772250291484,ir8060109.trees
0,10001.0,250,52,3.0432848069907457,3.583640542407438,-1.833896193101701,0.01623976205552698,6.074606910545141,-0.5175456139137314,-0.8339545549775323,0.04148853478429848,ir8060110.trees
0,10001.0,250,50,3.2593455654913868,3.7322564864661043,-2.0254506984208493,-0.0005669426985680475,4.46761521416954,-2.1820845157038278,0.672915759965518,0.02914885347842985,ir8060111.trees
0,10001.0,250,39,2.983391432242456,3.5298872371491896,-1.8178455785118037,0.01148850875004984,6.101592498671146,-1.0570590881538546,0.7676876241205134,0.02620158051561083,ir8060112.trees
0,10001.0,250,57,4.045803702251786,4.565626797764901,-2.5347610399745433,-0.007279003506748419,6.012165813709576,-2.60291653342219,-0.5605483282333236,0.04326985360798031,ir8060113.trees
0,10001.0,250,54,3.177017016074275,3.6619630949401953,-1.953771844882532,0.005205369739921076,3.909763006206747,0.7047696379170046,-1.6724107259976784,0.05495098674266961,ir8060114.trees
0,10001.0,250,55,2.022088687720314,2.469607657679558,-1.1669316677005184,0.02571123665950276,6.176070484754064,0.640027010998454,-1.0989754885959393,0.04965021375825884,ir8060115.trees
0,10001.0,250,47,2.361166556748415,2.8284646392860653,-1.404562147667215,0.01850740502467645,3.7235730214642,0.11032168173846947,-0.6242482231837007,0.044257675864749324,ir8060116.trees
0,10001.0,250,61,3.1004135709287426,3.546126187188108,-1.9107121268941232,0.003443570226921257,5.73531644562482,-0.29255905509379965,-0.8383876329869702,0.04153711620676254,ir8060117.trees
0,10001.0,250,45,3.4661238892121946,4.208768103158513,-2.036400663030973,0.03516474730840092,6.230324434916503,-2.473507293788968,-0.8530440371903943,0.045828475191086925,ir8060118.trees
0,10001.0,250,61,3.2338970696105918,3.791357669434581,-1.942482173051377,0.018217021770396857,6.552209760504821,-2.3427416725854724,-0.4227374951256588,0.04229822515869932,ir8060119.trees
0,10001.0,250,54,3.675195047440007,4.316285725956824,-2.216624473794391,0.018800531147221362,6.468658890475144,-1.9194344519444837,-1.1478944749715598,0.051399144966964634,ir8060120.trees
0,10001.0,250,53,2.4172075885796884,2.796910841216657,-1.4820514666340108,0.0053318905608675474,6.134472532541095,0.10427544063874726,-0.10967633403304657,0.03604741546832491,ir8060121.trees
