#/home/enes/bim/BIM.py trees/r3010000.trees,trees/r3010001.trees,trees/r3010002.trees,trees/r3010003.trees,trees/r3010004.trees,trees/r3010005.trees,trees/r3010006.trees,trees/r3010007.trees,trees/r3010008.trees,trees/r3010009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/406958338.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,TajD,bsfs,ZngE,FulD,FerL,Colless,btree,path
0,100001.0,50,431,-0.06583065525885119,-0.2483772892843294,-0.9691667501291565,0.23051746050904626,0.9350516929549776,-0.4093262431275994,0.1551097711811999,-0.5223962551820396,r3010000.trees
0,100001.0,50,430,0.007036609556766197,0.29924149550196405,0.3600696557284151,0.2571165718575759,-0.22641803382554243,-0.11694949832807155,0.14600973368070608,0.12390797253515484,r3010001.trees
0,100001.0,50,397,0.03218178875170088,-0.2511790023967521,-0.3107859912657485,-0.49709839899952,1.520220941784593,0.4192240608829385,0.14108859506243815,-0.27969655311572533,r3010002.trees
0,100001.0,50,370,-0.07927219812383736,-0.14800818620386152,-0.7431998330923383,0.43227873217552143,-0.3694484796996861,-0.5803796125475129,0.14856886150686693,-0.38489599356456744,r3010003.trees
0,100001.0,50,444,0.0466519026731948,0.48569804098718355,1.2073389959432572,0.1565979070853797,-0.5233724651142982,0.10768042489876971,0.09832466640502356,1.494587006825005,r3010004.trees
0,100001.0,50,385,-0.028405137030700012,0.07768186237825964,-0.36949916946100025,0.28993254277167924,0.2087558768773552,-0.285076051602427,0.14711818793451442,-0.25976434125014314,r3010005.trees
0,100001.0,50,469,-0.030944040056885853,0.38718337035708966,-0.00680141976729581,0.6297102200880536,-0.16560671722678988,-0.48986165785859337,0.13343637947789946,0.09896432404450009,r3010006.trees
0,100001.0,50,405,-0.0018428550824803934,0.357077723735604,0.5742601508860928,0.3823306179325032,-0.7318374610193839,-0.2258631478624648,0.14358790391156476,-0.06507465786826401,r3010007.trees
0,100001.0,50,451,-0.10984604428115867,-0.8109301717570808,-1.91652430083363,-0.024783421279025938,0.8134830927342239,-0.4498053248771348,0.18794853106077597,-1.1237157065711085,r3010008.trees
0,100001.0,50,374,-0.08549437378833798,-0.5746326375969826,-1.4195967693960831,0.038188745029732254,0.9051969376420633,-0.3817950576137318,0.17078189300411506,-1.3247084575439507,r3010009.trees
