#/home/enes/bim/BIM.py trees/r8010238.trees,trees/r8010239.trees,trees/r8010240.trees,trees/r8010241.trees,trees/r8010242.trees,trees/r8010243.trees,trees/r8010244.trees,trees/r8010245.trees,trees/r8010246.trees,trees/r8010247.trees,trees/r8010248.trees,trees/r8010249.trees,trees/ir8010000.trees,trees/ir8010001.trees,trees/ir8010002.trees,trees/ir8010003.trees,trees/ir8010004.trees 250 --stats=all --eta=etas/BC.json --out=outs/977965989.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,bsfs,FerL,FayH,FulD,btree,Colless,path
0,10001.0,250,79,0.3657518910466675,0.7529657375086045,0.7910886203741786,-0.038980494195328744,0.05296704822274629,-0.6773786388548786,-1.3028481148954223,0.055898324480718575,ir8010000.trees
0,10001.0,250,72,-0.347286492513763,0.7526115903098438,1.3736170438949686,0.8430571969696576,0.1788488545104916,-0.20105853452374364,-0.6552727017253885,0.04490340393833398,ir8010001.trees
0,10001.0,250,100,0.1347476204174429,0.42304896522620844,0.9159942223237576,0.06730461488653205,0.04177269969973864,-0.9893412654493806,-1.64522979734287,0.06362061147817075,ir8010002.trees
0,10001.0,250,86,1.098461171685651,1.2159707433365528,0.5047136111584333,-0.6898278279888532,-0.0027589364458630887,-1.291862497657044,-0.6055983079487955,0.045848930526861266,ir8010003.trees
0,10001.0,250,68,0.11409413820551527,1.1510104989153043,3.1053203320578486,0.4886863952153184,0.16021971711144845,-1.626044062768474,-0.3279104907659716,0.038667867952749416,ir8010004.trees
0,10001.0,250,78,0.10805825768848737,0.29319620570027594,-0.14834692249231599,0.02731441749288292,0.02664753821250847,0.7472299679940153,0.2984730661896989,0.0320360908622689,r8010238.trees
0,10001.0,250,77,0.5962767907157844,1.3409389723284129,2.2688618699542404,-0.0018200491958795706,0.1040341192675255,0.7949775862219591,-0.11737156048346298,0.038481113393666826,r8010239.trees
0,10001.0,250,102,0.5038671645708902,1.2861332629342355,1.5989223271366837,0.08842305517865978,0.11077841094723301,-2.470181471665185,0.3679648724774601,0.02983421720179365,r8010240.trees
0,10001.0,250,86,0.04386335464128416,0.9657034483151169,1.1721929044126467,0.4779176920426335,0.14164644874000998,-0.4442949488248582,-0.006728341345776332,0.03471689723147165,r8010241.trees
0,10001.0,250,65,-0.12119041037307708,0.8318938824749775,1.5555195139325082,0.6050118096210397,0.15245866558969481,-1.560628913944241,0.0021936545593280203,0.030881590879647623,r8010242.trees
0,10001.0,250,60,0.3960028123191534,0.6983070135929785,0.7930132542486207,-0.11044706895444147,0.03921412383949367,0.34651766572059467,0.4204847586485683,0.032552252018828,r8010243.trees
0,10001.0,250,72,1.1062347284369933,1.563317382589914,1.0879289484634906,-0.5134582633992112,0.04897117873805721,-0.451763636260643,0.5565082583525124,0.03145150842704846,r8010244.trees
0,10001.0,250,66,-0.6187724234802433,0.26822704161600436,1.3362196407096671,0.9137846052763505,0.15232382475374592,-0.22268515806685937,0.22302085240469793,0.0328755883750054,r8010245.trees
0,10001.0,250,71,0.4974224295652415,0.8132914242269949,1.1997386393273646,-0.17059971474028035,0.03924807855506787,0.6000042890589881,0.43861489943717863,0.03247052727037181,r8010246.trees
0,10001.0,250,90,0.12106563419157848,0.8600076747852418,1.5048123245663403,0.3246692398464309,0.11166294379575038,-0.7614459367260389,0.21305336372011002,0.034196854157452945,r8010247.trees
0,10001.0,250,73,0.15797119062578854,-0.5962352866700883,-0.9482037038235142,-0.5228364736429082,-0.12089245760640546,0.5033742714577468,-0.25555399791688277,0.03605488953331939,r8010248.trees
0,10001.0,250,47,0.6248305541153991,1.3499145466179592,4.7803732269417685,-0.046696012542278925,0.10202671252420398,-1.0080498858402036,0.36239265556280975,0.030175540873170092,r8010249.trees
