#/home/enes/bim/BIM.py trees/r8050035.trees,trees/r8050036.trees,trees/r8050037.trees,trees/r8050038.trees,trees/r8050039.trees,trees/r8050040.trees,trees/r8050041.trees 250 --stats=all --eta=etas/BC.json --out=outs/743145931.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,bsfs,FerL,FayH,ZngE,btree,Colless,path
0,2501.0,250,3,0.8726379307276673,-1.5479634052244726,0.6328593424024624,0.01133360311505682,0.16077019752023783,0.3129586656918889,0.150164347321924,0.030406572526665804,r8050035.trees
0,2501.0,250,4,0.15152208546690243,0.9029723794226858,5.056170714293956e-07,0.542834980836398,0.1984327499468341,-0.37224622778688377,0.3381773647818175,0.02926868765384117,r8050036.trees
0,2501.0,250,5,2.699907312810622,0.4082063286831289,3.136410468811515,-1.168054914173311,0.035502086533816854,1.9459650550995176,0.43703207326344307,0.02858438361741899,r8050037.trees
0,2501.0,250,5,2.427892306701217,-1.854344998188919,0.9624198371871451,-1.8371834642895823,-0.19422200042937177,2.3724037290961646,0.9905740573867559,0.025920887852485208,r8050038.trees
0,2501.0,250,7,0.8940427827150772,-2.055869951677464,1.0369007975655125,0.2932164303869533,0.1796384337576798,0.11280602748272582,0.7894442227152675,0.026110895193677937,r8050039.trees
0,2501.0,250,11,-0.20177630211165615,0.2523487190495646,-0.8909522888489887,-1.9907146229181827,-0.43455478398179764,1.5038509253908392,-0.15734680852836191,0.04227231506671849,r8050040.trees
0,2501.0,250,10,1.1496218977064032,-2.2591619954936997,1.8864045733749557,-0.31383655251814774,0.05538599344498332,0.7042023584629038,0.2709603653464019,0.031338256250809694,r8050041.trees
