#/home/enes/bim/BIM.py trees/ir8020064.trees,trees/ir8020065.trees,trees/ir8020066.trees,trees/ir8020067.trees,trees/ir8020068.trees,trees/ir8020069.trees 250 --stats=all --eta=etas/BC.json --out=outs/667532720.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,ZngE,TajD,bsfs,FerL,FulD,Colless,btree,path
0,2501.0,250,10,0.07572067341539214,-0.3246390402046087,-0.05592416550884195,1.331586504129518e-05,0.3804551964957307,0.49732073857972653,0.03494623655913978,-0.22933269579328966,ir8020064.trees
0,2501.0,250,7,0.13877255641523703,-0.42082067882542884,0.033085502729618736,0.5493857442163661,0.546805750427867,-2.0558699516774643,0.08041844798549035,-2.574924167740365,ir8020065.trees
0,2501.0,250,8,-0.01049457371511324,0.5778076437335806,0.6957453700981491,1.0444512058234257,-0.3864464606373654,-2.133690217292945,0.06720430107526881,-2.5629302048061944,ir8020066.trees
0,2501.0,250,8,0.1665714074599709,-0.32852719425913834,0.30523683714028427,0.646242268692846,0.5637068353367682,-0.5065713299685084,0.07442673921492421,-2.7198327183176185,ir8020067.trees
0,2501.0,250,6,0.061025616204315423,0.34432833317149697,0.6896401205166823,0.7811558414429797,-0.10163461555327163,-1.9642299758823032,0.0575204041974349,-2.066842245440086,ir8020068.trees
0,2501.0,250,6,0.15666619093052161,-0.7296059177888419,-0.33850273967338373,-3.1178367348751664e-06,0.7576144884430488,0.03295822379415015,0.04326985360798031,-0.6450553487179465,ir8020069.trees
