#/home/enes/bim/BIM.py trees/r8070204.trees,trees/r8070205.trees,trees/r8070206.trees,trees/r8070207.trees,trees/r8070208.trees,trees/r8070209.trees,trees/r8070210.trees,trees/r8070211.trees,trees/r8070212.trees,trees/r8070213.trees,trees/r8070214.trees,trees/r8070215.trees,trees/r8070216.trees,trees/r8070217.trees,trees/r8070218.trees,trees/r8070219.trees,trees/r8070220.trees 250 --stats=all --eta=etas/BC.json --out=outs/915462144.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,ZngE,bsfs,FulD,TajD,FayH,Colless,btree,path
0,10001.0,250,96,0.164831202081153,0.565154056566151,1.3085367628524416,-0.7128238890726217,1.56373807681543,0.14307453186160446,0.02934982278161446,0.48491139975406317,r8070204.trees
0,10001.0,250,76,0.021676152162057684,0.5040047898185278,2.7924622670172727,-0.823728507827215,1.176193662316946,0.094623331998743,0.03429308632378977,0.23054818142005643,r8070205.trees
0,10001.0,250,114,0.08466993109401737,0.774390131649211,1.4659516395232004,-1.56742774543605,1.8787501331101795,0.15486538397375912,0.03394842237860157,0.19361516366196568,r8070206.trees
0,10001.0,250,70,-0.04867602929153123,0.9525734753848938,2.23047345303367,-1.6667293489390878,2.0657103232081524,0.15468126414373362,0.028219508859812004,0.559137160527261,r8070207.trees
0,10001.0,250,86,0.07670425671479089,1.1083101455517264,1.8026966111428222,-2.563213820905322,2.6289441366117865,0.21392384937553088,0.030274323098847,0.4684252802786585,r8070208.trees
0,10001.0,250,88,-0.5062169346628161,1.3108582007475833,2.1654636933898685,-1.1245708080926966,2.0247553384100536,0.08542750423756362,0.0317040049599319,0.05970977654484955,r8070209.trees
0,10001.0,250,104,-0.44129048457247666,1.6056409075671934,1.8231825530803625,-0.8920095459334805,2.7904419206220634,0.1525904571684138,0.034411840912035245,0.06477682486548914,r8070210.trees
0,10001.0,250,96,-0.5137385627991832,1.3878232834595046,2.4419454948326886,-1.285225614471405,2.178002521172696,0.09592753951577472,0.02959280078615011,0.3991537894188686,r8070211.trees
0,10001.0,250,87,-0.3593959185508552,1.13719538995776,3.032832426202126,-0.6833644806264696,1.9018375970698216,0.09653466148275332,0.026822343135984802,0.5433158318974404,r8070212.trees
0,10001.0,250,98,-0.026634571505503756,0.7722420304844204,1.363478009708838,-0.9473189097338781,1.6800213929799621,0.12526377269885486,0.0305619762581736,0.478954399553124,r8070213.trees
0,10001.0,250,112,-0.5872560127870169,1.2335273559616138,1.054452664448814,-0.3882157730726525,1.6918743008058128,0.04829239635255504,0.028481668609923575,0.5461212899932438,r8070214.trees
0,10001.0,250,87,-0.043936346746680795,0.8740878668927928,2.44721513337824,-0.6833644806264693,1.8832064684615573,0.13928964838407443,0.02971439106301135,0.5337424407402769,r8070215.trees
0,10001.0,250,80,-0.5862950764714701,1.4724834510527574,1.9911446242303958,-0.47960882986711234,2.2495293657257744,0.0918486873007721,0.030023319082782746,0.3630068712544569,r8070216.trees
0,10001.0,250,108,-0.25165228273160095,1.0383836902367916,1.539781263415739,-0.9720481760072848,1.863625225167509,0.10770856685606771,0.02915547821785677,0.48681635495736075,r8070217.trees
0,10001.0,250,108,0.5563493731978921,-0.10919925516191432,1.7335819608765317,-0.8016018721606404,0.760222937348579,0.13481188347585496,0.03382588946966272,0.31222034643170593,r8070218.trees
0,10001.0,250,97,-0.6661791187359047,1.4865218099259752,1.7634402441510948,-0.7367665365394063,2.1225011450475306,0.07045490750920301,0.03566382465345252,-0.03005706656171025,r8070219.trees
0,10001.0,250,123,0.11318875201547297,0.7653833015415917,1.807645666912705,-1.0770879588552082,1.9066576119874037,0.16039007216502804,0.0290539242621208,0.6244806910690902,r8070220.trees
