#/home/enes/bim/BIM.py trees/r8020051.trees,trees/r8020052.trees,trees/r8020053.trees,trees/r8020054.trees,trees/r8020055.trees,trees/r8020056.trees,trees/r8020057.trees,trees/r8020058.trees,trees/r8020059.trees,trees/r8020060.trees,trees/r8020061.trees,trees/r8020062.trees,trees/r8020063.trees,trees/r8020064.trees,trees/r8020065.trees,trees/r8020066.trees,trees/r8020067.trees 250 --stats=all --eta=etas/BC.json --out=outs/869102146.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,FayH,FulD,TajD,ZngE,Colless,btree,path
0,10001.0,250,75,-0.4805835547187499,1.7484799794724786,0.06556692040066608,-1.277026424078354,1.7169744793485793,1.1488537437702702,0.026106507194229574,0.9063914621069165,r8020051.trees
0,10001.0,250,66,-0.1148402890713571,1.3962517364913334,0.11022086585327859,-0.4947585593334029,1.613025767542116,0.8042688054797484,0.03262107570065208,0.4210393103883871,r8020052.trees
0,10001.0,250,63,0.11834474093756944,2.7822896408896995,0.12729160764615516,-0.09285144646115784,1.3983010735025185,0.5203820257857208,0.042226972405752045,-0.6888074000199154,r8020053.trees
0,10001.0,250,74,0.08223586448886124,4.385670521621032,0.12475112470707977,-1.253265093762514,1.450233507139359,0.5760505177102246,0.03049450664259535,0.34274657356966076,r8020054.trees
0,10001.0,250,72,-0.17187455945235008,2.323312232362095,0.11056701210479909,-0.9531738397344413,1.7290928588580947,0.9039359441599722,0.03504921256573025,0.13178030427477916,r8020055.trees
0,10001.0,250,69,-0.16190269898038823,2.226851177932035,0.09253313441275089,-0.6028566239973344,1.4770852755269128,0.7833464815543728,0.038364602103428375,-0.24624222431308435,r8020056.trees
0,10001.0,250,57,-0.39433350608616036,2.453383550743033,0.040451645034878636,-0.41905967781087733,1.2338856639913043,0.859098224829768,0.03903820928876797,-0.20276061928393532,r8020057.trees
0,10001.0,250,65,0.11350686401335125,1.813917319147669,0.10239503000772286,1.4753143374216262,1.094401553927143,0.39099871633133204,0.036355620191483945,-0.13671669207455328,r8020058.trees
0,10001.0,250,74,0.11365830166703438,1.1211352185512948,0.08196630155197714,-0.7646441268550348,0.844217918849257,0.28223527380550223,0.037028760202098714,-0.04862339352587601,r8020059.trees
0,10001.0,250,63,-0.42879368885035374,1.2998432652683052,0.05967333845555853,0.7597117997293841,1.542289532859143,1.0250360406992212,0.033286994130367634,-0.11798568601169206,r8020060.trees
0,10001.0,250,65,-0.44099463247521564,3.4380394928028197,0.07290858629605437,-0.45664954981119865,1.7338051201030904,1.120183999769289,0.040788152610441775,-0.2330978922610256,r8020061.trees
0,10001.0,250,71,0.019414303996242947,0.6615986883282206,0.06154284507155615,-1.1782046641698631,0.7518508872222593,0.31691046783013915,0.035726861125228805,-0.02255171144577118,r8020062.trees
0,10001.0,250,61,0.19783539604354766,3.061887625142307,0.08002880997142003,1.1718571002573948,0.6503038162317222,0.12652539099357443,0.03475838839227879,0.04845988800031631,r8020063.trees
0,10001.0,250,65,-1.5586065723871323,1.461288226525432,-0.009461547353133981,-0.7326443908444594,2.7308447964333658,2.461259346789231,0.030969378362345822,0.48031933922560865,r8020064.trees
0,10001.0,250,59,-1.0379492824935952,0.35668747027896763,-0.006910307018168171,-0.8070051971883656,1.8175723019634649,1.6351710268051167,0.04010882238631948,-0.3171576535147155,r8020065.trees
0,10001.0,250,80,-0.5064739772995871,2.338125071382827,0.05807223387749824,0.20123382735276676,1.669141533550268,1.1502641943643714,0.033723324890217156,0.0720183755131971,r8020066.trees
0,10001.0,250,73,-0.2770440885171398,1.8054382209253772,0.04984698245847724,-1.476357042930451,1.143781573385563,0.7300316140876096,0.027022066761670335,0.5703001673654372,r8020067.trees
