#/home/enes/bim/BIM.py trees/ir8050106.trees,trees/ir8050107.trees,trees/ir8050108.trees,trees/ir8050109.trees,trees/ir8050110.trees,trees/ir8050111.trees,trees/ir8050112.trees,trees/ir8050113.trees,trees/ir8050114.trees,trees/ir8050115.trees,trees/ir8050116.trees,trees/ir8050117.trees,trees/ir8050118.trees,trees/ir8050119.trees,trees/ir8050120.trees,trees/ir8050121.trees 250 --stats=all --eta=etas/BC.json --out=outs/512875907.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,ZngE,TajD,bsfs,FayH,FerL,btree,Colless,path
0,10001.0,250,81,-0.2864689533546729,0.970111881369434,1.9971146789874643,1.7003570771819911,0.1404149769001982,-0.10250850819685675,-0.7553052658463667,0.046762318089562556,ir8050106.trees
0,10001.0,250,79,-1.5960492891092273,1.5786384031615688,2.490005912323267,3.7232308039446873,0.11059154774103196,-0.5860870971828178,-1.2766621834573921,0.05165104863900044,ir8050107.trees
0,10001.0,250,94,-1.2475074373534478,0.9494044263901518,1.9751466922260734,2.2341126946807734,0.14023575033046937,-0.08397049974213715,-1.4460132593037642,0.05541925767586475,ir8050108.trees
0,10001.0,250,71,-1.6862643650923914,1.3665875253197592,2.6546548508010432,1.6438437248079096,0.17353474514516581,-0.2383206179615734,-1.4097088120647845,0.054349116897698314,ir8050109.trees
0,10001.0,250,67,-1.336586483997754,1.9502056086440507,2.569266168804362,3.688446112086901,0.05654515367097689,-1.0115939340250062,-1.763342425975236,0.05840412340606667,ir8050110.trees
0,10001.0,250,65,-0.1806547087779381,0.8748414982372149,1.6038193088675383,3.3254104495239334,0.09622215138375895,-0.20787927941178752,-1.5145213173735037,0.054457075614285096,ir8050111.trees
0,10001.0,250,104,-1.0687398252641311,1.755580626828969,1.996873283216387,1.1330092560538796,0.005457296369465875,-1.066167756092702,-0.6910768610841713,0.044116914307353476,ir8050112.trees
0,10001.0,250,74,-0.03171267649381581,1.5131299050749898,1.961931512483914,6.163299702881274,0.039612313096227855,-0.7979283992721182,-1.0400639958836142,0.045796087576110894,ir8050113.trees
0,10001.0,250,65,-0.45664954981119815,1.5395144107543874,2.2641674473975595,5.739797685145447,0.0815361116389917,-0.6709494937585323,-0.7119843410515596,0.04461933756531502,ir8050114.trees
0,10001.0,250,57,-1.9789574318189578,0.9657247965130852,1.9696161381564266,3.229846455604721,0.13800812335498344,-0.12619838937260275,-0.6237893506441023,0.04146586345381526,ir8050115.trees
0,10001.0,250,71,-1.6862643650923916,1.5480020468635374,2.2506963785575,3.827465207128423,0.07831751314766393,-0.684566339822435,-1.6354523711885958,0.05329058168156496,ir8050116.trees
0,10001.0,250,43,-1.232617564803466,1.413912011167751,1.9654096217178258,5.1221925559316865,0.05432443756508486,-0.6991193234768444,-0.2683420156550049,0.03575592693354062,ir8050117.trees
0,10001.0,250,94,-0.07945308871926118,1.0101216208830521,1.79599498830142,2.4860554179419347,0.10221077207053408,-0.25807195279271594,-0.412240833083589,0.042492550848555515,ir8050118.trees
0,10001.0,250,74,-1.008954610308774,0.8255326922683766,1.797370250295717,1.8190846773173435,0.13497120919458142,-0.03634140221380105,-0.2697685027626568,0.04016064257028113,ir8050119.trees
0,10001.0,250,72,-0.2010585345237439,1.6106449130219889,2.3124926922300424,4.239967606227605,0.07697843526930306,-0.727646542412586,-1.883701922633818,0.060653905946366105,ir8050120.trees
0,10001.0,250,80,-1.3873990394936182,0.6191691381141677,1.3634969551797949,1.545418287972605,0.10342963826344248,-0.016838793443601726,-0.6112696712714815,0.04723733644254437,ir8050121.trees
