#/home/enes/bim/BIM.py trees/r3010060.trees,trees/r3010061.trees,trees/r3010062.trees,trees/r3010063.trees,trees/r3010064.trees,trees/r3010065.trees,trees/r3010066.trees,trees/r3010067.trees,trees/r3010068.trees,trees/r3010069.trees 50 --stats=all --eta=etas/Fn.json --out=outs/703509028.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,bsfs,FerL,TajD,ZngE,FulD,btree,Colless,path
0,100001.0,50,301,-0.059029511075002226,-0.5653359728169802,-0.4151062308256271,-0.13610222036348904,0.2935720493703536,0.05396379494945177,-1.3928385731698079,0.17613271723783858,r3010060.trees
0,100001.0,50,450,0.07455171442310052,1.349896444298901,0.43880442822567417,0.3238523930040886,-0.217328028905042,0.22990900454019528,0.31231664113189767,0.10983704706372344,r3010061.trees
0,100001.0,50,555,-0.013729443225053754,0.8846348002746072,-0.6653710820954334,0.9299907560508816,1.0651557639228968,-0.704377166541422,-0.04656289779868303,0.16318141606418354,r3010062.trees
0,100001.0,50,408,-0.08478463310897036,-0.43151337419381103,-0.7866865296942332,0.1215597886020505,0.7523323823726739,0.3018824806324792,-0.9167288276724428,0.1591428969248518,r3010063.trees
0,100001.0,50,408,-0.010992286709822566,0.511375519926967,-0.32365990900073344,0.39207345574595776,0.48614151624426116,-0.4966217175633906,0.477730011878297,0.1346522052529621,r3010064.trees
0,100001.0,50,393,0.0423924264027348,0.5349012854174316,0.3041047417415566,0.09037502496066353,-0.21989575080798496,-0.12615445423978802,0.5822820842149639,0.11695447409733117,r3010065.trees
0,100001.0,50,429,-0.08060606089094392,-0.8507458989688285,-0.5174421067736509,-0.276488389072389,0.31077679144532055,-0.21926810939719765,-0.6892175710613565,0.15191528992549402,r3010066.trees
0,100001.0,50,423,-0.02996993852058488,-0.7817589660230779,0.011155737779217705,-0.44816127736364764,-0.24126710633016993,0.20951650731839197,-0.07503836496161978,0.1342259447131452,r3010067.trees
0,100001.0,50,407,-0.015292634947350245,-0.32841846000321795,-0.05155807763217556,-0.13142927403198004,-0.022665931476553207,0.05601652568860085,-0.2276307998611035,0.12764845521541945,r3010068.trees
0,100001.0,50,500,-0.0627337872108974,0.04106009777554256,-0.717898096298325,0.3173256935969361,0.7937059224527494,-1.0713230714587836,0.10723220769993697,0.11894468313641245,r3010069.trees
