#/home/enes/bim/BIM.py trees/r8120000.trees,trees/r8120001.trees,trees/r8120002.trees,trees/r8120003.trees,trees/r8120004.trees,trees/r8120005.trees,trees/r8120006.trees 250 --stats=all --eta=etas/BC.json --out=outs/704648020.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,bsfs,FayH,TajD,ZngE,btree,Colless,path
0,2501.0,250,14,0.05633928395566939,0.7478772545717276,2.90092831964397,0.04963460471407736,0.39711727928683777,0.11580359462201809,0.13154564596349216,0.02879258971369348,r8120000.trees
0,2501.0,250,12,-1.378949266302155,-2.356251271886407,3.2957598287694703,0.050024378971255806,3.234958237602205,2.393616121903467,0.7618804372256033,0.026914108045083558,r8120001.trees
0,2501.0,250,8,0.8556550989498845,1.120547557355928,9.120471661981977e-07,0.17109988789868413,-0.25004852257570503,-0.7766028445027298,0.32993788104405536,0.028738610355400096,r8120002.trees
0,2501.0,250,4,-0.24652120882031137,-1.7193945226261713,1.0997425577685551,0.1779354142398941,1.6852591805640074,0.8249752911651854,-0.12038489115384159,0.036659181528983315,r8120003.trees
0,2501.0,250,10,0.410032795827234,0.4973207385797263,1.011765558974722,0.2149233803011955,1.1880576730184635,0.14381214982698184,0.3419306269993974,0.033557167739056586,r8120004.trees
0,2501.0,250,9,-0.7506038568130936,-0.7089587510095277,3.4131631741657555,0.059680824216818903,2.0599110643889826,1.4052035708079424,0.15406804323687445,0.03421751522217904,r8120005.trees
0,2501.0,250,8,0.2522320619144077,-2.1336902172929455,0.8216357989556601,0.11848325803934924,0.5201472225472163,0.0024377746707872124,0.6280453591190637,0.027613680528565877,r8120006.trees
