start,end,N,SS,FerL,bsfs,FayH,ZngE,TajD,FulD,btree,Colless,path,iColless,ibtree
0,2501.0,250,18,0.03553965401588628,1.8433577509294603,0.10991992415832406,0.4325240420055795,1.1195648215303495,-1.6858798410735365,0.1503736062773755,0.030800621842207537,8070000,0.04976357041067496,-1.097240066383186
0,2501.0,250,13,-1.0402085336203788,1.1767118567428088,-0.017311494964933255,1.5877879285740677,1.8845039061959277,-1.2721674407506367,0.5647413682275738,0.0355964802136586,8070001,0.05609534913848944,-1.6883182763124127
0,2501.0,250,8,0.6046842810205567,9.120471661981978e-07,0.1632409377193299,-0.4049037255506596,0.19268464551266928,2.7476664446803647,0.9070941070282874,0.02876020209871745,8070002,0.05395776655007125,0.14194537169647198
0,2501.0,250,15,0.23272795490829706,1.1455879095930988,0.14960063483673594,0.2614422204731943,1.099523421940562,-0.4602920395039865,0.3200242190267931,0.030444358077471177,8070003,0.05607915533100143,-0.6847590012969943
0,2501.0,250,12,0.35644941537906555,4.72985831489979e-06,0.08454604505919831,-0.2341985851632877,0.12401399267022345,1.2374296820739523,-0.2242410259993468,0.04056953620935354,8070004,0.044921621971757995,-0.3360031944826539
0,2501.0,250,12,-0.9684206849150152,1.6033508995489771,-0.04403895655763787,1.368691324132563,1.4919796775705394,-1.1583576205662869,0.05202615827825642,0.033380835168631516,8070005,0.06981150408083947,-1.6035970149422123
0,2501.0,250,15,-0.5451232848399931,2.3849244056152448,0.04675949574114749,1.067667842473375,1.5559336915047313,-1.4636660782230697,0.6344917968445494,0.03110020728073585,8070006,0.02914885347842985,1.339646598018973
0,2501.0,250,16,-0.5802594791669192,0.8971434409712105,0.051016552383618616,1.1463230185358224,1.6724165527905148,-1.5450791905361414,0.763694364119647,0.030008597439611817,8070007,0.07931726907630522,-0.6875282941422733
0,2501.0,250,20,0.4798492114731315,0.7312700563137515,0.12095778763534365,-0.2143071053121084,0.4088316030275033,-1.8034974320550123,0.3515563451958455,0.03161355097810598,8070008,0.046929654100272056,-0.4832328975494488
0,2501.0,250,17,-0.0889970796739416,2.168521512810362,0.0275860891887236,0.2630892096198938,0.4681613188603639,0.1933801796093992,1.0486242836674065,0.02912186379928315,8070009,0.04705920456017619,1.229124486256174
0,2501.0,250,13,0.8254630895366681,0.3728732443659189,0.16894523740694806,-0.6316070842226713,0.06506825155115252,2.1025456070515136,0.6148816607607621,0.028542321779787768,8070010,0.06804637906464568,-2.0688092488159366
0,2501.0,250,23,-0.5713423687889077,0.7068396003383369,0.026939612984249864,1.042441861073837,1.3983486964195329,0.1616710994619048,0.3635128850111042,0.03584383617418985,8070011,0.031092110376991836,0.4410250498926624
0,2501.0,250,23,0.0017414592168230466,3.2558742630871897,0.08212945791727545,0.3856761267155852,0.925337927264244,-1.9477653591241628,0.6373145542604576,0.02711450641274777,8070012,0.051340847260007774,-1.3881443738487973
0,2501.0,250,16,0.2756428868010591,0.4849860334447573,0.07236719410633789,-0.12821080708679553,0.2248448035513496,1.311487276457541,0.3383894686235634,0.027875771074371933,8070013,0.04440342013214147,-0.4012995115845085
0,2501.0,250,19,-0.1863953618831683,1.8890096516777708,0.08067905242605718,0.6623113240353877,1.2423003830475359,0.7317926280143299,1.5774506553241108,0.025029148853478428,8070014,0.049110420175324965,0.3040565818148525
0,2501.0,250,14,-0.8965023241828971,3.634916218313319,-0.006736885725676802,1.4018266378391715,1.6972871235597675,0.7478772545717278,0.7434877657922111,0.02849390393113673,8070015,0.033618344345122425,0.04572135494611923
0,2501.0,250,17,-0.4725615179980889,2.7436253181992565,0.006286403420969008,0.7824480210194417,0.9875061143087396,1.0994680023857824,0.394097785304008,0.03163730189575506,8070016,0.03745303795828475,0.0636813492071934
0,2501.0,250,16,-0.015804061999711978,1.5036122872212383,0.04412775217541918,0.21541350864479264,0.4965054217778974,2.2636760987887685,-0.17422993015941754,0.034681737703502184,8070017,0.0437556678326208,-0.2115698127017676
0,2501.0,250,24,-0.02519888767508561,1.844272843493056,0.11561804792711805,0.5925252958874083,1.3646123097985932,-0.6332035598380018,1.4635860975778237,0.02925064312549738,8070018,0.04059093516924843,0.4886313161794874
0,2501.0,250,22,0.2384972294785959,1.2300505861867763,0.11295897636679555,0.14697363654091716,0.8100247007733232,-2.633615329683029,0.6804986386080355,0.02981819752126787,8070019,0.03503692188107268,0.4252347227801083
0,2501.0,250,20,0.442134507803656,1.390152929766531,0.14061492638361353,-0.06406058440543361,0.6984832260163615,-0.2203194944787188,0.24642386575721556,0.02856263764736365,8070020,0.05240316103122167,-1.325689729812938
0,2501.0,250,16,0.4573041804520658,1.2794872113393594e-06,0.06573353464659024,-0.4468442634924499,-0.2002061682549179,0.3592984541263133,0.9300428833978732,0.027445264930690504,8070021,0.037650602409638564,0.6592469155752261
0,2501.0,250,16,-0.04720269676310331,1.1907283277495735,0.14267006761156548,0.6902398358375326,1.5976486979542894,-2.497268012867369,0.6166147367373905,0.032679103510817466,8070022,0.06762534006995724,-0.08763740139079802
0,2501.0,250,16,1.0602800563195254,0.5841779854315734,0.160819852671889,-0.9997670260787326,-0.3754089115638636,-2.497268012867369,0.9642571830331506,0.031791682860474166,8070023,0.06471045472211426,-1.9684937265187543
0,2501.0,250,13,-0.2535466454913059,-7.123906620505881e-06,-0.08057609450455629,0.07787164937628632,-0.3083819216530202,0.9776412577841304,0.30511622709245706,0.03457146558584568,8070024,0.03316491773545796,0.6971462178105124
0,2501.0,250,22,0.2939469903353972,-9.194991986519129e-07,0.022680443022636363,-0.3644167909434432,-0.30955015445837464,-0.4426837126389183,0.5071772120622414,0.030970656820831718,8070025,0.04590944422852701,-0.7627369827677626
0,2501.0,250,7,-0.1711739188520575,1.007095337141927,0.09928915124270096,0.5908466185504477,1.1783037514612793,1.5276143141084952,0.19144210482303795,0.029979154153269967,8070026,0.049229174763570416,0.0805310851070672
0,2501.0,250,17,0.8102866371623415,2.7626589002131874e-06,0.10677080333708183,-0.8263703660170888,-0.43687849872341017,1.0994680023857828,0.4011119648331787,0.03419248842878846,8070027,0.05463790646456795,-0.2699175909595517
0,2501.0,250,17,0.36763294612208536,2.7626589002131874e-06,0.04146629362254424,-0.4055106395381448,-0.2727783523140779,0.1933801796093992,0.7010385408611771,0.029826049064292363,8070028,0.0565422982251587,0.2457984484532033
0,2501.0,250,29,0.09775487157651422,0.10774014482238793,0.013958141662304168,-0.08748662677293706,-0.021361417195953847,0.1417412963187231,-0.046798228442861134,0.0353702198824624,8070029,0.04014984669862245,-0.5283543888045851
0,2501.0,250,21,-0.9530978595881612,1.4930986673479612,-0.006113127416285552,1.4969545751034452,1.7656963575134357,1.1834217993038445,0.3553455705174267,0.032535672644495035,8070030,0.049974089908019166,-0.9849066901234942
0,2501.0,250,25,-0.22180243859171672,2.6872275786414512,0.08386297186547106,0.7595863474107699,1.3838075927406202,-0.7186113859275949,0.8754111922020642,0.03046810899512026,8070031,0.04188528306775489,0.5882587238140486
0,2501.0,250,27,-0.7369722968436351,3.5215040291794235,0.04246061866741108,1.3897975199410983,1.8911536247046332,-1.4852033420933957,0.58401521942129,0.030201450965150933,8070032,0.03480743249495679,0.7367073493879488
0,2501.0,250,21,-0.4090411737496514,-5.196424950553218e-07,-0.03182860745150687,0.5072438930833576,0.432684003302393,1.94311728992564,0.20964076544524635,0.0366573822170402,8070033,0.042338709677419366,-0.3031263459698164
0,2501.0,250,16,-0.1694319783519979,1.3057562238981413,0.05027432475175877,0.4871891038143217,0.8616258585497271,0.3592984541263132,0.2746645210581384,0.03880036274128774,8070034,0.10375912251155156,-2.5824370220802604
0,2501.0,250,14,-0.2931956642315853,1.6447387889282354,0.04823663435598239,0.6674488678518964,1.071446005815687,-2.4338026261574925,1.0772771145906344,0.034335498676734584,8070035,0.052014509651509264,-0.1973249230721396
0,2501.0,250,27,0.06727329036820899,4.461566604682505,0.07461315362764659,0.2575852357524995,0.7374533599295088,0.3516014154195584,1.0127425540238744,0.03242925619528807,8070036,0.04497560133005138,0.01541787523624986
