#/home/enes/bim/BIM.py trees/r8050238.trees,trees/r8050239.trees,trees/r8050240.trees,trees/r8050241.trees,trees/r8050242.trees,trees/r8050243.trees,trees/r8050244.trees,trees/r8050245.trees,trees/r8050246.trees,trees/r8050247.trees,trees/r8050248.trees,trees/r8050249.trees,trees/ir8050000.trees,trees/ir8050001.trees,trees/ir8050002.trees,trees/ir8050003.trees,trees/ir8050004.trees 250 --stats=all --eta=etas/BC.json --out=outs/885931874.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,ZngE,FulD,bsfs,FayH,TajD,Colless,btree,path
0,10001.0,250,46,-0.6227607691609267,1.3477497529902538,-0.20536846665308633,3.5563880165248483,0.06426953076340601,1.9477581413720197,0.045213110506542295,-0.8098343652302755,ir8050000.trees
0,10001.0,250,66,-0.6910023721288318,1.4203415326514521,-0.49475855933340335,5.004588103176119,0.054405878584391776,1.9559912261346577,0.05851362439003325,-1.5110896064801063,ir8050001.trees
0,10001.0,250,65,0.0957266740602069,0.6901015269640596,-0.45664954981119815,1.3155205204376317,0.15062604866427945,1.7402250482929085,0.050802673057822684,-1.0578151471347657,ir8050002.trees
0,10001.0,250,68,-0.6211340379890067,1.664511604712877,-1.0969315307385548,5.912162490109149,0.11755665286114324,2.6341235509448064,0.05466219717579997,-1.315992656200259,ir8050003.trees
0,10001.0,250,70,0.33942598777687366,0.27329959826264455,0.39282380177196247,4.554952821347802,0.14530993686552376,1.2376293445598117,0.03782873429200674,-0.1249437267800785,ir8050004.trees
0,10001.0,250,87,-0.33444735493112115,1.0734798929192353,-0.6833644806264699,2.317494099435698,0.09247424820887089,1.8040090218802758,0.03219976680917218,0.4033725856171856,r8050238.trees
0,10001.0,250,89,-0.16844173093131232,0.8621130289842825,-0.3257955332051028,0.9544967520638774,0.1021283860756948,1.6293233928674324,0.042113795684530234,-0.3106435202122085,r8050239.trees
0,10001.0,250,87,-0.7449089485653586,1.8320691047190827,-1.3120893211746034,6.021635073049509,0.109036241286049,2.762997045336527,0.02848561145000761,0.5316909715473321,r8050240.trees
0,10001.0,250,105,0.04483346849874607,0.9347243695345062,-1.2627996355441853,1.6412607302445794,0.17213966767227684,2.168859067914318,0.03516071454275886,0.10106173174831853,r8050241.trees
0,10001.0,250,83,-0.012603242812788035,0.8331023434135465,-0.13260370924515516,1.6877942696927803,0.14153526579017325,1.850703775246518,0.03362570516670789,0.31967106691866426,r8050242.trees
0,10001.0,250,70,-0.6370628883089524,1.4170029902948569,-0.3795086297446813,4.123776289854001,0.06882748020601241,2.0423190930466633,0.03541817037736198,-0.06809719417501323,r8050243.trees
0,10001.0,250,87,-0.43337670607373846,1.3230947224936909,-0.6833644806264695,1.723957029518495,0.10804817965434092,2.185108858562298,0.03340362645324428,0.39216331951188366,r8050244.trees
0,10001.0,250,60,-0.6091180516861808,1.1657646141504625,-0.2483506390917218,3.3667973143976706,0.03303674277664491,1.5348399699779653,0.03402466169663993,0.12413996953232219,r8050245.trees
0,10001.0,250,66,-0.36464359158005816,1.281508242021209,-0.49475855933340296,3.305451210008951,0.12343847012187517,2.2380209841575907,0.0315231147916729,0.3851462300950542,r8050246.trees
0,10001.0,250,86,-0.15225397658063405,1.0431553953607668,0.19138071279928087,2.22575136555289,0.13840138390437234,2.067139603279841,0.0355470268169452,-0.3843956368620839,r8050247.trees
0,10001.0,250,86,0.11791178615048273,0.4878247919889845,-0.4442949488248584,2.21212836600956,0.11775881518013813,1.3098226809124607,0.031235949490561868,0.24083763018086557,r8050248.trees
0,10001.0,250,65,-1.1471173289486232,2.1064413067249173,0.37133497328858317,4.147828871511872,0.045648060859091344,2.6788735269298813,0.03814721250593773,-0.3789223138119415,r8050249.trees
