#/home/enes/bim/BIM.py trees/r8000238.trees,trees/r8000239.trees,trees/r8000240.trees,trees/r8000241.trees,trees/r8000242.trees,trees/r8000243.trees,trees/r8000244.trees,trees/r8000245.trees,trees/r8000246.trees,trees/r8000247.trees,trees/r8000248.trees,trees/r8000249.trees,trees/ir8000000.trees,trees/ir8000001.trees,trees/ir8000002.trees,trees/ir8000003.trees,trees/ir8000004.trees 250 --stats=all --eta=etas/BC.json --out=outs/809228424.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,ZngE,bsfs,FerL,FayH,FulD,TajD,btree,Colless,path
0,2501.0,250,16,-0.8373264404601638,1.2794872113393596e-06,0.7130167906861256,0.06986217584881081,-0.5928903682049141,-0.6564308078509209,-4.161728882787554,0.0834952714082135,ir8000000.trees
0,2501.0,250,16,1.7179889256165553,1.3513043958051631,-1.3823959875016723,-0.11350284114082193,1.3114872764575403,1.5042500642329324,-1.1106401620801538,0.05337478948050266,ir8000001.trees
0,2501.0,250,18,0.609732671664136,7.942844380620404e-07,-0.5950500779523553,-0.07666657887790397,1.771461020041869,0.32601484203449554,-1.4883752318118961,0.05152059852312476,ir8000002.trees
0,2501.0,250,15,-0.48251394291721567,-1.3710168515947672,-0.12846303413708896,-0.1625301560610246,0.5430819992150967,-1.438585756869706,-1.5403530490680541,0.07342272315066718,ir8000003.trees
0,2501.0,250,7,-0.7876890394122851,1.690525703800356e-05,0.7975911195616499,0.1483669132743897,3.319356447001475,-0.4018832862226499,0.934447446356609,0.0506866174374919,ir8000004.trees
0,2501.0,250,19,-0.031503948290993705,1.502029232567351,0.4173001837970906,0.14080447971586874,-2.5735386685499315,0.7312085534077082,-0.2524480446079628,0.04143995336183444,r8000238.trees
0,2501.0,250,19,-0.0479580654212636,1.5347518593051563,0.34057422431064754,0.10998861905060409,1.558125452155395,0.5429241393094454,0.2632071963096533,0.03398000604568813,r8000239.trees
0,2501.0,250,18,1.5272160607027943,1.497908250761104,-1.0843594395787697,-0.046238278377253875,-1.6858798410735363,1.6047866437493816,0.54145075239187,0.03407536957867311,r8000240.trees
0,2501.0,250,12,-1.4132474126741779,-0.9100248461898185,1.1187490459502831,0.09343822613843746,2.435323333394072,-1.3042985916765164,0.4419361110702407,0.032120417152480894,r8000241.trees
0,2501.0,250,12,0.35532582859215733,0.4181100854791405,-0.23880928619194441,-0.006344860313130238,0.039536030753832795,0.4123936594763811,-0.28956867128162583,0.03930560953491385,r8000242.trees
0,2501.0,250,14,-1.0633381769068468,1.551339111253063e-05,0.911791911725981,0.09431640015947534,-1.373242665914419,-0.8308493021505879,0.16377483285483066,0.03321581255899173,r8000243.trees
0,2501.0,250,10,-0.075090275421425,-0.3751231506248292,-0.16658723819913762,-0.09181817355940881,0.4973207385797265,-0.5248140558076935,-0.2562191156505582,0.041022962819018,r8000244.trees
0,2501.0,250,11,0.6925826327364116,0.37132024210961223,-0.5134622473026086,-0.03253598441706958,0.2523487190495644,0.7133906036337309,0.02107801079775686,0.038821954484605084,r8000245.trees
0,2501.0,250,10,0.3101779930157713,1.331586504129518e-05,-0.30401405862250336,-0.04679813790399202,-0.8809206284569866,0.17305209501957078,-0.732924692197331,0.05033359243425315,r8000246.trees
0,2501.0,250,8,0.37922866237562514,1.3647529714206188,0.03490021160652477,0.12782774148431308,-0.5065713299685085,1.0444846503340146,0.4130644402596428,0.029387712138878093,r8000247.trees
0,2501.0,250,17,-0.18761872441074837,1.0135089244655717,0.5588022992681304,0.16084258874136118,2.0055558251621655,0.6308059025021843,-0.9475069557565883,0.04656043528954528,r8000248.trees
0,2501.0,250,18,-0.33633275441622396,0.8173399486649591,0.5931786408324339,0.1374101780880133,0.9071258047630174,0.33442909328684867,0.9092221304230702,0.02783895438384362,r8000249.trees
