#/home/enes/bim/BIM.py trees/ir8000106.trees,trees/ir8000107.trees,trees/ir8000108.trees,trees/ir8000109.trees,trees/ir8000110.trees,trees/ir8000111.trees,trees/ir8000112.trees,trees/ir8000113.trees,trees/ir8000114.trees,trees/ir8000115.trees,trees/ir8000116.trees,trees/ir8000117.trees,trees/ir8000118.trees,trees/ir8000119.trees,trees/ir8000120.trees,trees/ir8000121.trees 250 --stats=all --eta=etas/BC.json --out=outs/985360740.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,bsfs,ZngE,FulD,TajD,btree,Colless,path
0,10001.0,250,45,1.082429457736336,0.11250778791670475,2.6374772849561844e-07,-1.1399209213124881,-0.14595048040918823,-0.619077035657969,-0.4519554455383868,0.04013750855958396,ir8000106.trees
0,10001.0,250,50,0.9478191273910849,0.182937144986025,1.1440240558365824,-0.5327975970928468,-0.42115004148078117,0.528470294677901,-0.35991578510407557,0.04058599991363303,ir8000107.trees
0,10001.0,250,60,0.8808979860063342,0.0791206707154006,-0.287155694432577,-0.9807471497556705,1.8336884277513896,-0.6154584430703566,-1.3527432806099482,0.057826287227764096,ir8000108.trees
0,10001.0,250,57,1.0559015482748646,0.07840371974919838,-0.9711893193197606,-1.2690362368083923,1.140838076197203,-0.9528479187229825,-1.0924407799608553,0.05322724590116739,ir8000109.trees
0,10001.0,250,80,0.03385654840810143,0.05351408745599774,0.6065635873456267,0.2516124985751547,-0.9335039346803651,0.6280775130679125,-0.32658988252766635,0.043564286471398796,ir8000110.trees
0,10001.0,250,55,0.22419823456775315,0.06325974314324186,1.3462821266969633,-0.013426539504075427,0.31753101700175407,0.38180226682541757,-0.7788511616301201,0.04582616179001721,ir8000111.trees
0,10001.0,250,87,-2.6477482569073216,-0.2699259570041372,-0.7976990364137863,2.7210876869272056,-1.3120893211746034,1.3078298143837084,-1.3443908379555969,0.05470987894229247,ir8000112.trees
0,10001.0,250,49,0.24313619192083544,0.11215718293242843,1.1603365678208637,0.21611241194932204,-2.5230166822931426,0.9450678323271126,-0.6972888313425444,0.046134358221416136,ir8000113.trees
0,10001.0,250,63,-0.11791754119713542,-0.03140262659004763,0.12286784674210667,0.01472272398992195,-0.6612269439215184,-0.18249499078350054,-0.6759054325681108,0.051017967652246705,ir8000114.trees
0,10001.0,250,54,0.9451582039040022,0.09893565147800887,-1.852210744612908e-05,-0.9802325280772611,1.688846171615063,-0.49963464960693366,-1.7652062965436839,0.0613299974089908,ir8000115.trees
0,10001.0,250,74,-1.1529063021349473,-0.1689508481816497,-0.5561654435139886,0.9011596929184084,0.7012187738674023,-0.06633608348223215,-1.5505381630147343,0.062472470527270375,ir8000116.trees
0,10001.0,250,62,-0.1052842956278565,-0.05430980987743632,-0.26123631822172044,-0.13312515385861265,0.8184438352044731,-0.49535660017752275,-1.5353507244175848,0.06315584920326467,ir8000117.trees
0,10001.0,250,87,0.9420052002473224,0.10286865657443975,0.3919954362053486,-0.9286859022560555,-0.8929394274758473,-0.37678915837750443,-1.770421103591225,0.0663095932115559,ir8000118.trees
0,10001.0,250,54,0.6417332750161366,0.04786384552844736,-1.852210744612908e-05,-0.7715051584541189,-0.2793068957810524,-0.5813222235045901,-0.9785089385223171,0.05494963725871227,ir8000119.trees
0,10001.0,250,52,0.7535983609502569,0.030561772042117765,-0.3247271690140856,-1.0472351044367054,-0.1778699926610998,-1.0073005650769227,-1.1859964778308367,0.05915058081789524,ir8000120.trees
0,10001.0,250,57,-0.16042515428605034,-0.02004432505467264,0.6986032941905087,0.1478879992719739,-0.7310392286124936,0.042369354194019125,-1.1534167112970664,0.0580460801020459,ir8000121.trees
