#/home/enes/bim/BIM.py trees/ir8110170.trees,trees/ir8110171.trees,trees/ir8110172.trees,trees/ir8110173.trees,trees/ir8110174.trees,trees/ir8110175.trees,trees/ir8110176.trees,trees/ir8110177.trees,trees/ir8110178.trees,trees/ir8110179.trees,trees/ir8110180.trees,trees/ir8110181.trees,trees/ir8110182.trees,trees/ir8110183.trees,trees/ir8110184.trees,trees/ir8110185.trees 250 --stats=all --eta=etas/BC.json --out=outs/202825163.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,ZngE,FulD,bsfs,TajD,FerL,btree,Colless,path
0,10001.0,250,90,0.030323218128106757,3.566256137371835,-0.964364784288003,6.202300164266902,4.196886697607262,-2.0986926870020093,-0.8951682365156863,0.04351276072030055,ir8110170.trees
0,10001.0,250,91,0.040319008835775695,2.6815859666190205,-1.790349059764611,2.53601223024,3.268562986819508,-1.515183271126297,-1.9658387067666634,0.0626012112968001,ir8110171.trees
0,10001.0,250,75,0.03750614290848075,3.1376555719596064,-2.0007289396427366,6.148145432876783,3.780636907184763,-1.8114095308939664,-1.3423232156500642,0.055836248218681175,ir8110172.trees
0,10001.0,250,90,0.08582297014325715,2.348597072983368,-1.1672836318499673,2.821500102259323,3.1910090059561655,-1.1464536280294824,-1.1558023568719507,0.04948179816038347,ir8110173.trees
0,10001.0,250,109,0.13229265525058787,2.0335522161074526,-2.0048441344680024,2.2214614376148654,3.134941165655098,-0.7776426715939111,-0.8680565765844083,0.04616449669646327,ir8110174.trees
0,10001.0,250,84,0.058169998479670346,2.4762357925212304,-0.38330548032837813,5.591213323832547,3.159263901709985,-1.3260310438953635,-0.9709518474045845,0.05084855551237207,ir8110175.trees
0,10001.0,250,101,0.07280069086653786,2.515378791541158,-1.191511440246584,3.918613308745833,3.2871212511950243,-1.2932935304642734,-0.1704708544024067,0.03807488016582459,ir8110176.trees
0,10001.0,250,76,-0.005157026405210252,3.6321438317011827,-1.0619630068483568,4.825068645333588,4.062830378408134,-2.2679362695744034,-1.9045981173315647,0.05295375048581422,ir8110177.trees
0,10001.0,250,72,0.0820212512700773,2.1899145596301994,-0.7024687379975418,5.141003788940092,2.999227328820712,-1.0688371187695898,-1.5769655954621251,0.05626700349786242,ir8110178.trees
0,10001.0,250,86,0.07520258878178308,2.202303858060395,-1.7156462720731365,4.383265254862963,2.9602375277472843,-1.0951608906790187,-0.37266327650078046,0.04093794532970592,ir8110179.trees
0,10001.0,250,104,0.01999675783421366,3.8305938603415077,-2.659312339239984,6.368156587370978,4.409921546311085,-2.297071604224543,-1.7631559840181605,0.05816815649695556,ir8110180.trees
0,10001.0,250,79,0.04330146155282021,2.8529472572134167,-1.5960492891092275,5.590086480909927,3.4919398526777763,-1.6134755829186738,-1.0600497041224421,0.053471952325430755,ir8110181.trees
0,10001.0,250,107,0.13100698803037786,1.5416751795901835,-0.9525767081566293,1.657266781561469,2.5778198147405256,-0.4787657521146312,-0.2868415837786988,0.0430863237897828,ir8110182.trees
0,10001.0,250,84,0.039993894120492,2.7030705427941015,-2.1167706943390727,5.245913925417877,3.29679243706252,-1.5311516963608363,-0.22322805551655542,0.03907025953275468,ir8110183.trees
0,10001.0,250,70,0.0351735424665848,3.218038707563809,-1.9241734927779686,6.499197417404418,3.86407243217963,-1.8709132315900086,-0.7156595097773616,0.04279483525499849,ir8110184.trees
0,10001.0,250,82,0.039846912290221304,2.2645787786523908,-1.2062802341456293,5.730129472856727,2.8045412263892677,-1.2606429420543734,-1.043051709052855,0.051107656432180334,ir8110185.trees
