#/home/enes/bim/BIM.py trees/r8060187.trees,trees/r8060188.trees,trees/r8060189.trees,trees/r8060190.trees,trees/r8060191.trees,trees/r8060192.trees,trees/r8060193.trees,trees/r8060194.trees,trees/r8060195.trees,trees/r8060196.trees,trees/r8060197.trees,trees/r8060198.trees,trees/r8060199.trees,trees/r8060200.trees,trees/r8060201.trees,trees/r8060202.trees,trees/r8060203.trees 250 --stats=all --eta=etas/BC.json --out=outs/523249841.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,ZngE,TajD,FayH,FerL,btree,Colless,path
0,10001.0,250,59,-1.109134321132358,4.8963571000666235,3.70537762088959,4.242118480404809,0.0038903152549989942,-2.2847965578813723,-0.06166174550755281,0.03506989836177555,r8060187.trees
0,10001.0,250,55,-0.3274609709916466,3.9766748051284098,2.8798643353132,3.2693355548889174,-0.002868540846977521,-1.7966911055629842,0.05188597388841707,0.03413654618473895,r8060188.trees
0,10001.0,250,62,-1.4893146806158999,5.490848054855121,3.060910539478105,3.6472645659563208,0.026834575060906196,-1.8051259544480422,-0.08959387715208486,0.03411630392537894,r8060189.trees
0,10001.0,250,50,-1.4777107260146094,6.372135385895981,3.086582779041081,3.5951157582567337,0.009209184603663056,-1.885218022570215,-1.5444796159338965,0.055180399015416506,r8060190.trees
0,10001.0,250,43,-0.4239195416448746,6.068163255690032,3.453989356246419,4.144931988710867,0.02579722999292496,-2.0612152201649785,-0.12470383586971727,0.03580450835600466,r8060191.trees
0,10001.0,250,52,-2.2159237201768884,3.136491737757937,4.181858550917652,4.66347616316516,-0.019439508676921385,-2.6615333289253607,-0.3867928384964444,0.04075287324412859,r8060192.trees
0,10001.0,250,52,-0.5175456139137313,4.703696779634872,2.6176609048107395,3.0944530814387887,0.015890444738780898,-1.5708991203710299,0.08803230685099366,0.032420002591009196,r8060193.trees
0,10001.0,250,65,-2.1126185960107624,6.447943375460301,3.053600207061888,3.6568573666856845,0.03053803668104687,-1.7867727504390662,-0.40116868596589816,0.0387957359391483,r8060194.trees
0,10001.0,250,58,-2.3045064844089733,6.511957041810153,3.8497008002165027,4.455218681287969,0.01116359807639507,-2.3495980803637835,0.43810499566294153,0.028592866088007943,r8060195.trees
0,10001.0,250,42,0.047719259819079804,5.808643724725105,3.0204687771830283,3.513703092942051,0.0038403310675195995,-1.864718759145493,0.1466520586371691,0.029591484216435635,r8060196.trees
0,10001.0,250,65,-1.00863923187772,6.511962669014356,3.4269899902700636,4.045883733458735,0.025129445785490586,-2.037033286671597,0.6081422167451452,0.028284104158569762,r8060197.trees
0,10001.0,250,47,-1.380840408366428,5.432574553816954,2.6177743530865283,3.2770469184884656,0.04332063575801149,-1.4809135191731941,-0.3164446203855745,0.0350595932115559,r8060198.trees
0,10001.0,250,55,-1.2949489529817473,6.332521189362681,3.495965098068408,4.096386245228214,0.016848138645538798,-2.1116890986964343,0.29596741016615474,0.030444358077471173,r8060199.trees
0,10001.0,250,56,-2.5940716376677746,6.296569239945935,2.9561674948478758,3.5786066460036348,0.03287544444704284,-1.7216319493160066,0.40880400525627747,0.02734398002567455,r8060200.trees
0,10001.0,250,32,-0.6567095383381396,5.718702862253599,2.204296845646211,2.806073623629388,0.03748914342204056,-1.2545450532915547,0.3006213103861201,0.028776395906205468,r8060201.trees
0,10001.0,250,72,-1.2038789414713407,5.32980307872058,3.0730779746897947,3.551600140445172,0.012445991985942725,-1.860273631775641,-0.48096534984115474,0.041278015286954274,r8060202.trees
0,10001.0,250,53,-1.2307189338712314,4.014063248574692,2.7536803999125166,3.452323380599577,0.04859010806754669,-1.54390920916084,0.33308667714697726,0.030541520922399274,r8060203.trees
