#/home/enes/bim/BIM.py trees/r8040238.trees,trees/r8040239.trees,trees/r8040240.trees,trees/r8040241.trees,trees/r8040242.trees,trees/r8040243.trees,trees/r8040244.trees,trees/r8040245.trees,trees/r8040246.trees,trees/r8040247.trees,trees/r8040248.trees,trees/r8040249.trees,trees/ir8040000.trees,trees/ir8040001.trees,trees/ir8040002.trees,trees/ir8040003.trees,trees/ir8040004.trees 250 --stats=all --eta=etas/BC.json --out=outs/243137708.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FerL,bsfs,TajD,FulD,FayH,btree,Colless,path
0,10001.0,250,90,0.1893591616692133,0.2613214134218402,1.1065448526450368,0.8984074181471687,-0.7614459367260392,0.10577240284797128,-0.3938472721422911,0.041340766290970325,ir8040000.trees
0,10001.0,250,95,0.6859504693719077,-0.169299841504481,1.2186085572387655,1.230006558325506,-1.4592746223732806,0.07100501758983088,-0.2952273334665348,0.040858775604208954,ir8040001.trees
0,10001.0,250,64,0.5439878157312408,0.11568013701566374,3.828334608092952,1.446173715493891,-1.8175825443835922,0.1305236510794917,-0.27618305844514457,0.036929977976421814,ir8040002.trees
0,10001.0,250,64,0.7620467565617126,-0.3860281012228415,1.6269554494035519,1.0227754737042982,0.42266739623707317,0.02489888524977368,-0.5208855577428037,0.0468778339163104,ir8040003.trees
0,10001.0,250,83,0.9403376098487528,-0.24394735499376227,2.3336555536982098,1.6717063791608466,-1.0092480510360404,0.09513980676104425,-0.5863784410762215,0.04437508096903744,ir8040004.trees
0,10001.0,250,89,1.4845925256162622,-0.7804342264738084,1.7033852374856155,1.9167854548828427,-1.5563355799977918,0.0387210366461938,0.258120127127566,0.0315932187531488,r8040238.trees
0,10001.0,250,93,0.8057682281488685,-0.24363986707571508,1.377650061267816,1.3647042267640455,-1.0313953417880373,0.07107509421974474,0.5301517431788343,0.029178002331908287,r8040239.trees
0,10001.0,250,76,0.4590383213564229,-0.06731189651617484,2.302073737356203,0.9127617987728297,-0.3472595097849328,0.061507787208168956,0.44786992342877907,0.030174893120870582,r8040240.trees
0,10001.0,250,83,0.572450199450599,0.20792405595823954,1.5943819994834691,1.66503120778721,-1.228409136483762,0.15817159171854236,0.5801642524124547,0.028081812866111357,r8040241.trees
0,10001.0,250,85,0.5764318771487806,-0.10575977981037096,0.9809277704325625,1.1034373662929877,-0.8426624617688638,0.07048572959461083,-0.34645341690147347,0.03811062649642776,r8040242.trees
0,10001.0,250,84,0.19240468909130387,0.42833240325179983,3.7162715712183707,1.2102224474701524,0.050060823174295194,0.15382780816700223,0.628192434677827,0.02880807944259507,r8040243.trees
0,10001.0,250,125,1.1770243966035403,-0.2607087498610057,3.31102017973391,2.1488302588210173,-1.2570729043310056,0.12758587287942702,0.4888060032357227,0.02968754544180672,r8040244.trees
0,10001.0,250,88,0.3436248226873229,-0.03193390748735818,0.560871014879208,0.7134885627959094,-1.1245708080926966,0.050600933894367976,0.20179688990979952,0.034441143992251656,r8040245.trees
0,10001.0,250,93,0.5069154329175948,-0.003282948437097319,1.1303001830520891,1.1301625884626796,0.1486426708414165,0.0865222266079158,0.003919850799984459,0.03471142635056355,r8040246.trees
0,10001.0,250,85,0.41408084116440685,0.09800756069713328,1.421640754043887,1.1084350616746337,-0.41414106024341596,0.09947256534385368,0.3843347159807003,0.03188254325059612,r8040247.trees
0,10001.0,250,103,0.665469472521139,-0.1499952948056319,2.127735935819451,1.2162635958362458,-2.119690414512679,0.07239169875537192,0.537704011348445,0.028946649720065963,r8040248.trees
0,10001.0,250,70,0.15810645086371694,0.3802688134652074,1.4267980671721296,1.0516243997678838,-1.6667293489390875,0.13658838946212906,0.2873206876025021,0.03280484366307736,r8040249.trees
