start,end,N,SS,TajD,FerL,FayH,bsfs,ZngE,FulD,Colless,btree,path,iColless,ibtree
0,10001.0,250,53,0.9159412974944324,0.10605745091774996,0.0887848871671463,0.5789384630463277,0.3151318020996865,-0.5632217466162421,0.03486449638800978,0.3586326845768668,5020010,0.044921621971757995,-0.5625168542581418
0,10001.0,250,62,2.259550981322648,-0.6883186936043753,0.07878944839369739,1.3135518820379182,1.5495564853513442,-0.9123750516608059,0.0397456762534007,-0.20081087619439406,5020011,0.04235837358651196,-0.3910604896168533
0,10001.0,250,53,1.0800330156721532,-0.14683925930744765,0.06467487303715633,0.8207786941708037,0.5906408984871939,-0.5632217466162424,0.03963078118927322,-0.3948207145551236,5020012,0.04130500496610096,-0.3634546400500562
0,10001.0,250,63,3.329965147690655,-1.3535339244289415,0.067108757328241,3.422382245726004,2.558098536203382,-0.6612269439215185,0.027603244519295817,0.5232358487365384,5020013,0.056948222999524976,-1.4462715528745076
0,10001.0,250,78,1.735911376027205,-0.2429006836899067,0.10056323098214118,0.9616169252063412,0.9664395191376765,-0.182585530337572,0.030906233630172864,0.5364239592635538,5020014,0.037912016730516536,0.0034625504519773124
0,10001.0,250,46,0.90137931188279,0.39185018957500783,0.1316584426643814,0.8168054681674811,0.07631641208373763,-0.5855755769478823,0.04321317528177224,-0.4071897215447649,5020015,0.04948827568337868,-1.0178506258055848
0,10001.0,250,88,2.121585747934407,-0.23060475300436856,0.13147770595376124,1.6653494381297869,1.1313563008314922,-1.3318790001717646,0.04247760271856657,-0.3817570476909549,5020016,0.04077011859755739,-0.37468028516605373
0,10001.0,250,53,2.198597458815791,-0.40984671562929575,0.11533126003028342,1.2787672740165372,1.2917236203583826,-0.8969703402437369,0.0398865045435197,-0.5404465219916149,5020017,0.03996631688042493,-0.5306552689669066
0,10001.0,250,63,0.6563907213476736,-0.21202255883485965,0.021134667194438503,0.3526897089892438,0.4600648128478521,-0.9454146926516996,0.0347330180938809,0.2162443448334831,5020018,0.049755473506930936,-0.6837883262539549
0,10001.0,250,62,2.01686561290194,-0.5817573630355847,0.0750449530183611,0.6658401219009593,1.356812952132749,-0.9123750516608066,0.03872055040438251,0.02616802815387856,5020019,0.040296081687453626,-0.24468535390145474
0,10001.0,250,44,0.4537446479375654,0.5871258724199636,0.12540212359101965,0.6624027602463585,-0.27567637375202203,-0.08407018666124831,0.02882497732866952,0.5900453287690501,5020020,0.05015761972621671,-1.0154602285145051
0,10001.0,250,50,0.603094313039353,0.56686799244807,0.13245743932506213,0.5751859333678405,-0.19344212370831565,2.0441582224314834,0.029188601914991338,0.5623999082028779,5020021,0.0454490774156534,-1.0082844453526845
0,10001.0,250,39,0.2388105912507973,0.6242405313143018,0.11545507451453063,0.4443372080401787,-0.39895296320413376,0.2682766911472265,0.04562733105597263,-0.6334650859397605,5020022,0.04474888802521915,-0.5522370076146473
0,10001.0,250,50,2.5569989175332424,-1.4071214369177358,-0.003274457509037245,0.7250656266013727,2.2486832647570933,-1.1255238311700002,0.032782435425264815,0.23541821890338216,5020023,0.04217407263462452,-0.7563045701267598
0,10001.0,250,56,2.2910831889795658,-0.4530382589647146,0.11596843823086225,1.036650017388412,1.3694064585023995,-1.0083198550251768,0.031392047854813365,0.3048783382536997,5020024,0.042798761026510736,-0.4925217835082968
0,10001.0,250,60,1.614796003815149,0.2668008040766035,0.16644458901940068,1.2418745966415363,0.4947171497982029,-0.5457847914978804,0.030631209702332907,0.4339302373160077,5020025,0.04881173439276821,-1.0099682782893555
0,10001.0,250,60,0.8024591365512024,-0.08622496910468698,0.050967173370229386,0.9141827889407586,0.4222566254784754,0.9413859705329126,0.033417541132271016,-0.13513452157043132,5020026,0.05164529084078249,-1.2875470403060247
0,10001.0,250,55,1.3420373268621788,-0.13949493724995374,0.08644904055407854,0.6041578686769962,0.7002518762841861,-1.2949489529817475,0.0399531594118409,-0.2585575169459146,5020027,0.05024938463531545,-1.1768803256839324
0,10001.0,250,53,0.5000449777374525,0.8378146960497609,0.16325316844527926,0.6170583620124163,-0.4562936677853337,-0.2294731529887473,0.0336047074546062,0.2485371995586933,5020028,0.041567190420668865,-0.3187212670108444
0,10001.0,250,71,1.6450157606432545,0.3490710889510534,0.17837599652815328,0.9508005682792642,0.44597652047073744,-0.6701449632473342,0.03642610142804468,0.037793558620931714,5020029,0.03732903966094794,-0.2741491439725402
0,10001.0,250,54,2.2549892218289966,-1.6761260985531474,-0.0662541343576646,1.0029769718448436,2.337494778032023,-0.6073324070137393,0.030189305609534912,0.1148144326524018,5020030,0.033262080580386065,-0.12735681887240055
0,10001.0,250,62,1.089285711139488,0.3777094247636445,0.14056192053869848,0.9602272125692671,0.1748565764695128,-0.046965608228166984,0.034476616141987305,0.2182788946321131,5020031,0.041056699917951384,-0.19086727961949976
0,10001.0,250,67,0.7539701355268668,-0.011163404167021431,0.057567836354595475,0.5918638550567414,0.34182562193643606,0.5412480098054365,0.03248589463527079,0.2500949250954844,5020032,0.036991639012626185,-0.09333473818078264
0,10001.0,250,59,1.1130896940844195,-0.2938640289993874,0.045447493152865566,0.7967715768057813,0.7258578317721326,-0.2027469493003796,0.02880526312824932,0.6361107715835563,5020033,0.0389623008161679,-0.15759637691583814
0,10001.0,250,62,0.815403896276003,-0.05633134068296276,0.05619960988717638,0.3774966020083843,0.4043131636345069,-0.04696560822816704,0.039667010645474,-0.3087305308717158,5020034,0.03703199896359632,-0.1297151272884621
0,10001.0,250,52,0.25983955969875705,0.8371299016644891,0.14428202450881614,0.6414108750680114,-0.5608077876595559,-0.17786999266109926,0.03991611607721208,-0.4275155368816709,5020035,0.043085244202616925,-0.4994787861041606
0,10001.0,250,50,0.5175397712909163,0.43625179686009496,0.1062254367720866,0.6743828391582632,-0.12557102903140946,-0.06896314663617173,0.029375566783262086,0.3988720537363688,5020036,0.03701904391760591,0.052444627824293835
0,10001.0,250,47,0.9979523845310314,0.18703743075406087,0.10853370567878297,0.8161700545351308,0.2835552107621732,0.11032168173846972,0.032320526345011376,0.3383262794716586,5020037,0.03624893840595357,0.02020950077450761
0,10001.0,250,49,1.9311256526305247,-0.11693715218434478,0.13796171767880402,1.4332896207291224,0.9358278922662852,-0.729036763370562,0.0307068682199085,0.37265309474255504,5020038,0.040225417800233185,-0.3355098525657709
0,10001.0,250,62,-0.0951226895462496,0.6873316796315952,0.09186300295024263,0.3391299979487781,-0.5961175564048671,-0.04696560822816661,0.03009436288337533,0.461137158568517,5020039,0.050358692835859566,-0.9697670779937276
0,10001.0,250,63,1.4855706800041433,-0.3051951524648344,0.07304154799668795,1.0374316063966311,0.9003804672942929,-0.6612269439215188,0.03431699146817685,0.17383370307288315,5020040,0.04674747376603187,-0.7079686145913828
0,10001.0,250,49,1.5800070383303624,-0.4801176426804102,0.05574105910141328,1.0803714401620077,1.0752492156784716,2.1413311069055667,0.03530115083991881,-0.1414663348584572,5020041,0.0423759554346418,-0.5302853150891222
0,10001.0,250,51,1.7908680204429743,0.26547261663215377,0.1828037252509413,1.1781140108206305,0.5680889618192209,-0.4702188642782445,0.0333066135509781,0.23932163026432898,5020042,0.050921427646068135,-1.1126202284465347
0,10001.0,250,55,0.7299425205857112,0.4247011678501437,0.12036648267455498,0.9609911016348994,-0.022503530483894196,-0.6499569649883471,0.03687168026946496,-0.07131638929345188,5020043,0.048462667875804284,-0.8250944194304544
0,10001.0,250,61,1.2522270818339702,0.3940150460664541,0.15599551551281038,1.1333783783940592,0.2331052387783073,-0.2925590550937995,0.03272482720254833,0.2157583865015288,5020044,0.053156173079414434,-1.2143450721870117
0,10001.0,250,53,0.7142231113636557,0.2381199767904057,0.09210532544059152,0.7025441788329929,0.12051686592808575,0.10427544063874766,0.038978494623655914,-0.3293388372549382,5020045,0.04044035379052869,-0.4221138950101765
0,10001.0,250,65,0.35477084917452284,0.5126352883732024,0.10164747850694454,0.5646013650046534,-0.2570573733729109,0.6473298143218434,0.03377908287870718,0.19230257689605348,5020046,0.061280066502569425,-1.9801993032605496
0,10001.0,250,56,0.7593361256815839,0.8212750850607501,0.1804745853908063,0.7678280316066899,-0.3290196754043348,0.5774319276174195,0.030088094312734813,0.5057663549120781,5020047,0.05000107958716587,-1.0463502189926
0,10001.0,250,56,2.552476220177191,-0.9579251686121552,0.06293401241760371,1.398684236520482,1.8908824641134752,-1.6426205680822163,0.03755991708770567,-0.00479816005695276,5020048,0.04046652560061033,-0.33807201597255016
0,10001.0,250,44,0.295192636498062,0.4862494820156824,0.09730708558022368,0.4678208558952538,-0.2632626680007493,1.89576266098962,0.05226598995602905,-1.2997565050688609,5020049,0.05473506930949605,-1.5544295511480846
