#/home/enes/bim/BIM.py trees/ir3110090.trees,trees/ir3110091.trees,trees/ir3110092.trees,trees/ir3110093.trees,trees/ir3110094.trees,trees/ir3110095.trees,trees/ir3110096.trees,trees/ir3110097.trees,trees/ir3110098.trees,trees/ir3110099.trees 50 --stats=all --eta=etas/Fn.json --out=outs/509860495.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,FayH,FerL,TajD,ZngE,bsfs,Colless,btree,path
0,100001.0,50,332,1.4346212173154334,0.04775073169174551,0.70601950740513,-0.518408419204461,-0.8855499993362891,-0.42249559272632914,0.1358100711548987,0.0091596059346688,ir3110090.trees
0,100001.0,50,381,-0.2984356504806171,0.0351040068415978,0.3571572922911991,-0.10434117457092959,-0.36684847711718765,0.08958465476103826,0.14199892920131013,-0.7068056461865966,ir3110091.trees
0,100001.0,50,433,-0.38452032628798805,0.0014271963366973566,0.020723141182538114,-0.014719452464850716,-0.025772008714508833,-0.007794591357034142,0.1150212221640793,0.3456369521471593,ir3110092.trees
0,100001.0,50,401,0.32764296751709804,0.03891801522484635,0.40294640932168824,-0.1270043963690068,-0.4187511268115829,0.0808859810067388,0.1185911864745898,-0.1293572322429585,ir3110093.trees
0,100001.0,50,542,1.1365611787818286,-0.049732996622565064,-0.14502150548647558,-0.4677304785093948,-0.11497020245433733,-1.248713061590952,0.12727728077532383,-0.006355268575260106,ir3110094.trees
0,100001.0,50,368,-0.2731394881425545,-0.005818986148555447,-0.24240166614160283,0.32865250525176215,0.38191680002902717,0.37289235264467063,0.12983028262851537,-0.08186082866437783,ir3110095.trees
0,100001.0,50,404,0.5940077776663535,0.012096016736298863,0.06416942288720719,0.06423349118626615,-0.023084323850018913,0.24169098777714407,0.15054638876827325,-0.8455765130734848,ir3110096.trees
0,100001.0,50,378,0.5867721729758505,-0.09412226153223996,-0.4638066005584608,-0.55894199013088,0.1181288868017444,-1.9012009309279314,0.13070550800965552,-0.41970109272939515,ir3110097.trees
0,100001.0,50,420,-0.18866086325432568,0.014537329016484126,0.101676328488837,0.0356239748952956,-0.0707303637137362,0.039236449152436126,0.13075498056365406,-0.06023393287718525,ir3110098.trees
0,100001.0,50,335,0.5536831660616331,0.03150127497666288,0.36619186116340763,-0.1725272883415766,-0.4096996556363667,-0.10545847260033826,0.14312034337544546,-0.29902653866121975,ir3110099.trees
