#/home/enes/bim/BIM.py trees/r8040051.trees,trees/r8040052.trees,trees/r8040053.trees,trees/r8040054.trees,trees/r8040055.trees,trees/r8040056.trees,trees/r8040057.trees,trees/r8040058.trees,trees/r8040059.trees,trees/r8040060.trees,trees/r8040061.trees,trees/r8040062.trees,trees/r8040063.trees,trees/r8040064.trees,trees/r8040065.trees,trees/r8040066.trees,trees/r8040067.trees 250 --stats=all --eta=etas/BC.json --out=outs/633611303.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,FulD,ZngE,FayH,FerL,Colless,btree,path
0,10001.0,250,90,0.9094774969635612,1.3824991352463816,0.050229453521819276,0.6020264340872616,0.03610921705223925,-0.2433819791405046,0.027581652775978474,0.558515575343382,r8040051.trees
0,10001.0,250,75,1.8703877869050063,2.56521928861269,-1.0357922522235594,1.1196571711630003,0.09460097384855769,-0.3601812046049116,0.021954176151611056,1.2197712701868195,r8040052.trees
0,10001.0,250,86,1.6893967873597484,1.9672833461248709,-1.2918624976570436,0.9045121478613996,0.10408619116124224,-0.18878659190571187,0.036261790634118655,0.05423700897275602,r8040053.trees
0,10001.0,250,97,1.9223882187430754,2.161720247300192,-1.6813682580393263,0.7740802909454961,0.16220011894695122,0.1048014381818905,0.03516298444397939,0.07114390257008303,r8040054.trees
0,10001.0,250,83,1.306247787774256,2.8809694977383633,-1.666731307379204,0.41277140855437916,0.13041457545079807,0.20810239768471178,0.028959435002963958,0.693492189879022,r8040055.trees
0,10001.0,250,78,1.1277672297328853,1.7623165244180525,-1.1124010286691592,0.30276829286277246,0.1222657215911784,0.24487320634473483,0.031931175564975586,0.37497730522919964,r8040056.trees
0,10001.0,250,70,1.6808964646391527,2.7547786480984175,-1.9241734927779686,0.826409552043211,0.11678951901357967,-0.10316938660139874,0.029922107785982633,0.4787360283715136,r8040057.trees
0,10001.0,250,85,2.0843555528049347,1.4855583673732031,-0.6284017610061401,1.162274058884848,0.12038703685851346,-0.2906735401208981,0.027049373966454047,0.8326743358022042,r8040058.trees
0,10001.0,250,85,1.4325831059321485,1.6939956630101765,0.014380341282032335,0.5672421958666464,0.12298910203779613,0.08696317817176664,0.032037239868565166,0.20625247898915156,r8040059.trees
0,10001.0,250,109,1.6506280253760408,2.6994806299223426,-0.8222320864083392,0.7626384096572129,0.12216949502983059,-0.02839595280708052,0.028065114054231816,0.66683229848823,r8040060.trees
0,10001.0,250,88,1.7025667705244072,3.69739573406851,-0.7099544239345612,1.123197123562579,0.06820751722446017,-0.45157418796737214,0.030724187070864096,0.3244750302031841,r8040061.trees
0,10001.0,250,86,1.9588279590877118,2.9699538800440943,-1.5037543848650903,0.8295084238043648,0.15875143381398038,0.05256429091407695,0.031680269464956605,0.3061507177844446,r8040062.trees
0,10001.0,250,119,2.082455956583479,2.9591970666119654,-0.5443678949439064,1.2528798336860023,0.10464899882447834,-0.39277735707381334,0.029160998834045864,0.4091294630573965,r8040063.trees
0,10001.0,250,85,2.025870125859389,1.9242039756673956,-1.485444564057036,1.4241799754256774,0.06582671272695907,-0.6471734645214375,0.027418275251543802,0.7292279729761504,r8040064.trees
0,10001.0,250,79,1.0786695327072147,1.6618970178460426,-1.3663816265456399,0.008683343253219095,0.16601109246290582,0.5823636258665511,0.029370827132289987,0.5846113667736973,r8040065.trees
0,10001.0,250,89,1.6072033235925562,1.2838537837781288,-0.7359755488026657,0.9656149264195528,0.08079877749311562,-0.30876740042546913,0.022762420650343312,1.219431667066236,r8040066.trees
0,10001.0,250,78,1.7418039417154267,1.3831960789510953,-1.1124010286691595,0.8777843116327891,0.11700493385903475,-0.12984991692591727,0.03690949757283403,-0.1021547567131989,r8040067.trees
