start,end,N,SS,ZngE,bsfs,FulD,FerL,FayH,TajD,Colless,btree,path,iColless,ibtree
0,10001.0,250,143,-1.6681053534915793,0.3857309078520132,10.343402426392911,1.0554410391162454,0.006724497169306089,-1.8051568352001102,0.047125942675884366,-0.7416633364321046,9050018,0.06369718505357838,-2.01449712372998
0,10001.0,250,163,-1.5123554808313622,-0.11558772716521848,8.160992017282377,0.8999637764937191,-0.009192667890305916,-1.7337491699753065,0.046716435635013175,-0.6317736846759883,9050019,0.06098065519100334,-1.7236572854379266
0,10001.0,250,139,-0.8118153828243778,-1.3691179113349692,7.645749597665112,-0.14977018768833258,-0.17697766288478473,-2.0703046558230125,0.0787261951029926,-2.2695600755500505,9050020,0.07868773481020859,-2.6243385589986463
0,10001.0,250,145,-1.6953504329593228,-0.13603738776570926,7.341105255078506,1.0419392898467963,-0.001491918495154174,-1.8891928799776927,0.05798354709159219,-1.0632617202446744,9050021,0.06428314715678532,-1.8646514942221613
0,10001.0,250,126,-1.5225450188251342,-2.0678805928060924,10.189698240244248,0.5284213715104679,-0.11273145368416478,-2.435207438149869,0.06140453655228122,-1.6104554045563535,9050022,0.07935829338860817,-2.317486849166768
0,10001.0,250,161,-1.7087874881164409,0.2134653910220532,7.834073938772303,1.069315676128758,0.003747098316387918,-1.8654844480122432,0.05046776969629672,-1.25544972510015,9050023,0.06453116613921123,-2.3029731071838278
0,10001.0,250,159,-1.6711157070034657,1.6089724114154915,7.499161824883242,1.127917552653389,0.02583397908404316,-1.677635103752818,0.0494732116764131,-0.7622373844625487,9050024,0.057394452361416985,-1.8969730463664676
0,10001.0,250,140,-1.3990901329556915,-1.2317121177872206,7.305688789309308,0.5756624199686138,-0.07844300433497975,-2.07057546969442,0.07958922978441277,-2.3715230362389,9050025,0.057776266355745565,-1.5566760181886603
0,10001.0,250,118,-1.790229585254867,-2.6048431331447364,11.21683433398294,0.7157864152654607,-0.10723474891127648,-2.697864869183133,0.08440301195945955,-3.0220332159467054,9050026,0.0714254868938118,-2.1282692856698757
0,10001.0,250,109,-1.661827306283986,-1.0416212681879655,8.300775141480496,0.811392040149929,-0.05962780186387739,-2.244531032084612,0.06704288538127537,-2.4238363732948565,9050027,0.0934736011494659,-3.050357751446469
0,10001.0,250,145,-1.2520179690772997,-1.7187198148635416,8.752063484285806,0.33952916090559104,-0.11765607985532595,-2.1665752136512526,0.040154874912819626,-0.2931061507933589,9050028,0.07379626031005744,-2.2830286077381583
0,10001.0,250,155,-1.910955069339183,-1.163464408214532,7.645760140363147,1.1391469192532475,-0.011151311939824935,-2.18949886774018,0.05601075462176098,-1.2434535757664271,9050029,0.0887825495530509,-3.0405993231881183
0,10001.0,250,125,-2.1025502613451814,-0.9533554349273444,9.25612653062142,1.3353011377929227,0.0097445873024945,-2.274037479436856,0.04259668948747845,-0.2519784058875137,9050030,0.0736251457442674,-2.356165714615942
0,10001.0,250,129,-1.29158498782703,0.3139074988728215,7.161018703552068,0.7632657479451868,-0.00955194208648055,-1.498266516465263,0.05847724699640078,-1.2025288148141755,9050031,0.09992851590694574,-3.181662716959138
0,10001.0,250,172,-1.482201585202594,0.07486975497865786,8.888561068390624,0.8843743735630398,-0.008318932351341077,-1.6931001927811953,0.044181724626812566,-0.5758271554785026,9050032,0.07200846396338041,-2.4685939029901776
0,10001.0,250,157,-0.9151435370612532,0.7897802444808171,7.630923720307436,0.4660567515724826,-0.02679189985041466,-1.1906453384190945,0.037512093673251666,0.014916806940101269,9050033,0.07315436862658006,-2.3394172483576043
0,10001.0,250,149,-0.8963983830898966,-2.2132667237293715,8.941869902083168,-0.19276726368953204,-0.20210557005627108,-2.3319568792438337,0.053628590608769386,-1.1832105942885467,9050034,0.08109139065221459,-2.7609119722275017
0,10001.0,250,133,-1.4259674386566554,-2.4939297386355705,9.51104735761867,0.3666325184081909,-0.14014831298348454,-2.5083295902138234,0.05449133878323573,-1.4494789078200163,9050035,0.06692437954583311,-2.4253185860468665
0,10001.0,250,129,-1.820022157653971,-1.0350526098236528,9.746493670677653,1.0217897308009432,-0.028125085011710214,-2.207921132341576,0.05293424430861275,-0.9512662555077626,9050036,0.10018877352728887,-3.033762493099072
0,10001.0,250,130,-1.926779484907264,-1.6457790408991169,9.365536488413913,1.056098593893134,-0.03674138450249377,-2.3830491630431285,0.05427678455758517,-1.12063783929322,9050037,0.07886384246664076,-2.791849609649625
0,10001.0,250,112,-1.5842492472079466,-2.1077742764707934,10.310407915659383,0.6373690524751031,-0.09417533715924836,-2.383626422235558,0.0673955422303654,-2.062558400196914,9050038,0.09213030783182358,-2.9423930853898934
0,10001.0,250,135,-1.4977940581702258,-0.4757889770041312,8.092510029577802,0.7694561341164106,-0.042486801068690405,-1.9433025286323973,0.06404140645658198,-1.6586869316070825,9050039,0.07645871001537709,-2.3560843244709737
0,10001.0,250,134,-1.2094920414031751,-1.5206803012942285,7.7582591722279854,0.2646409379313921,-0.1314316603980545,-2.210429598128329,0.061706748793806686,-1.0593476433914484,9050040,0.10257157662909702,-2.8674239827157804
0,10001.0,250,133,-1.4996004957943811,2.0883043383907007,7.1402283429403175,0.9996965628187312,0.019865005465525398,-1.5342741453965187,0.0505878552041699,-0.8347119401265174,9050041,0.06161878697586042,-1.8292203958632312
0,10001.0,250,151,-1.0038811135636678,-2.3287235512383875,7.676580737125408,-0.0977137815034033,-0.19421414839689255,-2.3990294635782203,0.07173404796982376,-1.80735536047164,9050042,0.105796843287127,-3.293916972573684
0,10001.0,250,102,-1.1484017601722736,1.469794343669138,2.9313022920191845,0.9326663628580112,0.06154080395631556,-0.8819688111341707,0.03812881545933571,0.01788666005079596,9050043,0.057696916699054274,-1.2973629355725038
0,10001.0,250,115,-1.0998512076160647,-1.3467186318130646,8.207593687127316,0.23246890412851506,-0.12294000840546199,-2.032131507073021,0.07015373321241958,-2.281026759652716,9050044,0.10428671206565387,-3.364690530158936
0,10001.0,250,88,-2.0262453022379328,0.35782134441979363,4.6800585701212025,1.4505531573753014,0.05496659336759683,-1.918269786698388,0.04430726940018137,-0.783233351892309,9050045,0.07526881720430108,-2.1753342337858492
0,10001.0,250,174,-0.43464271324535175,-1.5412646137001615,5.745560324315081,-0.5337060364356464,-0.2155916333563963,-1.9151055436759827,0.05855374418335942,-1.0374338149093774,9050046,0.0638683767327374,-1.8849951122336197
0,10001.0,250,111,-2.013213676271289,-0.41535849375658696,9.596788632893091,1.3085992783241072,0.01752197683017859,-2.1304611555719406,0.050210891158499686,-1.1067495644975964,9050047,0.05451442868247183,-1.41669995815155
0,10001.0,250,186,-1.4295175896494163,-0.2262546411876513,6.494490214884124,0.7549527361412182,-0.034213502696252486,-1.8055776983439564,0.05295870777382074,-0.8921433677370856,9050048,0.07830014373931983,-2.236002342053668
0,10001.0,250,143,-1.5000030686941646,-0.6481624566576183,8.523295773167716,0.7268787161620741,-0.054232911818407455,-2.0220116306458764,0.052471984713045726,-1.2472544764896136,9050049,0.06289366374869679,-1.5307261489338813
0,10001.0,250,170,-1.0185933813236354,-0.6634562858660877,5.949267264358048,0.28463260653536976,-0.09266321767554048,-1.7420623676770637,0.056148347053904785,-0.9001807110659263,9050050,0.11821479466252105,-3.3575885338236104
0,10001.0,250,130,-1.5949110879165718,1.3352642770930314,7.797268625635973,1.0134000194233321,0.00754531666156882,-1.7223406035314368,0.0452402589485075,-0.5848029027255821,9050051,0.06733255603057392,-2.278286293997568
0,10001.0,250,144,-1.4862890469508427,0.15016698946190452,8.573883243209988,0.8598984421542273,-0.015836990743753603,-1.7525946159650796,0.042727646830205065,-0.3967509441953487,9050052,0.06552395540415933,-2.1040427311511563
0,10001.0,250,81,-0.8564933183454481,1.902126024166398,2.1807344210327857,0.7486598781582525,0.0615307360333252,-0.567090592800884,0.0325171654359373,0.4788168527401508,9050053,0.03771923330804015,-0.1368886330867769
0,10001.0,250,125,-1.4662068987234669,-0.514499046892744,8.219613910274001,0.7453653367314913,-0.04398361557434146,-1.9200699062672415,0.06459776356863603,-1.5918453326900803,9050054,0.09287434367450828,-3.0945681126244726
0,10001.0,250,131,-1.975720828215793,-2.0533336682496293,8.990201612563636,1.0546547618449913,-0.0453552767249202,-2.4939298879562357,0.07166813696156872,-1.5406528513786253,9050055,0.0855551237206892,-2.662318035419124
0,10001.0,250,135,-0.8796899052114342,-2.332153660638244,8.642354164180391,-0.2567853841784131,-0.21780171682750496,-2.4145211601961907,0.06582273795643404,-2.2042830526159034,9050056,0.09428358595673016,-3.0074699172845416
0,10001.0,250,162,-1.615011043719898,-0.3908796699582999,7.652983977493714,0.8923184619836437,-0.028357131569800825,-1.9747673510628856,0.045887482763577514,-0.5344522640448257,9050057,0.06771602539189013,-1.780069233108424
0,10001.0,250,89,-1.2710537365965346,-0.4052305569386665,4.18618463836809,0.7226319041739666,-0.01792207603235486,-1.54236639713728,0.04383578456440365,-0.5427343575764195,9050058,0.06330034779315774,-1.6987134997064997
0,10001.0,250,128,-2.171337501719149,-1.4904030995206246,9.409593955341435,1.3089813939843378,-0.009027019243418831,-2.4728604675368766,0.061004512970130625,-1.8969554319503292,9050059,0.06376839757346357,-1.3775186405784832
0,10001.0,250,136,-0.9618691695427832,-2.577349878270686,8.694970447574084,-0.2310543195160636,-0.22452542865684824,-2.550367623235552,0.06919761156061195,-2.4788466849697817,9050060,0.11220457868339716,-3.4844780571300737
0,10001.0,250,94,-1.5078972036041254,0.7553522710970495,4.008737131500392,1.088112695437235,0.043176699845129216,-1.4085832265924099,0.03688517510903831,0.003766692757919419,9050061,0.06339139549399947,-1.6170872920920436
0,10001.0,250,115,-1.2178322808445166,-2.374168477271408,9.009905850793837,0.10469686209277893,-0.17807348203230172,-2.52531956056696,0.07268465046008661,-2.28322909660752,9050062,0.0980123969824708,-3.140211738242225
0,10001.0,250,129,-1.6154993237523847,0.1160093108001567,7.161018703552066,0.9894960495304304,-0.002450652199287637,-1.8114216442103916,0.05448367972658685,-1.0080238552889198,9050063,0.05866590300079776,-1.2697422544843853
0,10001.0,250,143,-1.9002466039261052,-1.7148887893693825,9.823371954042855,0.9818766129995716,-0.052142950726350834,-2.451987026820293,0.06650044065402914,-1.6215847752747052,9050064,0.07092685257157665,-1.777451894861383
0,10001.0,250,171,0.08165227319508893,-0.4732078770794969,5.023290312351186,-0.8410631655519727,-0.21267066508198834,-1.324571719015671,0.06434654893586668,-1.9389728315096708,9050065,0.08041054856720352,-2.4252489014243914
0,10001.0,250,164,-2.056478481535877,-0.845044760369159,7.866301506179491,1.2812573313168578,0.003004760251191133,-2.254266758200352,0.03867825267941863,-0.1251331168457096,9050066,0.08300705810098219,-2.5630205807037534
0,10001.0,250,151,-1.7389883167186229,0.8053541932750123,7.553259479853172,1.2084095992833452,0.036289529473829414,-1.6856323340394033,0.034295907972064194,0.0948709127506354,9050067,0.04716472549929165,-0.7131278436197093
0,10001.0,250,152,-1.541840030217506,-0.7994567272672322,8.83279608866085,0.7525594099619729,-0.054065549216438864,-2.065932799733767,0.06943426800804488,-1.7363061574925402,9050068,0.06659465185219055,-1.9604680781197683
0,10001.0,250,130,-1.4975149279301734,-0.4979200040374784,7.369559208514718,0.7655429225920307,-0.04362665965131024,-1.951492078876284,0.05757083634075472,-1.0762906724992922,9050069,0.08954275884901615,-2.8710320125610957
0,10001.0,250,133,-1.5626424967684611,-1.1017274844562268,8.25590787925954,0.7083756955653105,-0.07008230512323149,-2.1977898246568897,0.058089346633847225,-1.3115793198223282,9050070,0.06421139101861993,-1.4706321034522831
0,10001.0,250,154,-1.4208012462782869,-0.8507268194116553,8.197764681578668,0.6431879415414792,-0.06337415146088196,-1.993366506847964,0.04118918517791805,-0.0995220756691714,9050071,0.0623741299508886,-1.5900611682312418
0,10001.0,250,140,-1.8598289475438985,-2.013768033931333,8.234630172876571,0.8809571663542609,-0.07284711956594274,-2.5446883918346184,0.08390397226386345,-1.9261245267869007,9050072,0.07778425530077299,-2.3629942329235143
0,10001.0,250,113,-2.2383041661338448,-0.2874821861480371,9.053560440642151,1.540727162686779,0.043082340574169334,-2.2127152585553573,0.04404001204057215,-0.5140662622054062,9050073,0.07120741028630652,-2.465517410831472
0,10001.0,250,65,-1.3029397504219908,1.6892120538928002,5.339242111887276,1.0074752314421132,0.05748336316432352,-1.112023130724524,0.03084196773366632,0.4082753684847503,9050074,0.05476745692447208,-1.2811214603549024
0,10001.0,250,141,-1.6744873114749428,-0.19867617433702867,8.024654268243893,0.9930263644581898,-0.011297841467545562,-1.9319602507475582,0.07680486731873733,-2.0111518149944785,9050075,0.08638384181888847,-2.7551415063137967
0,10001.0,250,126,-1.3442156540903911,-2.542318556366109,9.161126679578834,0.1922278399103924,-0.174458312338273,-2.6434002359713022,0.07059574704347342,-2.465776885208489,9050076,0.07370409055577147,-2.529557087154127
0,10001.0,250,90,-0.3475442086070852,-0.9825105393950384,4.108606404761107,-0.5230656904798279,-0.2062714647723846,-1.7276460667301592,0.03894273329878654,-0.03897228498590104,9050077,0.06774841300686618,-2.021379913372312
0,10001.0,250,162,-1.4924860559707132,-1.641086035324319,6.846746722856486,0.6927725880288876,-0.06175746238062956,-2.061080530474995,0.04273484300616106,-0.7637014588293968,9050078,0.0793964388018022,-3.061584937976503
0,10001.0,250,145,-1.5113256366309358,-0.4546568788154705,7.982449904718188,0.7608355868032513,-0.04687463452220615,-1.9855604513009013,0.06685163593441866,-1.6505234890754985,9050079,0.07752742719605077,-2.5523174956039485
0,10001.0,250,168,-1.5311683257468858,0.6300236864520636,7.8334167098308285,1.0163199900427289,0.01903559376371489,-1.5659899908198829,0.04167076909789697,-0.34806936911194386,9050080,0.07191199762630125,-2.341212071776863
0,10001.0,250,83,-1.074433016459435,-0.11870567131275335,5.127262341500158,0.6255383474513572,-0.011162128487335228,-1.280240293109647,0.037208117561790315,-0.1983053278429832,9050081,0.046929654100272056,-0.7398166833229002
0,10001.0,250,157,-1.8832921631549255,-0.36974634190248895,8.105888733307827,1.1733664267672417,0.0027217350620571514,-2.066339668130923,0.0485419760099123,-0.5822812760206545,9050082,0.09121277737678826,-2.501881161626044
0,10001.0,250,167,-1.8430371546006987,0.3604987027961057,7.3383034238751605,1.2448044530102529,0.028697835973182918,-1.8467374831408696,0.03531704170202864,0.19396442839362804,9050083,0.061323519885995624,-1.623695137187794
0,10001.0,250,151,-1.1813978773425708,-0.7074485946096348,8.539829538031082,0.4135569716747573,-0.08556198188099785,-1.8755807483330065,0.06637223380324818,-1.635845590850342,9050084,0.06459912229563415,-1.7491464252688933
0,10001.0,250,128,-1.7801940591367715,-0.9839169701543896,9.409593955341435,0.9666323303435193,-0.036480674390852126,-2.219006497744377,0.05063165663632045,-1.2895139736355874,9050085,0.06297231938506716,-2.114160635175407
0,10001.0,250,153,-1.50478958537707,2.3148861595268504,7.295706833695393,0.998313478638778,0.018588892882464368,-1.5430571750241262,0.0368121041040222,-0.15742872982006192,9050086,0.05450727641749796,-1.4765647383576688
0,10001.0,250,174,-0.6580498037159661,0.7727858543613008,7.03480062522236,0.3226705007242048,-0.02249307290127208,-0.8766716691781343,0.05358157194534963,-0.8893483258626913,9050087,0.06962289385244964,-2.393186407737648
0,10001.0,250,135,-2.0497615640304505,-0.996473519510744,8.367432096879098,1.296453194327227,0.008098394220581402,-2.222119877272803,0.04722073778986916,-0.6530824375231236,9050088,0.08632019115890083,-2.807436072051107
0,10001.0,250,124,-2.013011965837253,-1.6979235018714405,9.352605418840783,1.1220395074486686,-0.033437989717293594,-2.4590795345155745,0.06473319496241657,-1.2901413755260676,9050089,0.11699486116509047,-3.3751849510567236
0,10001.0,250,159,-1.7941418104495177,1.0049281928992897,6.912715376432128,1.3162757155114713,0.05615944191848075,-1.6124618261562746,0.034101970217399684,0.16863886706357786,9050090,0.04794319593363967,-0.769159866850437
0,10001.0,250,154,-1.8425389378113264,-0.19418938652211373,7.10887351187197,1.1637986100658233,0.006924990060295047,-1.9941245033784163,0.06749495915838706,-1.4544079886047887,9050091,0.07470550404382507,-2.2623836151832983
0,10001.0,250,131,-2.37528680500587,-2.0743703650213807,9.131719490954538,1.459147334489536,-0.00241310149180987,-2.6546169029028315,0.06979286592505139,-1.5390982158082063,9050092,0.06700997538541263,-2.029015201393716
0,10001.0,250,140,-1.2780200794872587,-2.2355724795008767,10.357924763887453,0.2278594809935921,-0.15258396263382798,-2.4263765412202405,0.06117048840523383,-1.7359172771057954,9050093,0.0693776805012921,-2.184236770669266
0,10001.0,250,134,-1.3922756595667758,-2.0883638219502614,7.481352633595135,0.4077238444791047,-0.12323082945573545,-2.359256297936189,0.07363893236415582,-2.376360879854912,9050094,0.11511772898043787,-3.411095888101899
0,10001.0,250,124,-0.9327112324711754,-1.8844564740297416,8.904929418649338,-0.11379710000014436,-0.18875729896318935,-2.2796303777694917,0.0742657976820433,-1.8677273852317904,9050095,0.0983565598800733,-3.3365035563070555
0,10001.0,250,141,-0.6217698344846561,-2.022276529876841,6.838507236131644,-0.4900342224594682,-0.2373353605375878,-2.2589197482275383,0.07100964591140346,-2.161631872916685,9050096,0.09440527085299724,-2.7497696688578204
0,10001.0,250,155,-1.5402217962445237,0.13743417494162358,8.607597195011081,0.9091193410310694,-0.01142735757693988,-1.780907396686204,0.04013215707759135,-0.3824967807418249,9050097,0.07640238372846223,-2.5839203784227207
0,10001.0,250,162,-0.8740066809500814,-1.8282104734789355,7.9985142294811,-0.05191009169579952,-0.15955273957639915,-2.026507152758067,0.08289303683784835,-2.2028737984302227,9050098,0.09040582881106264,-3.0044868929502035
0,10001.0,250,114,-2.1031752656252096,-1.161495332016308,9.274273106433027,1.3709313256474986,0.0193688744702956,-2.216986192302141,0.05626205009792493,-1.2303118469915202,9050099,0.07129510598224162,-2.198022839893744
0,10001.0,250,127,-1.85935884623613,-1.1417713471277848,8.338463998851314,1.0283870673471118,-0.03300362209531523,-2.284386758002725,0.08907600760496212,-2.880799722242513,9050100,0.09006825263703368,-3.0023327287822936
0,10001.0,250,117,-2.115403014811037,-1.8087175505504336,10.861548283347995,1.2599027381767578,-0.01316759836480143,-2.442600973961992,0.058461187299119664,-1.564155637933233,9050101,0.060271038069328015,-1.5300350990085272
0,10001.0,250,132,-1.0741028117537401,-2.042768809603855,7.075070354410743,0.05643260557199844,-0.1654802655318013,-2.2846176680124213,0.07157662909703326,-1.9852861945723617,9050102,0.07529562074772951,-2.267963252666975
0,10001.0,250,164,-0.3892037727955292,-1.4672064094607882,7.069630223097408,-0.5573987192610038,-0.21499114629511612,-1.8588984086672096,0.05830709936520275,-1.3160730775639735,9050103,0.06287198128376884,-1.9422112804672491
0,10001.0,250,116,-1.7780953980291492,-1.7543487669189068,8.590796077350442,0.8416705911864686,-0.07074836238106375,-2.445205677486216,0.05921366919290065,-1.4283753617793018,9050104,0.08249989204128343,-2.488347951100431
0,10001.0,250,107,-1.8723375736591403,-2.294090337425642,11.085672585235471,0.8616997366243937,-0.08176743255861815,-2.6248918991535404,0.07579633602904769,-2.1303708198077893,9050105,0.09506574685840136,-3.257181648393862
0,10001.0,250,129,-2.2679998369866334,-1.1731779857569955,9.459218674330367,1.4605982841639389,0.016049671346306055,-2.4145976096333546,0.04901973485339206,-0.4877532072126117,9050106,0.07281030279475674,-1.9187991887646008
0,10001.0,250,118,-2.0849140352880884,-1.4266633220131983,9.494969554861694,1.2447470148935826,-0.012136691113105395,-2.4014250078015404,0.06600444115170358,-1.9130010816659284,9050107,0.09678113375159623,-2.9894089890690214
0,10001.0,250,119,-1.8544011961075584,0.42849249671286105,8.926849080835998,1.2551888073667932,0.02980404701339384,-1.868784365917196,0.048019137481826936,-0.6317833140561417,9050108,0.07421916404621419,-2.29551866344279
0,10001.0,250,129,-1.5059705979827538,-0.20221978253776127,8.166481190767572,0.8155716556396536,-0.03142996454903525,-1.8807045280684127,0.04282999478296799,-0.7123498061743976,9050109,0.07805955002806926,-2.7119392359726504
0,10001.0,250,140,-0.4559928513742016,-1.8802133074466898,7.305688789309308,-0.6335447348100752,-0.2485821527276425,-2.1490819421929803,0.08779027399922268,-2.152886778570768,9050110,0.12190200005979253,-3.4494054344763083
0,10001.0,250,129,-1.1695980183679624,-0.4238511711817777,8.166481190767572,0.4746220424929069,-0.06772622417951311,-1.7461259988558897,0.05366852715521585,-1.5191455030504353,9050111,0.07240462551468145,-2.354271404674765
0,10001.0,250,119,-1.7552684018982103,-1.4893452120940818,9.082114932897962,0.8784045363449892,-0.0566727894526352,-2.326580430481972,0.07211223323723398,-1.4081986512962419,9050112,0.10279257447246293,-3.051335254727113
0,10001.0,250,147,-1.7484968427385248,-0.9665696304355736,9.481099169357725,0.9703417565923896,-0.029770112621429014,-2.1348180073813547,0.05357887047607455,-1.1302815057798579,9050113,0.08080709936520275,-2.794559748237309
0,10001.0,250,166,-1.6473997718417934,8.709314559395444e-06,8.97442266482732,1.0091535832799876,-0.002226884551089505,-1.8362370433611332,0.0443897176796516,-0.42822464669848587,9050114,0.07154519405896831,-1.8706472630734885
0,10001.0,250,137,-1.2194553139914972,0.14476454876674333,7.933731837654438,0.6225677526761991,-0.035614268524226084,-1.588624755445465,0.04698019840849222,-0.6944472857912689,9050115,0.07013749246635911,-2.0460597040192177
0,10001.0,250,159,-1.237757321854398,-0.4896655548588628,8.3201868527148,0.5346960924201574,-0.062023575783694926,-1.7813244883348638,0.0590793020507994,-1.2615644342206531,9050116,0.08237849846218807,-2.5392515188154587
0,10001.0,250,153,-0.9201340828763444,-0.07768048064081598,6.321660326746866,0.3247198691470702,-0.06588301069090018,-1.455705936067658,0.06354969859525718,-1.2764641116817477,9050117,0.07960790530543227,-2.47188812940925
0,10001.0,250,137,-1.7378035885050749,1.4929326714984124,8.069250485757221,1.2326564588146844,0.04317612098600511,-1.6434548385156138,0.04023418150781494,-0.22389962597105867,9050118,0.06195750744915144,-2.021455750708883
0,10001.0,250,145,-1.7901510856133402,-2.0307166229473523,9.649945993781364,0.8262926181908095,-0.07583005766981013,-2.4862811428383838,0.08289367146003368,-2.263269016320657,9050119,0.11620676253400697,-3.5409599370679588
0,10001.0,250,138,-1.7671856211846415,-2.3476265891183825,10.681940335316844,0.7495935651458492,-0.09306107252899068,-2.5758238951051875,0.090820945070605,-2.8228600577585783,9050120,0.08743512951235681,-2.8302170212578357
0,10001.0,250,152,-1.7808985392268244,-1.0873597366272292,9.077863155449961,0.9725053885538628,-0.034520135143532006,-2.201123210553653,0.05589499784584703,-0.9638423896678544,9050121,0.07783391631040289,-2.580241783032149
0,10001.0,250,154,-1.6577818429773934,-0.7216019765019003,8.802704220304614,0.7929897007951943,-0.0624515228545755,-2.249631528727781,0.06895145762014031,-1.9137304784403149,9050122,0.08319838493759986,-2.7048629119357783
0,10001.0,250,136,-2.0526908719001438,-0.7821807817198325,8.285521668038912,1.301824170043718,0.009071855222280968,-2.218568310774101,0.0479067505884451,-0.5628497980208633,9050123,0.05567431014380101,-1.2400630668139716
0,10001.0,250,162,-1.05800324958367,0.4651520401031978,6.9619234735189455,0.4765853216968957,-0.0476919952972237,-1.4870618079204032,0.06846126851218677,-1.7317741854583224,9050124,0.06861786375470666,-1.6826261763029708
0,10001.0,250,111,-1.4912998283229757,-1.616703288088276,7.438538994755428,0.5737723670295528,-0.0959230525261775,-2.2915731242341546,0.06668006086675843,-1.7469371987210482,9050125,0.0953405017921147,-2.923411640758692
0,10001.0,250,127,-2.1074823544317747,-0.9083527342061416,8.775928854850047,1.3901381613944466,0.0238952995111032,-2.1854248286505293,0.055365548214362834,-1.0982160791264777,9050126,0.062173424882325,-2.007056930334759
0,10001.0,250,177,-1.7648857786545202,-0.13779452012466542,8.662857549336598,1.0999191160075534,0.0027192441518528354,-1.9310229504192,0.0422963200048772,-0.2663153690167851,9050127,0.05531399792719264,-1.16933236507832
