#/home/enes/bim/BIM.py trees/ir3110000.trees,trees/ir3110001.trees,trees/ir3110002.trees,trees/ir3110003.trees,trees/ir3110004.trees,trees/ir3110005.trees,trees/ir3110006.trees,trees/ir3110007.trees,trees/ir3110008.trees,trees/ir3110009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/301229146.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FulD,bsfs,ZngE,TajD,FerL,Colless,btree,path
0,100001.0,50,522,-0.0017786903942788614,-0.3982902521638399,0.2347950422415209,0.31746032654056133,0.2939307744935883,-0.1885244058483589,0.1193930697278912,0.3969920459225542,ir3110000.trees
0,100001.0,50,369,0.028366095001414335,0.07962983622054058,0.4302780104674724,0.0010893373924712,0.20397276635459993,0.11879649041025019,0.13389068498686604,0.02457156178511975,ir3110001.trees
0,100001.0,50,356,-0.07771627618373499,0.8675492462769682,-1.102584653960605,0.22374805065488654,-0.33875934748513215,-0.4546363302882726,0.1907012805122048,-0.6310225517813989,ir3110002.trees
0,100001.0,50,408,-0.07589478677888793,0.44706506212263764,-1.3905853032271458,0.16487667781341825,-0.38367559498370024,-0.4141010680069044,0.15318692694469088,-0.922292057039673,ir3110003.trees
0,100001.0,50,417,0.0006964684761770118,-0.3083958933328693,0.3118147431988143,0.1958044905821825,0.19455477480191946,-0.10874737852781773,0.15137902987281868,-1.1891754411372069,ir3110004.trees
0,100001.0,50,421,-0.0006657793139470353,0.19096321526939913,-0.031124718462394084,-0.03562476018452018,-0.039254037470325805,0.017510657723913543,0.10625386518243664,0.35255742913805804,ir3110005.trees
0,100001.0,50,338,-0.001249250925753613,-0.3117343502296821,0.3952905542288677,0.3136560398518538,0.2954919497265881,-0.1842483673449613,0.11447254958321354,0.559129226014919,ir3110006.trees
0,100001.0,50,482,-0.082830217290362,-0.2500207280758439,-0.39986445891157274,0.6606376647001724,0.045004799429594934,-0.726877551123467,0.15088620482206494,-0.5346771697201256,ir3110007.trees
0,100001.0,50,460,-5.138452904727835e-05,0.08890552774190763,0.12089550274295027,0.17961245893246866,0.17334927273688594,-0.10264575441369414,0.1223172367538565,-0.25935975742046324,ir3110008.trees
0,100001.0,50,396,0.02380292491856641,0.8967416241085953,-0.3149604359538749,-0.569309287989687,-0.38111921574043806,0.42509650201637866,0.13529112432374524,-0.5320569642659718,ir3110009.trees
