#/home/enes/bim/BIM.py trees/ir3050040.trees,trees/ir3050041.trees,trees/ir3050042.trees,trees/ir3050043.trees,trees/ir3050044.trees,trees/ir3050045.trees,trees/ir3050046.trees,trees/ir3050047.trees,trees/ir3050048.trees,trees/ir3050049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/224696862.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,FulD,FayH,bsfs,TajD,ZngE,btree,Colless,path
0,100001.0,50,450,-0.6900875577192608,0.5591812530903211,-0.0971611070307303,-0.8694907458738517,-0.2215568474310636,0.4905074341647657,-1.279737336764622,0.1833928571428571,ir3050040.trees
0,100001.0,50,536,-0.026213654426469533,0.3837133258500407,0.018965909372925915,0.5588404093328388,0.3164487644662372,0.18681015907425966,-0.9112183402750406,0.15470159695083704,ir3050041.trees
0,100001.0,50,369,-0.006440215779525805,-0.0005808480418198469,-0.017171601878881344,-0.5408862620936397,-0.23473056797831005,-0.11541461760171895,-1.0282522176532234,0.16072465571594496,ir3050042.trees
0,100001.0,50,379,-0.7836063564408472,0.5374998399423064,-0.13754879896140035,-1.6887829946641597,-0.637156391455919,0.3580437734414629,-1.7917645622221157,0.2246140029045327,ir3050043.trees
0,100001.0,50,445,-0.5404394979732092,-0.06347223116355394,-0.03013334727584763,0.37818763524707016,0.485094719545746,0.7245044118695763,-1.3216919228578132,0.185063049610088,ir3050044.trees
0,100001.0,50,419,0.10143482681175466,-0.49938885158422397,0.04920489599566342,1.3158997802149752,0.5325006810169672,0.18610617036950552,-0.1462800890623697,0.1257617630385488,ir3050045.trees
0,100001.0,50,458,-1.1429682504430052,0.038963711081777604,-0.157017157402952,-1.174057286378798,-0.3115033623757911,0.8410796670883027,-2.0724292910918045,0.2185811824729892,ir3050046.trees
0,100001.0,50,390,-0.20427342926276001,1.9100674102851019,-0.06562416635179766,-1.7734703739551871,-0.5923733761057015,-0.12666798216258676,-1.5037117511340892,0.19992736678004533,ir3050047.trees
0,100001.0,50,382,-0.612358708395091,-0.5000200631487299,-0.08804279100576608,-0.5257535654489562,-0.2197894002246458,0.4232807956954407,-1.5785696521291581,0.19176182377712986,ir3050048.trees
0,100001.0,50,428,0.2614008753168461,-0.5581817281335685,0.03272023691574957,0.449149242602993,0.025068999604073914,-0.2162035950989908,-0.17574218166758385,0.1379008746355685,ir3050049.trees
