#/home/enes/bim/BIM.py trees/ir3100070.trees,trees/ir3100071.trees,trees/ir3100072.trees,trees/ir3100073.trees,trees/ir3100074.trees,trees/ir3100075.trees,trees/ir3100076.trees,trees/ir3100077.trees,trees/ir3100078.trees,trees/ir3100079.trees 50 --stats=all --eta=etas/Fn.json --out=outs/989577369.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,TajD,FayH,FerL,FulD,bsfs,ZngE,Colless,btree,path
0,100001.0,50,462,0.5122351444058267,0.030243964135312013,-0.04647612618091399,-1.1125735573924536,0.7786392795818926,0.3055691059910928,0.11915131906421104,-0.020694248967004985,ir3100070.trees
0,100001.0,50,368,-0.20295449567708163,0.007746410582619557,0.1846570337505185,0.3300640836783359,-0.17782562759639195,-0.26648855526906284,0.13234020023103582,-0.16837599752078095,ir3100071.trees
0,100001.0,50,370,-0.1337722723194353,0.034085949769047524,0.3657377269343347,1.2704569671932309,-0.06920745821196958,-0.3895063062213867,0.15787314925970378,-1.120710104103121,ir3100072.trees
0,100001.0,50,497,0.05314884044042301,0.003145450998970127,-0.004750263699684329,1.2688229862510814,-0.31909110680782843,0.03166166541775029,0.1442024571022439,-0.8172588652716904,ir3100073.trees
0,100001.0,50,411,-0.2673187246340939,0.034675044048405414,0.4499605802378186,1.1044109343211337,-0.3551011380852245,-0.532453075102001,0.13220698115311705,-0.4597996416322062,ir3100074.trees
0,100001.0,50,404,0.15725666167460867,0.051318207839764145,0.3401301900429652,-0.43226907912044166,0.6638191689621761,-0.21694631154355012,0.12462689157295569,0.12795533215825325,ir3100075.trees
0,100001.0,50,463,0.2573648412499131,0.020187117948267483,0.01882972962462033,-0.1890719850220537,0.45964621563918806,0.11654806022383443,0.12300287087311988,0.10804650198730835,ir3100076.trees
0,100001.0,50,547,0.3423218756628419,0.026299292641060904,0.020631839042224837,-0.015646291261585756,0.5935198839550869,0.15914929817008097,0.1159680088251517,0.026206705088741795,ir3100077.trees
0,100001.0,50,457,0.5159116873867459,0.02334149039597509,-0.10697517290338798,-1.4129001752864307,0.6729390349493236,0.3604836311419739,0.1011772926224754,1.0727594648578878,ir3100078.trees
0,100001.0,50,444,-0.6241896220152401,-0.016830886960511906,0.22579785668184332,0.9115218174463885,-0.9531533936359666,-0.5205307259445896,0.14070294784580503,-0.5731423317830074,ir3100079.trees
