#/home/enes/bim/BIM.py trees/r3070070.trees,trees/r3070071.trees,trees/r3070072.trees,trees/r3070073.trees,trees/r3070074.trees,trees/r3070075.trees,trees/r3070076.trees,trees/r3070077.trees,trees/r3070078.trees,trees/r3070079.trees 50 --stats=all --eta=etas/Fn.json --out=outs/626366143.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,TajD,ZngE,bsfs,FerL,FulD,btree,Colless,path
0,100001.0,50,413,0.02650164953878263,0.06540567719736097,-0.12841667931254128,-0.0010955422977718882,0.18503005885018606,0.18668207089402186,0.31171315058854526,0.11505309440849502,r3070070.trees
0,100001.0,50,398,-0.08357417271217998,0.30940996443829977,0.9369959967186969,-1.8108022183610543e-05,-0.8868050951099186,-0.6495452960522553,0.4610540110031107,0.11554621848739498,r3070071.trees
0,100001.0,50,453,0.05203031073226915,0.5533143493821748,0.18664818478649584,0.9772633132185012,0.11332208662107374,-0.5784651513601411,0.7953478949403977,0.10065422565422562,r3070072.trees
0,100001.0,50,369,0.06291982479500553,0.4315091972212959,-0.01917221999782246,0.9363427362118087,0.2758240527866615,-1.043319743452505,0.2951317283432926,0.11153061224489794,r3070073.trees
0,100001.0,50,459,-0.041756382200308126,-0.5659543847466089,-0.2758164610619229,-1.4816119582339309,-0.01911254773464552,1.1939699195428817,-0.8820508801985554,0.15638711105744083,r3070074.trees
0,100001.0,50,412,0.04706641598311601,0.4360001131439379,0.10226712230755201,0.8462522058309625,0.1401785149252244,-0.4159507617950652,0.906071752281811,0.10282974300831439,r3070075.trees
0,100001.0,50,457,-0.0187529922839458,0.24475358340112766,0.39195503516659297,0.3435549356484155,-0.30274468610114563,0.53264069184974,0.2892272789315814,0.12540103377595588,r3070076.trees
0,100001.0,50,488,-0.04897993145320424,-0.47116999462892234,-0.1242354177306618,-1.2707269499887917,-0.1362579277745136,1.2313586348909231,-0.4366469646814045,0.1351942511108489,r3070077.trees
0,100001.0,50,473,-0.03424429679105507,-0.09535617261700849,0.15518589290699528,-0.7302107773523246,-0.2332245272800942,0.6226314290833185,-0.5122858857496497,0.1309109009457441,r3070078.trees
0,100001.0,50,512,0.02103617212422279,0.4841040265524851,0.3449278783767937,0.6220714164833742,-0.10766202403963505,-0.6891817605505668,0.4765842410872077,0.1249106785571371,r3070079.trees
