#/home/enes/bim/BIM.py trees/r8000136.trees,trees/r8000137.trees,trees/r8000138.trees,trees/r8000139.trees,trees/r8000140.trees,trees/r8000141.trees,trees/r8000142.trees,trees/r8000143.trees,trees/r8000144.trees,trees/r8000145.trees,trees/r8000146.trees,trees/r8000147.trees,trees/r8000148.trees,trees/r8000149.trees,trees/r8000150.trees,trees/r8000151.trees,trees/r8000152.trees 250 --stats=all --eta=etas/BC.json --out=outs/868300645.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,TajD,FerL,ZngE,FayH,Colless,btree,path
0,10001.0,250,48,-0.6993086022651566,1.1452503483721128,-0.4638836451417043,-0.11724838400769194,-0.10758928150189602,-0.054857562834701695,0.03749862975475102,0.15640170062410977,r8000136.trees
0,10001.0,250,52,-1.3605965281710377,2.1998593561073205,-1.0092867807578216,-1.3313275831900546,0.6314160279707122,-0.27715534545270404,0.044865536101921455,-0.44582420811649814,r8000137.trees
0,10001.0,250,47,-1.5968696032560838,1.6014837718433668,-1.1227076745034499,0.37111691777390077,-0.7871636145674136,-0.03520043443134007,0.04660115114837231,-0.667694666852746,r8000138.trees
0,10001.0,250,56,-1.1639507153445499,0.5774319276174196,-0.8371962216905604,-0.0013851415076169648,-0.3658691575995499,-0.0667849321576044,0.04227595867340329,-0.5795856450652493,r8000139.trees
0,10001.0,250,54,-0.4926099910291498,1.3608206603823778,-0.8003747616884097,0.4182621688268608,-0.6873222966724092,-0.0024244648465653216,0.03809301723021117,0.022771763584354385,r8000140.trees
0,10001.0,250,78,0.24363289296170185,0.5147760934111186,-0.17289155028267744,0.49157010269834067,-0.47358618781086653,0.05606476740667945,0.02997976332471153,0.5581793419641068,r8000141.trees
0,10001.0,250,54,0.3130047586382582,-1.2633834294791115,0.10964441401986304,-0.2237957663938314,0.2283104739396072,-0.024116868071520605,0.030919761997297953,0.5800345536672663,r8000142.trees
0,10001.0,250,45,-1.135007388298534,2.957458604097185,-1.0369778653908952,0.6418584231314791,-0.9667715128698569,0.012398008965957668,0.0404384942145492,-0.19025835985322775,r8000143.trees
0,10001.0,250,43,-1.396343231413732,1.5978255162516024,-1.3223992842901975,0.309312881779827,-0.8217313690598378,-0.06091870898903515,0.03894070907285054,-0.286023122489389,r8000144.trees
0,10001.0,250,68,1.231761955287151,-0.8323752647235949,0.9058422760418745,0.03573492841347278,0.37124570347368546,0.0761330191291682,0.034583154349145315,0.2539264054848576,r8000145.trees
0,10001.0,250,59,1.47310661733842,1.0057695464755905,0.2633909675161494,0.18067379589652743,-0.02994879809701845,0.047123557827944196,0.03691513365289113,0.04865145450201327,r8000146.trees
0,10001.0,250,50,0.13453718663239692,0.987597537897655,0.3186291391793217,-0.6751228045087714,0.6827120075753832,-0.0744948168926146,0.04433633150111969,-0.21220834549891246,r8000147.trees
0,10001.0,250,74,0.46084122058884,-0.27602315994755594,0.7862819934397133,-0.48356186400986956,0.7386051053143164,-0.007390283848567036,0.024993522477004794,0.9891996304541296,r8000148.trees
0,10001.0,250,66,1.4156143640642713e-05,-0.22268515806685923,-0.2673445317880085,0.2300346574956015,-0.30350515934073297,0.012039226830685557,0.03553022574167639,0.12259654079391076,r8000149.trees
0,10001.0,250,88,-0.6246498415513887,-0.9172626160136296,-0.22610209900013933,-0.45182394979941415,0.2642582801624394,-0.0806916993544519,0.03618146420808683,-0.10146683939087049,r8000150.trees
0,10001.0,250,53,-0.3904202312313088,-0.5632217466162422,-0.5078167993624829,-0.39323994613376106,0.09472452498968102,-0.0984446554776128,0.03530390848104902,0.2238685380801505,r8000151.trees
0,10001.0,250,69,-0.08419427358595617,-0.34190496782024954,-0.32566518121735777,0.41311130608533075,-0.47722585112906324,0.033569854979544955,0.03736235263635186,0.030808981803860887,r8000152.trees
