#/home/enes/bim/BIM.py trees/r8110170.trees,trees/r8110171.trees,trees/r8110172.trees,trees/r8110173.trees,trees/r8110174.trees,trees/r8110175.trees,trees/r8110176.trees,trees/r8110177.trees,trees/r8110178.trees,trees/r8110179.trees,trees/r8110180.trees,trees/r8110181.trees,trees/r8110182.trees,trees/r8110183.trees,trees/r8110184.trees,trees/r8110185.trees,trees/r8110186.trees 250 --stats=all --eta=etas/BC.json --out=outs/274438398.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,bsfs,FerL,TajD,ZngE,btree,Colless,path
0,10001.0,250,90,0.030323218128106757,-0.964364784288003,6.202300164266902,-2.0986926870020093,4.196886697607262,3.566256137371835,0.2531526831195458,0.03433849248988363,r8110170.trees
0,10001.0,250,91,0.040319008835775695,-1.790349059764611,2.53601223024,-1.515183271126297,3.268562986819508,2.6815859666190205,0.1405701456718912,0.03437798113274212,r8110171.trees
0,10001.0,250,75,0.03750614290848075,-2.0007289396427366,6.148145432876783,-1.8114095308939664,3.780636907184763,3.1376555719596064,0.3028087248837592,0.028593796766599205,r8110172.trees
0,10001.0,250,90,0.08582297014325715,-1.1672836318499673,2.821500102259323,-1.1464536280294824,3.1910090059561655,2.348597072983368,0.6525410732128808,0.028353737530768235,r8110173.trees
0,10001.0,250,109,0.13229265525058787,-2.0048441344680024,2.2214614376148654,-0.7776426715939111,3.134941165655098,2.0335522161074526,-0.07794106646134726,0.03319082782743878,r8110174.trees
0,10001.0,250,84,0.058169998479670346,-0.38330548032837813,5.591213323832547,-1.3260310438953635,3.159263901709985,2.4762357925212304,0.33123145863913867,0.028390057927562783,r8110175.trees
0,10001.0,250,101,0.07280069086653786,-1.191511440246584,3.918613308745833,-1.2932935304642734,3.2871212511950243,2.515378791541158,-0.35274914003295504,0.040914390700632436,r8110176.trees
0,10001.0,250,76,-0.005157026405210252,-1.0619630068483568,4.825068645333588,-2.2679362695744034,4.062830378408134,3.6321438317011827,-0.5162048385075713,0.040624865051604266,r8110177.trees
0,10001.0,250,72,0.0820212512700773,-0.7024687379975418,5.141003788940092,-1.0688371187695898,2.999227328820712,2.1899145596301994,0.3392756087838725,0.03230075728132471,r8110178.trees
0,10001.0,250,86,0.07520258878178308,-1.7156462720731365,4.383265254862963,-1.0951608906790187,2.9602375277472843,2.202303858060395,0.07864943912796586,0.03521208489873472,r8110179.trees
0,10001.0,250,104,0.01999675783421366,-2.659312339239984,6.368156587370978,-2.297071604224543,4.409921546311085,3.8305938603415077,-0.11342150824489466,0.03677869372225745,r8110180.trees
0,10001.0,250,79,0.04330146155282021,-1.5960492891092275,5.590086480909927,-1.6134755829186738,3.4919398526777763,2.8529472572134167,-0.23325112447499013,0.035628867828634635,r8110181.trees
0,10001.0,250,107,0.13100698803037786,-0.9525767081566293,1.657266781561469,-0.4787657521146312,2.5778198147405256,1.5416751795901835,-0.1454778371538116,0.03740553612298657,r8110182.trees
0,10001.0,250,84,0.039993894120492,-2.1167706943390727,5.245913925417877,-1.5311516963608363,3.29679243706252,2.7030705427941015,0.11788945343419001,0.03333716096055777,r8110183.trees
0,10001.0,250,70,0.0351735424665848,-1.9241734927779686,6.499197417404418,-1.8709132315900086,3.86407243217963,3.218038707563809,-0.02359486811896762,0.03380123911204592,r8110184.trees
0,10001.0,250,82,0.039846912290221304,-1.2062802341456293,5.730129472856727,-1.2606429420543734,2.8045412263892677,2.2645787786523908,0.3162796878378957,0.029113766895539146,r8110185.trees
0,10001.0,250,76,0.11817073399037095,-0.5854940088060743,2.4144533424860666,-0.5584383119099394,2.5348918917222756,1.5747157935765728,0.3696003218429158,0.03293604525629398,r8110186.trees
