#/home/enes/bim/BIM.py trees/ir8010022.trees,trees/ir8010023.trees,trees/ir8010024.trees,trees/ir8010025.trees,trees/ir8010026.trees,trees/ir8010027.trees,trees/ir8010028.trees,trees/ir8010029.trees,trees/ir8010030.trees,trees/ir8010031.trees,trees/ir8010032.trees,trees/ir8010033.trees,trees/ir8010034.trees,trees/ir8010035.trees,trees/ir8010036.trees,trees/ir8010037.trees,trees/ir8010038.trees 250 --stats=all --eta=etas/BC.json --out=outs/932641518.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,ZngE,FayH,FerL,FulD,Colless,btree,path
0,10001.0,250,70,1.0085392095588324,1.7748852059335667,0.14256451827814717,0.13259651469334463,0.37592257846353044,-0.6369527735835624,0.041462624692317665,-0.51520685857477,ir8010022.trees
0,10001.0,250,54,1.1477015635744297,2.3601100067246286,0.46932716041052824,0.09756369356206065,0.04096325110163317,-1.2633834294791115,0.04984222604704532,-0.912592726089537,ir8010023.trees
0,10001.0,250,81,1.4934556926535825,3.1229590694358,0.7916136519494432,0.09345725110833764,-0.15858719157283177,-0.5107601692080787,0.03617696592822904,0.025136922935200513,ir8010024.trees
0,10001.0,250,65,1.1957991766489207,1.2308578685652094,0.5346853606548975,0.0927159116954071,-0.009204561467522215,0.09534013225532229,0.046411452260655524,-0.5193834183006104,ir8010025.trees
0,10001.0,250,66,1.1298321482068308,2.1927978179267775,0.5256381041454413,0.08391750374270475,-0.03369521139858196,-0.7668319605999473,0.04539981558111001,-0.71010704908331,ir8010026.trees
0,10001.0,250,79,1.522088612110705,1.8155964977836432,1.0348459358798034,0.05538287187702707,-0.44478547562558224,0.011624348835882594,0.04554079696394687,-0.833554723693867,ir8010027.trees
0,10001.0,250,78,1.9167362181605736,1.724888644532654,0.9200405320323147,0.13679441074729254,-0.08603602267877461,-0.8799471540862622,0.04605518849591917,-0.6933483275366574,ir8010028.trees
0,10001.0,250,67,0.40671619746453486,0.6014623942931001,-0.01770580028442631,0.06698301026727492,0.24449625436285546,-0.531800272367815,0.04392408343049618,-0.36667644225790214,ir8010029.trees
0,10001.0,250,59,1.2740796224574678,1.7022780098825543,0.5009280730945714,0.11150596878715661,0.07287598202617422,-0.20274694930037943,0.04297476644930979,-0.4697678511400254,ir8010030.trees
0,10001.0,250,76,1.4552016609777862,2.0559240744144787,0.7262918603293105,0.09903444839247877,-0.10044435797189137,-0.10902501076379023,0.03680158421705254,-0.012323200278448462,ir8010031.trees
0,10001.0,250,69,1.1729057723056813,2.7799689885266154,0.4026740137124242,0.11235565968703504,0.14330788581932172,-0.6028566239973346,0.047044810064631286,-0.7761569424773745,ir8010032.trees
0,10001.0,250,71,1.5799759573235495,2.4181679152568387,0.8079030037496173,0.10424640827215118,-0.13508616979936605,-0.4161151127860697,0.042980856428194165,-0.23246777413933162,ir8010033.trees
0,10001.0,250,58,0.6570414798481198,1.546814933464824,-0.27306004471358775,0.15355266333947418,0.696568369406633,1.0722197743787614,0.04624453147577904,-0.6853681145187115,ir8010034.trees
0,10001.0,250,89,0.40235471263625133,1.7916320814972186,-0.3711010681168094,0.12631454789995947,0.6813269359523592,0.9047445135875855,0.044754285961048496,-0.46481166170029,ir8010035.trees
0,10001.0,250,62,0.9425808535213328,2.0819530959053925,0.01066764076478372,0.14684565184043472,0.50124772306986,0.24150420624937952,0.051142743015071025,-1.1372538729307287,ir8010036.trees
0,10001.0,250,89,0.04328082074912533,0.4386075091687456,-0.37550540417788475,0.07168017159350006,0.48870853697877015,-0.32579553320510324,0.04391625642354363,-0.46233371963535186,ir8010037.trees
0,10001.0,250,97,2.308945039533077,2.4067746199898554,1.4167011853256049,0.1110963039382248,-0.47671628626726226,-1.681368258039326,0.043489206091227084,-0.46791471447062655,ir8010038.trees
