start,end,N,SS,FerL,bsfs,FayH,ZngE,TajD,FulD,Colless,btree,path,iColless,ibtree
0,10001.0,250,73,-0.3699304920886259,4.6283414368465445,0.059562751467983274,0.9350932735746932,1.4376007329165503,-0.4864913857363522,0.030488891048063224,0.2627566791799325,8110037,0.052727037180982,-1.0404667215275525
0,10001.0,250,82,-1.0281655095850544,6.318995939572647,0.049419531919585764,1.944025140061879,2.5057193645928826,-1.2062802341456291,0.029846659364731656,0.24776061449485898,8110038,0.05269002276386652,-1.5495581536816732
0,10001.0,250,73,-0.5882996877683303,4.0824581937007896,0.06646429772990828,1.3267346404062474,1.924081937468641,-1.9712898715275005,0.028230222944564187,0.6708638675442617,8110039,0.042288508874206515,-0.4802635538608702
0,10001.0,250,62,-0.40629665803779264,4.730674562459709,0.03746835684945888,0.8642461450185621,1.219206027905633,-0.046965608228166526,0.030659735717061792,0.14937547367861045,8110040,0.04733891578042375,-0.7713530249951694
0,10001.0,250,80,-0.9743510733750748,4.282522517584819,0.05152923422280214,1.868375954873412,2.435425842789451,-0.7065563822737386,0.036972775896211584,-0.1091508962216506,8110041,0.05718843114393056,-1.473953352441658
0,10001.0,250,86,-0.7401825810213967,2.2266032534653477,0.04454282899552876,1.4522666174900476,1.9194109622384083,0.6151644872153734,0.033534136546184735,0.011212536273822984,8110042,0.05265300834675106,-1.439130475397796
0,10001.0,250,86,-0.3447021061759119,1.5420763750676867,0.10008141918833798,1.1333113869040712,1.920479782360228,-1.9275381592811829,0.03457797738144935,0.1689068819490354,8110043,0.04213952584531675,-0.2721119225134848
0,10001.0,250,115,-0.4216962591419442,1.898342819353713,0.09714127677504752,1.2539868710103927,2.0346180772807925,-1.2596898441376412,0.031714415264745624,0.21599238942099372,8110044,0.05101184307120957,-0.938541546708656
0,10001.0,250,94,-1.1805128803053746,4.25884752532411,0.04411967465900482,2.1637483162481588,2.7107551095908216,-1.6368588868981766,0.030640588921149486,0.2482325985704484,8110045,0.05999481798160385,-1.8787525620468135
0,10001.0,250,94,-1.1536926953584246,1.73647011159274,0.05916685847470572,2.207715939846466,2.8578205012879336,-2.0262103364429054,0.030845294414588276,0.3948219884584184,8110046,0.04409805119093888,-0.6976935931703813
0,10001.0,250,71,-0.7873623491582115,4.701208409284211,0.06127998324106186,1.6174991521315514,2.2202780893151193,0.3459744385977232,0.033594479786719034,0.06416299166537001,8110047,0.04855713175281773,-0.8811502159270496
0,10001.0,250,95,-0.4987171795399213,5.25507462677694,0.08500761605475847,1.2996401118689105,2.008360809597075,-1.266555972241009,0.027477946978529958,0.4557881051191375,8110048,0.0465774387874077,-0.8671755043086958
0,10001.0,250,76,-1.2332373714527711,3.0643911447839867,0.03475035075821463,2.18897472124759,2.6917248197525794,-1.5384320048906397,0.026819536209353543,0.6476223644520932,8110049,0.049874228095176415,-1.031885037913587
0,10001.0,250,100,-0.7379175005256965,3.8603804546640617,0.053954218604342304,1.5073658890493935,2.037499790234944,-0.4388537823468059,0.025431475003958485,1.0011457353209152,8110050,0.04495400958673403,-0.9456210716276716
0,10001.0,250,78,-1.2363837119523655,2.9761396730434937,0.03307842171561426,2.1852414839945853,2.6749802189566463,-0.8799471540862625,0.02745765671381177,0.4357681482523256,8110051,0.05373616707918258,-1.4397508173243698
0,10001.0,250,99,-0.520892670071321,2.1575355205369977,0.06387685228446467,1.2140912008685762,1.7743948542407944,-1.1538020531338198,0.02406229331587811,1.0007884955571318,8110052,0.039083328219499384,-0.1879486001146765
0,10001.0,250,106,-0.6643668346898405,2.416452768127652,0.04792723623215845,1.3547786924013376,1.8260473775182018,-0.9327529447566324,0.030146796864878863,0.2435901805590731,8110053,0.06321522649738741,-1.7520521443433947
0,10001.0,250,77,-1.3832202775491191,3.678020785027725,0.038125224907344935,2.4507520501383464,3.007596934728882,-0.6168742036221238,0.028757710743719293,0.5154404913947439,8110054,0.06457795993357594,-1.958721473886996
0,10001.0,250,101,-0.9990612787872952,3.095300171198485,0.022276535150671756,1.7449657005533077,2.0962131521644283,0.6260514750672521,0.03140928564089505,0.2832449789990137,8110055,0.051045580170142935,-1.0305362749545324
0,10001.0,250,101,-0.8648890197672152,4.8253286244753175,0.0416579443297444,1.6411558010049447,2.1065783703963383,-2.1002928979035023,0.035271065285811184,-0.02233261837154411,8110056,0.05337478948050265,-1.3198680091230832
0,10001.0,250,88,-1.4565092840293172,3.545387096355738,0.05614900231583358,2.6771495215965104,3.3686719054321212,-2.368419960567104,0.027552144060111416,0.5668685418084658,8110057,0.06404209212215431,-2.007146661203429
0,10001.0,250,121,-0.41859970611922703,2.8814109678168007,0.10605141118588864,1.3036311037836936,2.148068399626799,-1.5025352508081005,0.031182629608591517,0.35407857464278897,8110058,0.04186846642151733,-0.4266323448906854
0,10001.0,250,94,-1.243450315469433,3.3442556024607257,0.05942665765812045,2.3542746851741567,3.023693600756627,-1.4421831621258119,0.029348577104115387,0.5546661216860572,8110059,0.04962245294542224,-1.0083586601651136
0,10001.0,250,96,-0.3631967343441835,2.8577213452676182,0.07961648517625312,1.0497212883802058,1.6933292144318186,-1.4760261896043323,0.029690723190528862,0.4479039632785445,8110060,0.0431295072764175,-0.5381646193750056
0,10001.0,250,95,-1.397068078016353,3.8028656284002595,0.022913689138827742,2.3908742847323867,2.8266209789442254,-1.0738373221087378,0.03628931046767715,-0.005481555024869649,8110061,0.06261389644599905,-1.8380698128129072
0,10001.0,250,94,-0.759688527909629,1.603212507484569,0.01723142139478014,1.327665569093048,1.5993427967329732,-1.6368588868981766,0.03034539592059995,0.21151648956344246,8110062,0.0431441134557204,-0.6512722491173432
0,10001.0,250,87,-1.4845980387866289,5.310417828742367,0.04583357893274838,2.6626193484683243,3.2863923792641048,-1.5216642680239814,0.024867210778598263,0.7509831459008168,8110063,0.05352593168372414,-1.6963384744197605
0,10001.0,250,58,-0.7423528272340625,4.234341638193922,0.06414375677247104,1.5518217574791486,2.1719254518007407,-1.0766060266679789,0.029545277885736493,0.4606300085139917,8110064,0.05734551107656431,-1.2942710752647175
0,10001.0,250,90,-1.1475292100908654,6.218921453619058,0.055994316203940096,2.177863254289281,2.8060401696610198,-0.15268939404014567,0.03459728612681737,-0.015555669577435222,8110065,0.059641792978365075,-2.048258664572131
0,10001.0,250,90,-1.3155718201759483,3.970690589171108,0.023612424379408158,2.2621403733042347,2.690554082409208,-0.9643647842880032,0.02782979425031504,0.5085994588295876,8110066,0.04781000836189332,-1.0113793628213756
0,10001.0,250,59,-0.7806996908554874,3.361144829252693,0.0742173739516921,1.6703496146551615,2.369752710495321,-1.7133925690203438,0.027004793367016448,0.6492231955140355,8110067,0.03280325603489225,0.2979963644266988
0,10001.0,250,69,-1.1072570024686952,5.380233049595149,0.03260853998678122,1.9707481938983595,2.438058089374865,-1.3857115925285906,0.034110231247570934,-0.10869825427768648,8110068,0.062187459515481276,-1.920276134476704
0,10001.0,250,87,-1.5144687561572587,6.010698630043513,0.034213974143861486,2.643879496398169,3.1901259370117168,-1.3120893211746034,0.03226949543906175,0.254276710069132,8110069,0.04518881979531027,-0.5192075925584909
0,10001.0,250,81,-0.940952826465032,2.958847393984401,0.01487922226647703,1.6048611904728087,1.9019575543177705,-0.9593426009148892,0.034688381316830594,0.026979046188524404,8110070,0.04619913345136819,-0.9985457744710792
0,10001.0,250,97,-1.0246442606704842,2.6944796887846345,0.041939176384729215,1.9000225963941888,2.3996692929066303,-0.7367665365394062,0.03471743373076072,0.007550516416888144,8110071,0.053603816186404585,-1.2192806399199891
0,10001.0,250,84,-0.5360049877774354,3.0957326029807977,0.09578494544989168,1.4163833245227322,2.210988812569267,-0.8166717838310521,0.0269063967081845,0.7480502785902052,8110072,0.04289577665500712,-0.455454424711899
0,10001.0,250,92,-0.6138939624367624,4.861607698305061,0.06546253460080256,1.3711701490310002,1.962082729515292,-1.208226541490831,0.029993422822804868,0.4172885638359226,8110073,0.038638424666407566,-0.3121668328397713
0,10001.0,250,113,-1.5666984742541867,5.4688672789658925,0.03492652640718622,2.739085795606898,3.282393666890005,-0.7380490579983858,0.024842546364116515,1.0383034170453405,8110074,0.050390502100568176,-1.1388515533488124
0,10001.0,250,85,-1.488556674752346,5.426518237769074,0.06466408785962001,2.7765947374464544,3.5379689855586163,-1.2711838632943115,0.024249686919721902,0.8415417503345513,8110075,0.040761285611654825,-0.434952515783508
0,10001.0,250,88,-0.9549361037351424,5.909693371246592,0.031018185348179225,1.721784037745578,2.133534692403157,-1.1245708080926966,0.042220494882756816,-0.47478878947628,8110076,0.05512372068920845,-1.4091363677184532
0,10001.0,250,65,-1.0194421863161631,1.803224265081977,0.013868753962199956,1.7222994616966096,2.0412168196674623,-1.2846340729109802,0.02970473070689605,0.4754854868260509,8110077,0.05551669041758432,-1.1669749469977628
0,10001.0,250,89,-0.818457041729549,5.166601338262444,0.04447887207712165,1.5792857509293818,2.0603583441977866,0.08438448239246046,0.023286695167767855,0.9765493258567624,8110078,0.050338450576499535,-1.0137913257452824
0,10001.0,250,83,-1.2643683129451997,6.163669553956076,0.04980429193762943,2.3281341601379597,2.9395030890708127,-1.8858923928269256,0.0259748672107786,0.8025716327988318,8110079,0.05707507449151445,-1.7437033425878097
0,10001.0,250,106,-1.1697291114724566,2.493166153155393,0.07104829012408513,2.307233456558552,3.0406944867213337,-1.279815684233434,0.03813341778104053,-0.34209818991831764,8110080,0.04627941044575323,-0.8235724883983087
0,10001.0,250,90,-0.3320797279281893,4.133543829633772,0.04286222969510279,0.7843846829903076,1.157824088455221,-0.7614459367260387,0.037054022541780016,-0.038596861779579036,8110081,0.046532169734657104,-0.5848633326490863
0,10001.0,250,67,-0.9644706853987282,3.9905628897585315,0.04334497162501055,1.7999252787210445,2.314940797636745,-0.8000623429111277,0.029767816786860708,0.4546289744414782,8110082,0.05387532534831408,-1.4080843310988551
0,10001.0,250,81,-1.1017344521605998,5.477413755000348,0.045697115703488465,2.0411012578893777,2.591592691615337,-0.5107601692080783,0.02957205164745002,0.5214780567950652,8110083,0.0433531360464901,-0.4821490044564904
0,10001.0,250,108,-1.1958366867052617,4.523257585556207,0.03802532384212615,2.156525704914419,2.6555639313773867,-1.312940783700573,0.024054744322913768,1.1255145782059153,8110084,0.05221693224510947,-1.0771060771930716
0,10001.0,250,84,-1.176179277954563,1.1202406086360148,-0.026993723687898867,1.7446356593885932,1.7866309588132991,0.2667439749256325,0.032182078188685265,0.3133966883354319,8110085,0.05182018396165307,-1.1388128976452132
0,10001.0,250,74,-0.07689676601902798,3.18535992370582,0.07173642536676292,0.5317174483636542,1.060208009554367,0.2125978069599233,0.032979311788095315,0.13759926355903254,8110086,0.046605777950511726,-0.7431441236535484
0,10001.0,250,100,-1.7948524477453416,2.1060599561435938,-0.009078269729974772,2.848353971942348,3.1261827467772414,-1.1728370931502383,0.0367119613459813,-0.5790925492164675,8110087,0.06776568640152006,-2.0855652332785017
0,10001.0,250,107,-0.4109226791513939,5.221504646374658,0.07813313671331205,1.1221933661246088,1.7637330336092325,0.0792732312769797,0.030357991104201763,0.3887895310248868,8110088,0.04653637591842024,-1.0148072681932192
0,10001.0,250,104,-1.23607866442089,1.726464195090189,-0.015335715602121222,1.9086970350581551,2.032105777457244,-0.7152792666028304,0.040475584205565324,-0.39072869721175785,8110089,0.0570345899727944,-1.733523288634489
0,10001.0,250,86,-0.04032992936255883,3.300793455017921,0.06838206016161354,0.4590354837650724,0.958024282089553,-0.020511174408765917,0.02968556252660412,0.4019130047490491,8110090,0.04619399256010216,-0.6546821895033671
0,10001.0,250,79,-0.9153256368624658,2.326027747949725,0.06658871803051734,1.858724282394044,2.522133558999632,-1.136713963982053,0.035436677585919715,0.004586995208721206,8110091,0.040293009344531,-0.2842244305646076
0,10001.0,250,75,-0.3015204851478091,3.8959378708731696,0.05343598956812915,0.7907663679693402,1.235118424782012,-1.277026424078354,0.031102231506671855,0.3040340442530905,8110092,0.045433346288379334,-0.6029900142455531
0,10001.0,250,91,-1.0500690037259153,3.8783600676954415,0.03659508243164295,1.9084984606393705,2.3775184337161566,-1.1879693698838147,0.03128502790967516,0.032847384407898673,8110093,0.058953556160124376,-1.5063244338811732
0,10001.0,250,81,-1.0478603751593003,2.4300565223414594,0.06912345317906991,2.0883272468390617,2.7957931794430633,-1.6322162484751048,0.033676891187579105,0.1663635531958653,8110094,0.04476262822551202,-0.4547767422168713
0,10001.0,250,89,-0.2855560728063926,3.0751441871913814,0.13481508106970147,1.2401518742265818,2.2653758703873863,-1.1461555644002284,0.0319778412387277,0.0615077617674658,8110095,0.052588233116798985,-1.1254604363256708
0,10001.0,250,99,-0.09664233977683774,3.6313462952818902,0.1135395658774368,0.817664063157655,1.654584580196642,0.14308106776094262,0.028341592175152218,0.5418541322850404,8110096,0.050513883490953065,-1.0238986787971989
0,10001.0,250,89,-0.6616588171508865,5.737533678129179,0.06355373507605,1.4361448289444336,2.0233861342778203,-0.3257955332051027,0.030671071382303412,0.4555307536794945,8110097,0.062111971459037164,-1.7716138466206623
0,10001.0,250,72,-0.8323642477244045,3.4414555486591465,0.055486074260015485,1.6578776688223509,2.2282638328288296,-0.9531738397344413,0.029826177078580807,0.4139087952442351,8110098,0.04737228483827785,-0.766060539191888
0,10001.0,250,88,-0.985028731528096,2.444866975472992,0.038916677122400684,1.8159854480321207,2.2904361889752565,-1.7464953843299005,0.03689367250479545,-0.137525818041545,8110099,0.04276637341153471,-0.4004874033718366
0,10001.0,250,94,-0.92186375676378,2.3874517398361865,0.07105219000632983,1.90203627102014,2.592636199957854,-1.2475074373534478,0.02731169393927211,0.6536591134929481,8110100,0.040209223992745166,-0.35717709617127263
0,10001.0,250,90,-1.1523207662974273,5.240727290524934,0.06470749179017722,2.2359854053340764,2.9277458418308755,-1.370202479411932,0.032228915662650605,0.14308862592794416,8110101,0.04705110765643218,-0.6856125110651229
0,10001.0,250,69,-0.2849668173395785,4.485574627596863,0.061111792176595923,0.8046493203873771,1.300593924067191,-0.08095331164316448,0.032199286992654015,0.10198470828660423,8110102,0.06183335492507666,-1.7324990762130137
0,10001.0,250,99,-0.7898547117513567,1.973716849792544,0.04896488542433696,1.561962665671952,2.0663550157864843,-0.5979950013217785,0.029716589317421493,0.2670470099089508,8110103,0.06744596251009,-2.4945843553938007
0,10001.0,250,100,-1.41891384469105,0.7960706425689311,-0.03539259300504718,2.0872526275976986,2.1034580655865014,0.4786253561574849,0.03313423473179646,0.2315589512785184,8110104,0.052474754706431835,-1.0059182284658603
0,10001.0,250,104,-0.8479983142676566,1.7489228756744728,0.05741374810616162,1.7066596167308474,2.2816006681813814,-1.068739825264131,0.032118699627444285,0.3942756530613187,8110105,0.04183265319341884,-0.2133474990835843
0,10001.0,250,99,-1.6397149802179969,6.157108899135835,0.04505375948442107,2.912874606428464,3.5520369379596866,-1.894878122216541,0.02924601632335795,-0.11097234846429198,8110106,0.05256105065422982,-1.5341544537878975
0,10001.0,250,108,-0.9383712996484108,6.166278743643527,0.07011510169031912,1.9283584918260601,2.6108892021635417,-1.6538333913938612,0.030672613649683225,0.27992381840498226,8110107,0.04763813317787278,-0.8678541594492752
0,10001.0,250,91,-1.1825686571931422,3.4852217157226404,0.06508818937111241,2.2874911263614868,2.9873944041821368,-1.187969369883815,0.03334406173079413,0.2541704150433412,8110108,0.0463520749665328,-0.943500494026172
0,10001.0,250,92,-0.38580122831529945,1.5023934173714824,0.09934911564081668,1.1988844938958512,1.9889862235646043,-1.6056500119630048,0.033994040678844414,0.27097407975563675,8110109,0.03986375609966749,-0.18255967701771747
0,10001.0,250,84,-0.7627400923963407,5.32256328502342,0.05685554398540847,1.5588324509739548,2.1195676672263417,-0.383305480328378,0.02774595836657325,0.4880099994229509,8110110,0.055791403828714364,-1.39408847485817
0,10001.0,250,112,-0.3541512079000671,4.197497335274114,0.10627587144114443,1.197364012222219,2.031549157969026,-1.8695636684355497,0.03192939020118706,0.06561382965471384,8110111,0.04888038506382852,-0.8491870799219016
0,10001.0,250,77,-0.8401205341899118,1.301073875402654,0.01209611546566781,1.4254250870850946,1.6845084748155046,-0.3815655719814432,0.031124497991967873,0.2671929022572352,8110112,0.057158251775430165,-1.6336080448583905
0,10001.0,250,87,-0.6557942086726409,2.6105853036081084,0.0743313565209599,1.4880054207110494,2.1519943336271896,-0.26421458692771355,0.03490403451538315,0.2338100098227207,8110113,0.06455042180105622,-1.6241825080028132
0,10001.0,250,81,-0.9266744315815644,4.043216689335936,0.053128903901781405,1.800969110687597,2.3692831652192705,-0.7350513850614837,0.03146672712354796,0.4302715284053576,8110114,0.04378511111896266,-0.6683994352816877
0,10001.0,250,85,-1.6271272653934168,5.658396527168906,0.028160648114577,2.790379259369656,3.3174370719960584,-1.913965965582484,0.04324531753602876,-0.4182701464630128,8110115,0.0637596468824607,-2.0462719024277995
0,10001.0,250,102,-0.7744594154092365,3.2227401878064357,0.05513569579551105,1.5738956694750377,2.118994335341433,-1.5699341777177898,0.03327107714010163,-0.01844879667186306,8110116,0.0431050992187544,-0.385882635408935
0,10001.0,250,90,-1.4298677025716622,4.78147234318015,0.03376707363784928,2.5055268808043163,3.0294171487458565,-1.7760401745358605,0.038896053421898745,-0.6540522186837102,8110117,0.044131364166342786,-0.6649183529873579
0,10001.0,250,75,-1.1460518630350809,2.9496854605734435,0.07084144816062245,2.2531711665040732,2.9967207922263275,-0.7945580803687652,0.025335211815001948,0.8957154824239053,8110118,0.05102900079580997,-1.3638597199287064
0,10001.0,250,67,-1.5079773695395815,2.7569806429893062,0.020862185643870962,2.5503757870074484,3.0217305516898976,-1.604848554541067,0.02732525082408486,0.7127632546452903,8110119,0.06315834055826282,-1.843337000587463
0,10001.0,250,88,-1.350959199214706,1.5986272492706266,0.005626210230218696,2.2150433908207874,2.522701290153771,-0.9172626160136296,0.03164061030803757,0.2555391071655894,8110120,0.07914169411090884,-2.5301277532493263
0,10001.0,250,128,-1.1256519526371205,4.520293632694009,0.06535274016049243,2.208632384738064,2.885440918953276,-2.023389779245948,0.03849839586048178,-0.14745305292926028,8110121,0.04498128336776649,-0.5201360526150601
0,10001.0,250,79,-0.7520980415242823,1.893425638066664,0.056251559889334835,1.536052246085286,2.092166179157697,-1.5960492891092268,0.028993918131112063,0.7437170952666818,8110122,0.04511324869369953,-0.4766407735700582
0,10001.0,250,83,-1.3785574188101295,1.4540621030322918,-0.030430867288743342,2.0518272327538134,2.110718599417699,-1.2284091364837622,0.03962393352210687,-0.4664573750067179,8110123,0.060151897914237584,-1.6966225536067143
0,10001.0,250,104,-0.9713641028290052,4.01789121624492,0.04307943508728738,1.8222910951445896,2.3171454568917382,-0.8920095459334804,0.031699702033942234,0.21172971853618552,8110124,0.05520289041470541,-1.3913053585427282
0,10001.0,250,65,-0.7064468577244193,4.238812164661009,0.07951660683838174,1.58545503853131,2.303423002779222,-2.1126185960107624,0.02720246229454759,0.7245755948985407,8110125,0.04061137021203092,-0.28851151979906303
0,10001.0,250,83,-1.0450157433724565,2.7936709977081384,0.02780717823632749,1.8475323091071796,2.2570442706366256,-1.228409136483762,0.02759077785797568,0.5057056056860718,8110126,0.05428812022282679,-1.3233596015966995
0,10001.0,250,86,-0.00039430673545308534,1.8468231542826412,0.08721059134478445,0.5029770594752544,1.1291988880962716,-0.020511174408765823,0.03890832145787451,0.02404947383776134,8110127,0.044453081141771385,-0.5267974054594027
0,10001.0,250,70,-1.7272654061331254,2.4396715987666,-0.007934563013180435,2.7426384167110904,3.05097077383626,-0.8943969174224434,0.035880679228263115,-0.3124190833197613,8110128,0.05690503951289026,-1.3322140828409237
0,10001.0,250,101,-0.6886605025073913,3.783229666681724,0.0599346579463701,1.462916162157755,2.0265238482885874,-0.6462425656524334,0.03352616421019065,0.048847504381893565,8110129,0.07347670250896056,-2.5227280669737677
