#/home/enes/bim/BIM.py trees/r8110221.trees,trees/r8110222.trees,trees/r8110223.trees,trees/r8110224.trees,trees/r8110225.trees,trees/r8110226.trees,trees/r8110227.trees,trees/r8110228.trees,trees/r8110229.trees,trees/r8110230.trees,trees/r8110231.trees,trees/r8110232.trees,trees/r8110233.trees,trees/r8110234.trees,trees/r8110235.trees,trees/r8110236.trees,trees/r8110237.trees 250 --stats=all --eta=etas/BC.json --out=outs/778948344.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FayH,FulD,FerL,bsfs,ZngE,Colless,btree,path
0,10001.0,250,98,3.6237152771378343,0.13588281871151364,-1.8827031467595374,-1.0248606590888247,2.587452319205952,2.447504091501943,0.02818865595208157,0.5431211837175439,r8110221.trees
0,10001.0,250,65,3.6111375465935556,0.006610809913598915,-0.7326443908444591,-1.92810296261842,4.170209018157329,3.1474363829466645,0.037985274431057564,-0.7982132042279729,r8110222.trees
0,10001.0,250,131,2.8382273383373318,0.07115477896021317,-1.6236392667538653,-1.056890110087829,1.519612691511258,2.1324927359638624,0.036248850634639285,0.009278907724362502,r8110223.trees
0,10001.0,250,73,3.3265903866978705,0.03469882050853477,-0.9814242143334014,-1.5810653817279559,5.473763370452288,2.7489648624282514,0.03520965582761152,-0.15800340934938617,r8110224.trees
0,10001.0,250,87,3.3808879552989373,0.0404086005422333,-1.3120893211746032,-1.5754166011315796,6.624517270556295,2.7780568372204755,0.02825524973795475,0.5828349284171181,r8110225.trees
0,10001.0,250,84,3.4440743248842476,0.019152248434425218,-1.0333549355823883,-1.7606168861195755,6.46512618389823,2.953904874153862,0.02764407505954339,0.7248539896470999,r8110226.trees
0,10001.0,250,83,3.847791123006343,0.03534892116505069,-1.447570221931483,-1.8672641502667557,4.980995776839179,3.2188913368041274,0.03228325488333261,0.388093029052507,r8110227.trees
0,10001.0,250,88,2.8212117657393017,-0.022321824579321473,-1.953803576408968,-1.7152515231205692,2.4466671460793146,2.642287582356608,0.04422204948827568,-0.5837251323166797,r8110228.trees
0,10001.0,250,85,2.515238124462483,0.0596665044097212,-1.4854445640570357,-0.960682978233436,5.206398900947427,1.8951511411350646,0.03433896877833916,0.09933300005468523,r8110229.trees
0,10001.0,250,105,2.924669041430574,0.14541729593469493,-2.1383806528995475,-0.5671575865850537,1.8280664182513349,1.767810456488385,0.03410261630238311,-0.08390536598612967,r8110230.trees
0,10001.0,250,77,3.0507198402671447,0.029839279975292156,-0.6168742036221238,-1.4654531082566926,5.468793337685572,2.5362658279236543,0.04260822090204135,-0.856928389147459,r8110231.trees
0,10001.0,250,85,2.694735241647641,0.034061075783801444,-0.4141410602434159,-1.2420075228141627,2.410766353338871,2.2022396573130547,0.0317121018636759,0.006379645855733223,r8110232.trees
0,10001.0,250,85,3.178272595638813,0.04416696886144093,-1.485444564057036,-1.4364144457143164,2.3822177943203533,2.5744217492394976,0.03133787522004526,0.26475583462688657,r8110233.trees
0,10001.0,250,117,3.2523638881287376,0.035017316425620296,-1.4485166451657336,-1.5501356961266053,4.9490998868575575,2.7136280991311503,0.03933745735630694,-0.08236838330805994,r8110234.trees
0,10001.0,250,76,3.3669483635324355,0.02741278869645746,-0.5854940088060738,-1.6558875107152444,6.548492831419527,2.829534790849273,0.04519799628622015,-0.7822625607839644,r8110235.trees
0,10001.0,250,105,3.3611176958262354,0.0787568682604241,-2.4886130598416925,-1.2913593093269662,1.6355758732955905,2.5486318834141666,0.03183408119280641,0.29422854618507494,r8110236.trees
0,10001.0,250,89,3.810631064247879,0.046894235245180306,-2.171605603394136,-1.7666612198220886,6.116493992162128,3.1252077083668217,0.03057998121518331,0.2419596351785543,r8110237.trees
