#/home/enes/bim/BIM.py trees/r3120020.trees,trees/r3120021.trees,trees/r3120022.trees,trees/r3120023.trees,trees/r3120024.trees,trees/r3120025.trees,trees/r3120026.trees,trees/r3120027.trees,trees/r3120028.trees,trees/r3120029.trees 50 --stats=all --eta=etas/Fn.json --out=outs/892917858.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,FerL,FayH,ZngE,bsfs,TajD,Colless,btree,path
0,100001.0,50,355,-0.32935521188505174,-0.6666282903614135,-0.11067582083238836,0.35229349802461773,-1.3153104014823407,-0.44975529565091243,0.11527854384997237,0.007007297198836243,r3120020.trees
0,100001.0,50,407,-0.08952053953574504,0.2015797508986817,0.014969025200770397,-0.24272701586937137,-0.10968355265057522,-0.12789480244796014,0.1296694978569463,0.18222238634739216,r3120021.trees
0,100001.0,50,373,0.043505985290640654,-0.37146408087379884,-0.04478613048624363,0.3205454518231502,-0.3918843965287839,-0.009678982629374985,0.12879674162658686,-0.24195435657399683,r3120022.trees
0,100001.0,50,449,0.07275208974549975,-0.44748651303458137,-0.07088990709585817,0.25968542245699194,-0.5296718993137489,-0.2566297490854571,0.1259781369195077,-0.08060985873950113,r3120023.trees
0,100001.0,50,385,0.5548025746389779,0.16437294413030173,0.015772833965780934,-0.17164375844415963,-0.09019983621093448,-0.05345492703199513,0.11447416804559665,-0.07988468853431446,r3120024.trees
0,100001.0,50,442,-0.778984782516347,-0.44986088115410905,-0.027732884758549257,0.5834680589724168,0.127041213680019,0.3658859775699813,0.12757316468253974,-0.3453025751658032,r3120025.trees
0,100001.0,50,439,-0.15432006883748361,-0.22752717978980494,0.0018691995981884614,0.41277610603407744,0.6390043666313037,0.4128031171932579,0.11085858585858586,0.6072886900980898,r3120026.trees
0,100001.0,50,477,-0.8706363678783787,0.16616696200975944,0.019586946926681278,-0.14621104232074011,0.22286181088571866,-0.0009876122821639577,0.12636632322832034,0.11000075697506051,r3120027.trees
0,100001.0,50,379,0.029794575048379738,-1.159696373416631,-0.1974339903459556,0.5751485476876477,-2.2743322766435523,-0.8552225774448962,0.16704785362420826,-1.1836981776929534,r3120028.trees
0,100001.0,50,404,0.5573550327811102,-0.2649427379553614,-0.04662859803391503,0.11980200174083092,-0.6102840992757333,-0.21776823986958063,0.13098455598455586,-0.49222306239030894,r3120029.trees
