#/home/enes/bim/BIM.py trees/r8070170.trees,trees/r8070171.trees,trees/r8070172.trees,trees/r8070173.trees,trees/r8070174.trees,trees/r8070175.trees,trees/r8070176.trees,trees/r8070177.trees,trees/r8070178.trees,trees/r8070179.trees,trees/r8070180.trees,trees/r8070181.trees,trees/r8070182.trees,trees/r8070183.trees,trees/r8070184.trees,trees/r8070185.trees,trees/r8070186.trees 250 --stats=all --eta=etas/BC.json --out=outs/553870488.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FayH,TajD,FulD,bsfs,FerL,btree,Colless,path
0,10001.0,250,107,0.8351143669387289,0.12677964809315984,1.7614345084429441,-1.6404766677790348,2.3155295333731325,-0.057092982130238716,0.7837322674085344,0.028415174853462573,r8070170.trees
0,10001.0,250,113,1.3792106501419397,0.0880552817259762,2.114777659350108,-0.08527509142234946,1.6483813497541022,-0.5326126439715533,0.3980148282909137,0.03145197276561443,r8070171.trees
0,10001.0,250,80,1.0126328535678248,0.07570280022481155,1.627798798702217,-0.25266127746048594,2.9589572953160848,-0.35875962283770135,0.5212145690504543,0.027796670553180466,r8070172.trees
0,10001.0,250,91,0.7556991377692518,0.14322702098286935,1.7768418574967115,-1.3887625998440798,2.067870642123583,0.0453025302273887,0.46282954630556095,0.029166846597860983,r8070173.trees
0,10001.0,250,86,1.2121031778326734,0.054661033748930554,1.7151165479982065,-0.23240306161681176,2.0234187208044103,-0.5554334271524263,0.8058998901015092,0.027751718777222347,r8070174.trees
0,10001.0,250,83,1.1657664911140047,0.06705128530961983,1.7438235787481744,-1.6667313073792043,3.1624695623463466,-0.4833827537649008,0.604921625560813,0.02659023189532323,r8070175.trees
0,10001.0,250,113,0.7542442516857136,0.13508677020724125,1.7264322024634635,-1.717210007862439,1.5488908027055701,0.024869487461848246,0.3651658474937526,0.030632433525840774,r8070176.trees
0,10001.0,250,107,0.4762656179563786,0.07665644002860844,1.0330230427647031,-0.2646767485342236,1.0856972876208972,-0.01678264981456731,0.27987460687397253,0.03315232255185616,r8070177.trees
0,10001.0,250,98,1.696154092993483,0.11221603976359293,2.6288391000120623,-0.573165214923614,2.30327376745787,-0.6452438193348574,0.2046210359946327,0.030353267910351082,r8070178.trees
0,10001.0,250,106,1.3672617168332801,0.034587773080140265,1.7527767185269705,-1.4533470539718345,0.8934973006923407,-0.7203946670111243,0.056525245313113814,0.03543840129652068,r8070179.trees
0,10001.0,250,107,0.3970714112844118,0.08947024741624271,1.0284259924321262,0.2512482211825808,1.69013685775335,0.0786298986069736,0.25375511604325535,0.03323552273610572,r8070180.trees
0,10001.0,250,75,1.719904355059522,0.10095262586718638,2.588354935813243,-1.0357922522235596,2.1006932622722094,-0.7096135570329116,0.8003564457009854,0.02618381956546269,r8070181.trees
0,10001.0,250,81,1.5584356420137977,0.07398484846667504,2.230831530514324,-1.6322162484751053,2.1102189315084803,-0.7024984772559261,0.38833401140327906,0.03069855178288913,r8070182.trees
0,10001.0,250,113,1.8989381160265149,0.13086250952573464,2.9747929416119625,-1.717210007862439,2.2537986331859243,-0.6983132379537356,0.3679537281313427,0.03140734982942523,r8070183.trees
0,10001.0,250,119,1.01260882399216,0.13819316749650512,2.0353399413955184,-2.2522922676255286,1.4507669562756906,-0.12185312017445545,0.5326268489979542,0.030213383244352632,r8070184.trees
0,10001.0,250,112,1.4179011248624624,0.11277155702191685,2.320018690113769,-1.5403752472437948,1.7522388479914899,-0.4669159468744796,0.5293256909913542,0.02955693742712786,r8070185.trees
0,10001.0,250,62,0.28091651009244323,0.049386383536271464,0.6320529455993986,0.2415042062493793,5.360534965286493,-0.0033820196735384286,-0.393020321700172,0.039984669862244686,r8070186.trees
