#/home/enes/bim/BIM.py trees/r8000221.trees,trees/r8000222.trees,trees/r8000223.trees,trees/r8000224.trees,trees/r8000225.trees,trees/r8000226.trees,trees/r8000227.trees,trees/r8000228.trees,trees/r8000229.trees,trees/r8000230.trees,trees/r8000231.trees,trees/r8000232.trees,trees/r8000233.trees,trees/r8000234.trees,trees/r8000235.trees,trees/r8000236.trees,trees/r8000237.trees 250 --stats=all --eta=etas/BC.json --out=outs/358541689.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,TajD,bsfs,FayH,ZngE,FulD,Colless,btree,path
0,10001.0,250,58,-0.39868472185577153,-0.9719435394587627,-1.0099220805749558,-0.13514586752012653,-0.10529214474924942,1.0722197743787616,0.0365291812410934,0.08191451860030795,r8000221.trees
0,10001.0,250,47,-0.4368924893350192,-0.14171465450311568,-0.5934877018512328,-0.07672990619971419,0.2900680989941051,-0.26246884078775495,0.02855349290901747,0.4261972910635907,r8000222.trees
0,10001.0,250,45,1.0855557438814798,-0.5229212079994683,0.23119099977018787,0.12077447469055003,-1.1006917584622045,1.0178279262807015,0.03184473685833966,0.4338905325074528,r8000223.trees
0,10001.0,250,51,1.0270140385038553,-0.9457307458955782,-0.9477878149675041,0.07605897454659072,-1.2401338369314487,0.9130520657034847,0.035558131142079834,-0.13838758268832727,r8000224.trees
0,10001.0,250,56,0.08096789526034816,0.5089376401769469,0.6682718449415582,0.05231480949820791,0.1578401499627503,-0.3740191419681385,0.02533269898280552,1.049308499856019,r8000225.trees
0,10001.0,250,46,0.1858809992387934,-0.3168714546939185,-0.8691745733803653,0.002217963014165276,-0.2873294495116539,2.8362884157052854,0.031781184805964674,0.14613665284164082,r8000226.trees
0,10001.0,250,57,-0.23888922182671252,-0.06922159645897334,-0.1456762698361401,-0.04035612005447507,0.16217815836355218,0.20489942379235485,0.03169639508799204,0.28677822022554855,r8000227.trees
0,10001.0,250,60,0.5382091984352642,-0.2668799506263577,0.23455245818038323,0.056975228275702,-0.5512347664691691,0.6439518181267544,0.032160901671200934,0.3355932770050193,r8000228.trees
0,10001.0,250,63,-0.5190244099425095,1.5277172068519669,4.423900466351147,0.04550200004664799,1.0913849749308766,0.19133630226902204,0.03454014569444029,0.00722742459082871,r8000229.trees
0,10001.0,250,51,-0.8415916125690549,-1.2708271909659832,-1.2420887026352165,-0.22631027089927222,0.12300662302546128,1.2588697981989174,0.03703949925338024,0.052163000231240174,r8000230.trees
0,10001.0,250,46,0.5035866616427679,-0.19261549562825844,0.34513956177776206,0.059885001382462555,-0.48906000046968184,0.9352528642313028,0.03575801645708745,-0.1316811789950482,r8000231.trees
0,10001.0,250,84,-0.1867266373945519,0.8349446329060538,0.7988971947448971,0.03837560670214665,0.5222053840272866,0.05006082317429537,0.029144903769286433,0.4782751110883157,r8000232.trees
0,10001.0,250,77,-0.24016066824405788,0.37040143351703964,0.7282999409126476,-0.005186065448531502,0.3581796055096327,0.08905169129991727,0.02857159187032761,0.6898337235148793,r8000233.trees
0,10001.0,250,62,-0.22058704462640552,1.195674305529456,0.9809340450437656,0.06245993809281674,0.7041364375300992,-2.0662543095709927,0.02984056039827513,0.4801996521364387,r8000234.trees
0,10001.0,250,66,-1.5540239938961309,-0.611918392174383,-0.968397138524885,-0.27128500997167004,0.9835951392104794,0.8656084469993177,0.034765040983463065,0.03234027867022717,r8000235.trees
0,10001.0,250,60,-0.7792667104931141,0.37943848997888363,-9.217709932130886e-06,-0.08304540914886985,0.7950607723408416,-1.140653096310198,0.032860892059392625,0.17318714421980488,r8000236.trees
0,10001.0,250,62,1.1482998584471875,-0.44616149093264496,0.22315043474793134,0.1308057548537402,-1.1223379963032538,1.3953834641595664,0.032626473636481405,0.03358411538399434,r8000237.trees
