#/home/enes/bim/BIM.py trees/ir8050056.trees,trees/ir8050057.trees,trees/ir8050058.trees,trees/ir8050059.trees,trees/ir8050060.trees,trees/ir8050061.trees,trees/ir8050062.trees,trees/ir8050063.trees,trees/ir8050064.trees,trees/ir8050065.trees,trees/ir8050066.trees,trees/ir8050067.trees,trees/ir8050068.trees,trees/ir8050069.trees,trees/ir8050070.trees,trees/ir8050071.trees,trees/ir8050072.trees 250 --stats=all --eta=etas/BC.json --out=outs/414101835.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FulD,bsfs,FerL,FayH,btree,Colless,path
0,10001.0,250,71,1.995703459104928,1.0579120707527343,-1.9402942155536562,2.506786177596994,-0.21701607008948537,0.12506098195672974,-0.33255634091172637,0.0401323034071771,ir8050056.trees
0,10001.0,250,83,2.941052179473977,2.0056456216612792,-1.8858923928269262,1.6040143995516636,-0.8641849867177165,0.10620379226636889,-1.3058947864988508,0.05519173468065811,ir8050057.trees
0,10001.0,250,71,1.8028121663884138,0.888230826721738,-0.16208526232480555,4.194131550799067,-0.1124797270447123,0.12488999416407809,-0.7125960852872063,0.04253141598652675,ir8050058.trees
0,10001.0,250,82,1.9118720811197112,1.49208408417254,-0.7628873683952674,1.5376265490282908,-0.7953744323344215,0.036175494752483,-1.205061481172208,0.04934484481705624,ir8050059.trees
0,10001.0,250,88,3.063534228204223,2.315920491600078,-0.917262616013629,4.302824253995891,-1.1775951040325483,0.07163547499265259,-1.7127216848293543,0.058815908796476225,ir8050060.trees
0,10001.0,250,73,2.4026044631223282,1.3566578010180967,-1.971289871527501,2.818098852283683,-0.36285114797045165,0.13587186545860944,-0.4971032065296052,0.042292336501430945,ir8050061.trees
0,10001.0,250,53,1.9473397224019944,1.4511671825230676,-0.5632217466162426,5.343622222924329,-0.7441474466729475,0.046057802717623095,-0.5341692156049135,0.040009500367059636,ir8050062.trees
0,10001.0,250,87,1.9237276581849165,0.8980748775425903,-1.3120893211746039,1.7248745153468414,-0.05129359315261932,0.14138849930279745,-0.3764742363967598,0.04258768946754761,ir8050063.trees
0,10001.0,250,78,1.1971635800180027,-0.038595683698101894,-1.1124010286691595,1.7012691415839822,0.705844799411364,0.19283364034944703,0.08988573644316519,0.035202393150313864,ir8050064.trees
0,10001.0,250,66,2.4503037970012223,1.6719768719187678,-0.7668319605999474,2.9806512346047738,-0.7326003996331515,0.08726310681817245,-0.9575895199061947,0.04784190525543033,ir8050065.trees
0,10001.0,250,89,1.7513297088321629,1.0470951435494464,-1.761425587796573,4.308234024768407,-0.33012865511029715,0.08892928027852544,-0.6757508348630322,0.049455888068402634,ir8050066.trees
0,10001.0,250,84,1.5834465582666484,0.9147146618032097,-0.38330548032837813,4.114010375306689,-0.2604734456732403,0.0859351561166606,-0.9175659473656521,0.04319428250636956,ir8050067.trees
0,10001.0,250,84,2.145848113743973,1.2220641357224231,-0.5999886320797151,1.8384992643773628,-0.33127544301457956,0.11950761680616839,-1.6801743480286258,0.0589940406788444,ir8050068.trees
0,10001.0,250,74,2.661613189097019,1.6565604235491886,-1.253265093762514,4.464733883403611,-0.5916233411386467,0.1234708602311604,-1.098733403067219,0.05220235781837026,ir8050069.trees
0,10001.0,250,65,2.4627063868589154,1.8053835757612564,-1.5606289139442413,5.038957088491768,-0.8920384969654304,0.06534381140758169,-0.6858156074383606,0.0461847389558233,ir8050070.trees
0,10001.0,250,65,2.338413384874556,1.7750823106317968,0.37133497328858295,5.327744607093859,-0.922417027618744,0.0511989096894972,-1.4223353929838922,0.0547962459155619,ir8050071.trees
0,10001.0,250,50,1.8619828326484094,1.2775096009257254,-0.42115004148078133,5.110623280475547,-0.5776954174754813,0.06387190979059915,-1.742828126439661,0.05848123677505721,ir8050072.trees
